"NOM";"CP";"URL";"SOUS_TYPE";"LATTI";"LONGI";"Public";"ORGANISME";"Type";"GCD";"COMMUNE"
"musée de la céramique";"76000";"museedelaceramique.fr/fr";"Arts décoratif";49.445543;1.093846;"";"";"Musée";"";"ROUEN"
"musée Pierre Corneille";"76000";"museepierrecorneille.fr/fr";"Histoire";49.443051;1.086748;"";"";"Musée";"";"ROUEN"
"musée Victor Hugo";"76490";"www.museevictorhugo.fr/fr/home/";"Arts décoratif";49.511951;0.673374;"";"";"Musée";"";"VILLEQUIER"
"musée des arts et traditions populaires";"44130";"museedeblain.wordpress.com/";"Archeologie";47.475727;-1.764575;"";"";"Musée";"";"BLAIN"
"musée d art et d histoire";"49490";"3museesinsolitesenanjou.com/musee-dart-et-dhistoire/";"Arts décoratif";47.531598;-0.119966;"";"";"Musée";"";"BAUGE-EN-ANJOU"
"musée municipal";"72500";"non renseigne";"Archeologie";47.693176;0.417263;"";"";"Musée";"";"MONTVAL-SUR-LOIR"
"centre minier";"85240";"www.centreminier-vendee.fr/";"Histoire";46.55525;-0.630566;"";"";"Musée";"";"FAYMOREAU"
"musée de Fontenay-le-Comte";"85200";"www.fontenay-le-comte.fr/musee-fontenay";"Archeologie";46.46746223;-0.80680974;"";"";"Musée";"";"FONTENAY-LE-COMTE"
"musée de l abbaye Sainte-Croix";"85800";"www.lemasc.fr";"Archeologie";46.497474;-1.777309;"";"";"Musée";"";"LES_SABLES_D_OLONNE"
"musée de la résistance et de la déportation";"02700";"www.mrdp-picardie.com";"Histoire";49.65875;3.315011;"";"";"Musée";"";"TERGNIER"
"musée - centre de documentation Alfred Desmasures";"02500";"fourmies.canalblog.com/archives/2007/07/15/5642323.html";"Arts décoratif";49.921047;4.083876;"";"";"Musée";"";"HIRSON"
"musée Jeanne d Aboville";"02800";"mjaboville-lafere.fr/";"Archeologie";49.661954;3.367748;"";"";"Musée";"";"LA_FERE"
"musée des beaux-arts Antoine Lécuyer";"02100";"www.saint-quentin.fr/109-musee-lecuyer.htm";"Arts décoratif";49.849891;3.285398;"";"";"Musée";"";"SAINT-QUENTIN"
"musée de la céramique architecturale et industrielle";"60390";"non renseigne";"Arts décoratif";49.371534;1.99164;"";"";"Musée";"";"AUNEUIL"
"musée Gallé-Juillet";"60100";"www.creil.fr/le-musee-galle-juillet";"Archeologie";49.260793;2.473388;"";"";"Musée";"";"CREIL"
"musée des Beaux-Arts";"16000";"maam.angouleme.fr/";"Archeologie";45.6493;0.152569;"";"";"Musée";"";"ANGOULEME"
"musée du Nouveau Monde";"17000";"museedunouveaumonde.larochelle.fr/";"Arts décoratif";46.161435;-1.151157;"";"";"Musée";"";"LA_ROCHELLE"
"musée Protestant";"17000";"www.protestantisme-museelarochelle.fr/";"Histoire";46.159482;-1.150024;"";"";"Musée";"";"LA_ROCHELLE"
"musée Capon";"49500";"non renseigne";"Archeologie";46.309723;-0.991941;"";"";"Musée";"";"MARANS"
"musée d art et d histoire";"73240";"www.ville-rochefort.fr/hebre-musee-et-patrimoine-0";"Histoire";45.935666;-0.962523;"";"";"Musée";"";"ROCHEFORT"
"musée Ernest Cognacq";"17410";"www.musee-ernest-cognacq.fr/";"Archeologie";46.2055;-1.365288;"";"";"Musée";"";"SAINT-MARTIN-DE-RE"
"musée des Tumulus";"79800";"tumulus-de-bougon.fr/";"Archeologie";46.374565;-0.067433;"";"";"Musée";"";"BOUGON"
"musée Charbonneau-Lassay";"86200";"www.ville-loudun.fr/services-au-public/culture/les-musees";"Histoire";47.009976;0.075743;"";"";"Musée";"";"LOUDUN"
"musée Rupert de Chièvres";"86000";"www.poitiers.fr/c__232_921__Musee_Rupert_de_Chievres_et_Hypogee_des_Dunes.html";"Arts décoratif";46.580602;0.337972;"";"";"Musée";"";"POITIERS"
"musée d art et d histoire de Provence";"06130";"www.museesdegrasse.com/mahp/presentation";"Archeologie";43.657615;6.922508;"";"";"Musée";"";"GRASSE"
"musée des beaux-arts";"06500";"www.menton.fr/Musee-des-Beaux-Arts-Palais-de-Carnoles.html?oaq";"Arts décoratif";43.766659;7.4884;"";"";"Musée";"";"MENTON"
"musée Masséna";"06000";"www.nice.fr/fr/culture/musees-et-galeries/musee-massena-le-musee";"Arts décoratif";43.695672;7.259251;"";"";"Musée";"";"NICE"
"musée Matisse";"06000";"www.musee-matisse-nice.org/fr/";"Art";43.720041;7.276769;"";"";"Musée";"";"NICE"
"musée d art moderne et d art contemporain";"06000";"www.mamac-nice.org/fr/";"Art";43.70177465;7.2789843;"";"";"Musée";"";"NICE"
"musée du pavillon de Vendôme";"13080";"www.aixenprovence.fr/Musee-du-Pavillon-de-Vendome";"Arts décoratif";43.530846;5.439915;"";"";"Musée";"";"AIX-EN-PROVENCE"
"musée Paul Arbaud";"13080";"www.aixenprovence.fr/Musee-Arbaud";"Arts décoratif";43.526201;5.449931;"";"";"Musée";"";"AIX-EN-PROVENCE"
"musée Ciotaden";"13600";"www.museeciotaden.org/";"Archeologie";43.173755;5.60973;"";"";"Musée";"";"LA_CIOTAT"
"musée Frédéric Mistral";"13910";"museemistral.fr/";"Histoire";43.831079;4.782653;"";"";"Musée";"";"MAILLANE"
"musée Cantini";"13930";"musees.marseille.fr/musee-cantini-0";"Art";43.292383;5.378137;"";"";"Musée";"";"MARSEILLE"
"musée des Saintes-Maries-de-la-Mer";"13460";"en cours de réalisation";"Archeologie";43.45124;4.427775;"";"";"Musée";"";"SAINTES-MARIES-DE-LA-MER"
"musée du pays brignolais";"83170";"www.brignoles.fr/patrimoine-historique/palais-des-comtes-de-provence-392.html";"Archeologie";43.404216;6.061427;"";"";"Musée";"";"BRIGNOLES"
"musée d Apt";"84400";"non renseigne";"Archeologie";43.875736;5.397687;"";"";"Musée";"";"APT"
"musée Calvet (et musée Lapidaire)";"84000";"www.musee-calvet.org/";"Archeologie";43.946985;4.803388;"";"";"Musée";"";"AVIGNON"
"bibliothèque-musée Inguimbertine";"84200";"inguimbertine.carpentras.fr/";"Histoire";44.0543;5.045479;"";"";"Musée";"";"CARPENTRAS"
"musée Archéologique Théo Desplans";"84110";"www.vaison-la-romaine.com/spip.php?rubrique32";"Archeologie";44.246355;5.072128;"";"";"Musée";"";"VAISON-LA-ROMAINE"
"Domaine des Saveurs – Les Planons";"01380";"patrimoines.ain.fr/n/domaine-des-saveurs-les-planons/n:810";"Arts décoratif";46.282489;4.986729;"";"";"Musée";"";"SAINT-CYR-SUR-MENTHON"
"musée d histoire et d archéologie de Die et du Diois";"26150";"www.museededie.org/";"Archeologie";44.75504;5.369785;"";"";"Musée";"";"DIE"
"musée de la préhistoire du Vercors";"26420";"www.parc-du-vercors.fr/prehistoire/home";"Archeologie";44.865703;5.357302;"";"";"Musée";"";"VASSIEUX-EN-VERCORS"
"musée des antiquités gallo-romaines";"38490";"www.mairie-aoste.org/newpage1";"Archeologie";45.587605;5.60661;"";"";"Musée";"";"AOSTE"
"musée de Grenoble";"38000";"www.museedegrenoble.fr/";"Arts décoratif";45.194026;5.732094;"";"";"Musée";"";"GRENOBLE"
"musée Stendhal";"38000";"www.bm-grenoble.fr/1083-musee-stendhal.htm";"Histoire";45.191481;5.728083;"";"";"Musée";"";"GRENOBLE"
"musée Matheysin";"38350";"lamure.fr/category/culture/equipements-culturels/musee-matheysin";"Archeologie";44.904362;5.784427;"";"";"Musée";"";"LA_MURE"
"musée municipal";"77130";"non renseigne";"Arts décoratif";45.830168;4.010608;"";"";"Musée";"";"SAINT-GERMAIN-LAVAL"
"musée Marius Audin";"69430";"beaujeu.reseaudesvilles.fr/fr/information/97744/musee-marius-audin";"Ethnologie";46.154524;4.587482;"";"";"Musée";"";"BEAUJEU"
"musée des beaux-arts";"69170";"www.mba-lyon.fr/fr";"Arts décoratif";45.767177;4.833576;"";"";"Musée";"";"LYON"
"musée Henri Malartre";"69270";"www.musee-malartre.com";"Sciences de la nature";45.84492;4.837207;"";"";"Musée";"";"ROCHETAILLEE-SUR-SAONE"
"musée archéologique";"73100";"non renseigne";"Archeologie";45.68863383;5.91560093;"";"";"Musée";"";"AIX-LES-BAINS"
"musée du Costume";"73700";"non renseigne";"Arts décoratif";45.597053;6.760997;"";"";"Musée";"";"BOURG-SAINT-MAURICE"
"musée Savoisien";"73000";"www.savoie.fr/web/sw_64583/le-musee-savoisien-poursuit-sa-renovation";"Archeologie";45.571174;5.875158;"";"";"Musée";"";"CHAMBERY"
"musée de Thonon-les-Bains";"74200";"www.thononlesbains.com/patrimoine-culturel/musee-du-chablais-thonon-les-bains/";"Archeologie";46.37487;6.48177;"";"";"Musée";"";"THONON-LES-BAINS"
"musée des cultures guyanaises";"97300";"amazonian-museum-network.org/fr/les-musees-d-amazonie/musee-des-cultures-guyanaises";"Archeologie";4.94156;-52.32837;"";"";"Musée";"";"CAYENNE"
"maison de la canne";"97229";"www.martinique.org/node/24376/PCUMAR972V50084M/detail/les-trois-ilets/la-maison-de-la-canne";"Histoire";14.531893;-61.026775;"";"";"Musée";"";"LES_TROIS-ILETS"
"musée des arts décoratifs de l Océan indien";"68300";"museesreunion.fr/madoi/";"Arts décoratif";-21.26765;55.411839;"";"";"Musée";"";"SAINT-LOUIS"
"Ecomusée de la Martinique";"97211";"www.martinique.org/node/24376/PCUMAR972V5000OU/detail/riviere-pilote/ecomusee";"Histoire";14.463029;-60.909569;"";"";"Musée";"";"RIVIERE-PILOTE"
"musée municipal";"76340";"lafabriquedessavoirs.fr/fr";"Archeologie";49.285546;1.006479;"";"";"Musée";"";"ELBEUF-SUR-SEINE"
"petit Palais. musée des beaux-arts de la ville de Paris";"75008";"www.petitpalais.paris.fr/";"Arts décoratif";48.86609;2.313763;"";"";"Musée";"";"PARIS"
"musée de la vie romantique";"75009";"museevieromantique.paris.fr/fr";"Histoire";48.880899;2.333278;"";"";"Musée";"";"PARIS"
"Maison de Victor Hugo";"75004";"www.maisonsvictorhugo.paris.fr/";"Arts décoratif";48.854808;2.366232;"";"";"Musée";"";"PARIS"
"musée Zadkine";"75006";"www.zadkine.paris.fr/";"Art";48.842793;2.333457;"";"";"Musée";"";"PARIS"
"musée de la nacre et de la tabletterie";"60110";"musee-nacre.fr";"Arts décoratif";49.238327;2.139609;"";"";"Musée";"";"MERU"
"musée Jadis-Allevard";"38580";"musees.le-gresivaudan.fr/musee-dallevard-2/";"Histoire";45.39254316;6.07713544;"";"";"Musée";"";"ALLEVARD-LES-BAINS"
"musée de l’imprimerie et de la communication graphique";"69790";"www.imprimerie.lyon.fr/fr";"Histoire";45.764219;4.834752;"";"";"Musée";"";"LYON"
"musée Soulages";"12000";"musee-soulages-rodez.fr/";"Art";44.35313045;2.56797879;"";"";"Musée";"";"RODEZ"
"musée de La bourrine du bois Juquaud";"85270";"www.sainthilairederiez.fr/la-bourrine-du-bois-juquaud/";"Histoire";46.757962;-1.953276;"";"";"Musée";"";"SAINT-HILAIRE-DE-RIEZ"
"musée Bonnard";"06110";"www.museebonnard.fr/";"Art";43.576273;7.019853;"";"";"Musée";"";"LE_CANNET"
"musée Mainssieux";"38500";"html#.YFtE-ZvjLZ4";"Art";45.356047;5.579652;"";"";"Musée";"";"VOIRON"
"musée des beaux-arts";"97120";"museedelabbaye.fr/home/anim.php";"Archeologie";46.386209;5.865239;"";"";"Musée";"";"SAINT-CLAUDE"
"musée de la Grande Guerre";"77100";"www.museedelagrandeguerre.com/";"Histoire";48.955281;2.901461;"";"";"Musée";"";"MEAUX"
"musée d’archéologie nationale (des origines à l’an mille) - Château de Saint-Germain-en-Laye";"78100";"musee-archeologienationale.fr/";"Archeologie";48.897879;2.094936;"";"";"Musée";"";"SAINT-GERMAIN-EN-LAYE"
"musée des arts décoratifs (Union centrale des arts décoratifs)";"75001";"madparis.fr/francais";"Arts décoratif";48.863218;2.3333;"";"";"Musée";"";"PARIS"
"musée du Louvre";"75001";"www.louvre.fr/";"Arts décoratif";48.8607946;2.33781566;"";"";"Musée";"";"PARIS"
"musée des monuments français";"75016";"www.citedelarchitecture.fr/fr/article/le-musee-des-monuments-francais";"Art";48.862323;2.281879;"";"";"Musée";"";"PARIS"
"musée Rodin";"75007";"www.musee-rodin.fr/";"Art";48.855868;2.31598;"";"";"Musée";"";"PARIS"
"musée napoléonien et musée africain (annexes du musée national des châteaux de Malmaison et de Bois Préau)";"17123";"musees-nationaux-malmaison.fr/musees-napoleonien-africain/";"Arts décoratif";46.011577;-1.176477;"";"";"Musée";"";"ILE_D_AIX"
"site du musée national de la Marine";"29200";"www.musee-marine.fr/brest";"Archeologie";48.3818476;-4.49212058;"";"";"Musée";"";"BREST"
"musée national des châteaux de Versailles et de Trianon";"78000";"www.chateauversailles.fr/";"Arts décoratif";48.804537;2.134053;"";"";"Musée";"";"VERSAILLES"
"site du musée national de la marine";"73240";"www.musee-marine.fr/rochefort";"Arts décoratif";45.934947;-0.958113;"";"";"Musée";"";"ROCHEFORT"
"muséum d Histoire naturelle";"33000";"www.museum-bordeaux.fr";"Sciences de la nature";44.848154;-0.580085;"";"";"Musée";"";"BORDEAUX"
"muséum d histoire naturelle";"62200";"musee.ville-boulogne-sur-mer.fr/";"Sciences de la nature";50.72353547;1.61714748;"";"";"Musée";"";"BOULOGNE-SUR-MER"
"muséum d Histoire Naturelle";"21000";"dijon.fr/Sortir-Bouger/Musees-Galerie-d-arts-et-expositions/Le-museum";"Sciences de la nature";47.322357;5.025636;"";"";"Musée";"";"DIJON"
"muséum d histoire naturelle et d ethnographie";"17000";"museum.larochelle.fr/";"Archeologie";46.164822;-1.151488;"";"";"Musée";"";"LA_ROCHELLE"
"musée des Confluences ; musée Guimet ; muséum d histoire naturelle";"69790";"www.museedesconfluences.fr/";"Archeologie";45.73319;4.818042;"";"";"Musée";"";"LYON"
"musée Joseph Abeilhe";"32230";"non renseigne";"Sciences de la nature";43.524266;0.160982;"";"";"Musée";"";"MARCIAC"
"musée paléontologique";"63560";"www.menat.fr/spip.php?article29";"Sciences de la nature";46.103652;2.904431;"";"";"Musée";"";"MENAT"
"muséum d histoire naturelle";"06000";"www.mhnnice.org/";"Sciences de la nature";43.701924;7.279572;"";"";"Musée";"";"NICE"
"muséum d histoire naturelle et de préhistoire";"30000";"nimes.fr/culture/musees-planetarium/museum-musee-dhistoire-naturelle.html";"Archeologie";43.837981;4.36371214;"";"";"Musée";"";"NIMES"
"Muséum d Orléans pour la biodiversité et l environnement - MOBE";"45000";"www.orleans-metropole.fr/culture/musees-expositions/museum-dorleans-pour-la-biodiversite-et-lenvironnement";"Sciences de la nature";47.907734;1.909578;"";"";"Musée";"";"ORLEANS"
"musée de géologie régionale";"36600";"non renseigne";"Sciences de la nature";47.073893;1.513405;"";"";"Musée";"";"LANGE"
"musée zoologique de l université Louis Pasteur et de la ville de Strasbourg";"67000";"www.musees.strasbourg.eu/musee-zoologique";"Sciences de la nature";48.582707;7.764645;"";"";"Musée";"";"STRASBOURG"
"musée de la gendarmerie";"77000";"www.gendarmerie.interieur.gouv.fr/musee";"Arts décoratif";48.54648;2.651583;"";"";"Musée";"";"MELUN"
"MuséAl";"07400";"www.museal.ardeche.fr/";"Archeologie";44.561507;4.592008;"";"";"Musée";"";"ALBA-LA-ROMAINE"
"musée archéologique du lac de Paladru";"38850";"tourisme.paysvoironnais.com/patrimoine-culturel/musee-archeologique-du-lac-de-paladru-charavines/";"Archeologie";45.428526;5.51555;"";"";"Musée";"";"MONTFERRAT_(CHARAVINES)"
"musée d art sacré";"21000";"www.dijon.fr/Sortir-Bouger/Musees-Galerie-d-arts-et-expositions/Le-musee-d-art-sacre";"Arts décoratif";47.317559;5.037282;"";"";"Musée";"";"DIJON"
"Viséum-musée de la lunette (collections du musée de la lunette et du musée Jourdain)";"39700";"www.musee-lunette.fr/fr";"Art";46.521;6.022578;"";"";"Musée";"";"HAUTS_DE_BIENNE"
"musée du Faouët";"22290";"www.museedufaouet.fr/";"Art";48.031817;-3.490833;"";"";"Musée";"";"LE_FAOUET"
"musée Tomi Ungerer";"67000";"www.musees.strasbourg.eu/musee-tomi-ungerer";"Arts décoratif";48.585747;7.755028;"";"";"Musée";"";"STRASBOURG"
"musée d’art et d’histoire de l’hôpital Sainte-Anne";"75014";"musee-mahhsa.com";"Histoire";48.830264;2.340376;"";"";"Musée";"";"PARIS"
"musée gallo-romain de Vesunna";"24000";"www.perigueux-vesunna.fr/";"Archeologie";45.179999;0.71269;"";"";"Musée";"";"PERIGUEUX"
"musée Gallo-Romain";"64330";"www.musee-claracq.com/";"Archeologie";43.514297;-0.303415;"";"";"Musée";"";"CLARACQ"
"Musée d’art moderne de Fontevraud – collection Martine et Léon Cligman";"49590";"www.fontevraud.fr/musee-dart-moderne/decouvrir/";"Archeologie";47.18209028;0.05078973;"";"";"Musée";"";"FONTEVRAUD"
"musée historique";"67000";"www.musees.strasbourg.eu/musee-historique";"Archeologie";48.580579;7.749714;"";"";"Musée";"";"STRASBOURG"
"musée Westercamp";"67160";"webmuseo.com/ws/musee-wissembourg/app/report/index.html";"Archeologie";49.038815;7.944344;"";"";"Musée";"";"WISSEMBOURG"
"musée national de l automobile - collection Schlumpf";"68100";"www.citedelautomobile.com/";"Sciences de la nature";47.76161417;7.32789353;"";"";"Musée";"";"MULHOUSE"
"Château de Bourdeilles";"24310";"www.chateau-bourdeilles.fr/fr";"Art";45.321359;0.586014;"";"";"Musée";"";"BOURDEILLES"
"musée Fernand Desmoulins";"24440";"www.perigord-dronne-belle.fr/fr/musee-fernand-desmoulin-PCUAQU024FS00036/";"Archeologie";45.364385;0.647127;"";"";"Musée";"";"BRANTOME-EN-PERIGORD"
"musée municipal";"24610";"museeleoniegardeau.wixsite.com/monsite";"Archeologie";44.94827;0.056581;"";"";"Musée";"";"VILLEFRANCHE-DE-LONCHAT"
"musée des beaux-arts";"33000";"/www.musba-bordeaux.fr/";"Art";44.838056;-0.579413;"";"";"Musée";"";"BORDEAUX"
"musée historique de l hydravion";"40600";"www.hydravions-biscarrosse.com/";"Histoire";44.388887;-1.182563;"";"";"Musée";"";"BISCARROSSE"
"musée départemental d’histoire et d’archéologie";"40300";"www.landes.fr/abbaye-arthous";"Archeologie";43.52735;-1.12142;"";"";"Musée";"";"HASTINGUES"
"musée des arts et traditions populaires de la Chalosse";"40380";"www.museedelachalosse.fr/";"Arts décoratif";43.715749;-0.833916;"";"";"Musée";"";"MONTFORT-EN-CHALOSSE"
"musée municipal des beaux-arts";"47000";"www.musee-agen.fr/fr.html";"Archeologie";44.202895;0.615471;"";"";"Musée";"";"AGEN"
"musée municipal de Gajac";"47300";"www.ville-villeneuve-sur-lot.fr/le-musee-de-gajac-78.html";"Arts décoratif";44.405095;0.707815;"";"";"Musée";"";"VILLENEUVE-SUR-LOT"
"musée Bonnat-Helleu. musée des Beaux-Arts de Bayonne";"64100";"webmuseo.com/ws/musee-bonnat-helleu/app/report/index.html";"Histoire";43.492108;-1.472299;"";"";"Musée";"";"BAYONNE"
"musée Bernadotte";"64000";"www.pau.fr/article/les-musees-cote-pratique--horaires-tarifs-et-acces";"Arts décoratif";43.297209;-0.372526;"";"";"Musée";"";"PAU"
"musée Yves Machelon";"03800";"www.ville-gannat.fr/-Musee-.html";"Art";46.10177624;3.19651371;"";"";"Musée";"";"GANNAT"
"MuPop";"03290";"www.mupop.fr/";"Musique";46.341009;2.605724;"";"";"Musée";"";"MONTLUÇON"
"musée Rieckotter";"03310";"www.ot-neris-les-bains.fr/decouvrir/au-fil-du-temps/musee-gallo-romain/";"Archeologie";46.287552;2.662598;"";"";"Musée";"";"NERIS-LES-BAINS"
"musée des pénitents blancs";"63940";"www.vacances-livradois-forez.com/patrimoine-culturel/chapelle-musee-des-penitents-blancs-marsac-en-livradois/";"Arts décoratif";45.478967;3.728534;"";"";"Musée";"";"MARSAC-EN-LIVRADOIS"
"musée des beaux-arts";"21500";"non renseigne";"Art";47.624491;4.336901;"";"";"Musée";"";"MONTBARD"
"musée des arts et traditions des Hautes-Côtes";"21220";"non renseigne";"Archeologie";47.187026;4.895293;"";"";"Musée";"";"REULLE-VERGY"
"musée François Pompon";"21210";"saulieu.fr/le-musee-francois-pompon/";"Archeologie";47.279459;4.229714;"";"";"Musée";"";"SAULIEU"
"musée Municipal";"21140";"www.facebook.com/museedesemurenauxois/";"Archeologie";47.490137;4.336452;"";"";"Musée";"";"SEMUR-EN-AUXOIS"
"musée départemental de Préhistoire";"71960";"rochedesolutre.com/musee-de-prehistoire/";"Archeologie";46.295079;4.732247;"";"";"Musée";"";"SOLUTRE-POUILLY"
"musée Leblanc-Duvernoy";"89000";"www.auxerre.fr/Attractive/Les-grands-equipements/Les-equipements-culturels/Musees";"Arts décoratif";47.795393;3.566248;"";"";"Musée";"";"AUXERRE"
"musée de Dinan";"22100";"www.dinan.fr/161/musee-de-dinan";"Arts décoratif";48.454713;-2.050808;"";"";"Musée";"";"DINAN"
"musée des Beaux-Arts";"29200";"musee.brest.fr/musee-accueil-3171.html";"Arts décoratif";48.38529;-4.489963;"";"";"Musée";"";"BREST"
"musée bigouden";"29160";"musee.ville-pontlabbe.bzh/";"Histoire";47.866452;-4.227768;"";"";"Musée";"";"PONT-L_ABBE"
"musée des beaux-arts";"35000";"mba.rennes.fr";"Archeologie";48.109837;-1.674981;"";"";"Musée";"";"RENNES"
"musée de Bretagne";"35000";"www.musee-bretagne.fr/";"Archeologie";48.105455;-1.674922;"";"";"Musée";"";"RENNES"
"Ecomusée du Pays de Rennes";"35000";"www.ecomusee-rennes-metropole.fr/";"Histoire";48.079557;-1.665571;"";"";"Musée";"";"RENNES"
"musée des rochers de Sévigné";"79370";"www.mairie-vitre.com/Musees";"Histoire";48.080418;-1.169805;"";"";"Musée";"";"VITRE"
"musée du Berry";"18000";"www.bourges.fr/site/musee-berry";"Archeologie";47.083735;2.39325;"";"";"Musée";"";"BOURGES"
"conservatoire du machinisme et des pratiques agricoles";"28300";"/www.lecompa.fr/";"Histoire";48.44690286;1.47687484;"";"";"Musée";"";"MAINVILLIERS"
"musée des Beaux-Arts et d Histoire Naturelle";"28200";"musee-chateaudun.fr/le-musee/";"Archeologie";48.070792;1.327905;"";"";"Musée";"";"CHATEAUDUN"
"musée Archéologique d Argentomagus";"54800";"www.argentomagus.fr/";"Archeologie";46.600503;1.515379;"";"";"Musée";"";"SAINT-MARCEL"
"musée départemental de préhistoire";"37350";"www.prehistoiregrandpressigny.fr/";"Archeologie";46.921003;0.800711;"";"";"Musée";"";"LE_GRAND-PRESSIGNY"
"musée Balzac";"37190";"www.lysdanslavallee.fr/fr/contenu/musee-balzac";"Histoire";47.245703;0.544078;"";"";"Musée";"";"SACHE"
"musée des beaux-arts";"37000";"mba.tours.fr";"Archeologie";47.394698;0.694004;"";"";"Musée";"";"TOURS"
"collections du musée de la société archéologique de Touraine";"37000";"www.societearcheotouraine.eu/168/collections/musee-de-l-hotel-gouin";"Archeologie";47.395094;0.684809;"";"";"Musée";"";"TOURS"
"musée de Minerve";"37290";"non renseigne";"Archeologie";46.785983;0.869839;"";"";"Musée";"";"YZEURES-SUR-CREUSE"
"musée de la Corbillière";"41500";"www.mer41.fr/mer-animee/culture/musee-de-la-corbilliere/";"Archeologie";47.697723;1.503586;"";"";"Musée";"";"MER"
"atelier musée Louis Leygue";"41100";"non renseigne";"Art";47.795395;1.04019;"";"";"Musée";"";"NAVEIL"
"musée du Gâtinais";"45200";"non renseigne";"Archeologie";47.998314;2.729233;"";"";"Musée";"";"MONTARGIS"
"musée du Rethélois et du Porcien";"08300";"non renseigne";"Archeologie";49.509328;4.366447;"";"";"Musée";"";"RETHEL"
"musée historique de Troyes et de la Champagne";"10000";"www.musees-troyes.com/art-champenois/";"Histoire";48.294239;4.071824;"";"";"Musée";"";"TROYES"
"musée Garinet";"51000";"www.chalonsenchampagne.fr/culture-et-tourisme/a-votre-service/musees-municipaux";"Arts décoratif";48.955859;4.366501;"";"";"Musée";"";"CHALONS-EN-CHAMPAGNE"
"musée des Beaux-Arts de Reims";"51100";"musees-reims.fr/fr/musees/musee-des-beaux-arts/";"Arts décoratif";49.253442;4.030921;"";"";"Musée";"";"REIMS"
"musée-hôtel Le Vergeur – maison Hugues Krafft";"51100";"musees-reims.fr/fr/musees/musee-le-vergeur/";"Archeologie";49.257013;4.034043;"";"";"Musée";"";"REIMS"
"musée de l Affiche";"52000";"www.centrenationaldugraphisme.fr/le-signe";"Art";48.110756;5.135234;"";"";"Musée";"";"CHAUMONT"
"musée de l Alta Rocca";"20170";"www.corsedusud.fr/nos-competences/patrimoine-et-culture/musee-departemental-de-laltarocca/";"Archeologie";41.704223;9.125161;"";"";"Musée";"";"LEVIE"
"musée municipal Georges Garret";"70000";"www.vesoul.fr/sortir-bouger-se-divertir/musee-georges-garret.html";"Archeologie";47.623695;6.155771;"";"";"Musée";"";"VESOUL"
"musée de Montmartre";"75018";"museedemontmartre.fr/";"Arts décoratif";48.887709;2.340577;"";"";"Musée";"";"PARIS"
"musée d art et d histoire militaire";"77300";"www.fontainebleau.fr/engagee/fontainebleau-avance/un-batiment-renove-et-un-lieu-totalement-repense-251.html";"Histoire";48.406893;2.698781;"";"";"Musée";"";"FONTAINEBLEAU"
"musée départemental Stéphane Mallarmé";"77870";"www.musee-mallarme.fr/fr";"Histoire";48.430323;2.746605;"";"";"Musée";"";"VULAINES-SUR-SEINE"
"musée de la Batellerie";"78700";"www.musee-batellerie-conflans.fr/fr/accueil/";"Histoire";48.992445;2.095621;"";"";"Musée";"";"CONFLANS-SAINTE-HONORINE"
"musée Victor Aubert";"78580";"museeaubertmaule.free.fr/";"Archeologie";48.908246;1.847178;"";"";"Musée";"";"MAULE"
"musée intercommunal";"91150";"www.mairie-etampes.fr/le-musee/";"Archeologie";48.434307;2.161909;"";"";"Musée";"";"ETAMPES"
"musée Emile Jean";"94350";"www.villiers94.fr/culture-et-sports/patrimoine/musee-emile-jean/";"Histoire";48.826701;2.543144;"";"";"Musée";"";"VILLIERS-SUR-MARNE"
"ARCHÉA. Archéologie en Pays de France";"95380";"archea.roissypaysdefrance.fr/";"Archeologie";49.041117;2.50695;"";"";"Musée";"";"LOUVRES"
"musée archéologique";"11590";"sallelesdaude.fr/fr/decouvrir/les-musees";"Archeologie";43.260661;2.942874;"";"";"Musée";"";"SALLELES-D_AUDE"
"musée du vieux Nîmes";"30000";"www.nimes.fr/culture/musees-planetarium/musee-du-vieux-nimes.html";"Arts décoratif";43.838204;4.359619;"";"";"Musée";"";"NIMES"
"musée de l Ephèbe";"34300";"www.museecapdagde.com/";"Archeologie";43.298047;3.476702;"";"";"Musée";"";"AGDE"
"musée des beaux-arts";"34500";"www.ville-beziers.fr/culture/centre-detude-et-de-conservation-fabregat";"Art";43.341429;3.210533;"";"";"Musée";"";"BEZIERS"
"musée archéologique";"34970";"museearcheo.montpellier3m.fr/";"Archeologie";43.566659;3.90858;"";"";"Musée";"";"LATTES"
"Musée de Lodève – hôtel du cardinal de Fleury";"34700";"www.museedelodeve.fr/";"Histoire";43.731613;3.319595;"";"";"Musée";"";"LODEVE"
"musée Fabre";"34000";"museefabre.montpellier3m.fr/";"Arts décoratif";43.61135;3.880685;"";"";"Musée";"";"MONTPELLIER"
"musée du vieux Montpellier";"34000";"www.montpellier.fr/468-musee-du-vieux-montpellier.htm";"Arts décoratif";43.610788;3.878349;"";"";"Musée";"";"MONTPELLIER"
"musée Languedocien";"34000";"non renseigne";"Archeologie";43.609524;3.879151;"";"";"Musée";"";"MONTPELLIER"
"musée de Vulliod Saint-Germain";"34120";"www.ville-pezenas.fr/sepanouir/culture-theatre-et-expos/les-lieux-de-culture/ville-de-culture/";"Arts décoratif";43.461352;3.422892;"";"";"Musée";"";"PEZENAS"
