"NOM";"CP";"URL";"SOUS_TYPE";"LATTI";"LONGI";"Public";"ORGANISME";"Type";"GCD";"COMMUNE"
"musée municipal Ducastel-Vera de Saint-Germain-en-Laye";"78100";"www.saintgermainenlaye.fr/736/musee-municipal.htm?L=ppapagepapage=";"Art";48.794403;2.127681;"";"";"Musée";"";"SAINT-GERMAIN-EN-LAYE"
"musée français de la Photographie";"02860";"Museedelaphoto.fr";"Histoire";48.762826;2.225102;"";"";"Musée";"";"BIEVRES"
"musée des Avelines - musée d’art et d’histoire de Saint-Cloud";"92210";"www.musee-saintcloud.fr/";"Arts décoratif";48.842497;2.208286;"";"";"Musée";"";"SAINT-CLOUD"
"musée d art et d histoire Paul Eluard";"11310";"musee-saint-denis.com/";"Archeologie";48.932336;2.355796;"";"";"Musée";"";"SAINT-DENIS"
"musée d Art et d Histoire Louis Senlecq";"95290";"ville-isle-adam.fr/musee";"Arts décoratif";49.112285;2.21638;"";"";"Musée";"";"L_ISLE-ADAM"
"musée Pissarro";"95000";"www.ville-pontoise.fr/le-musee-camille-pissarro";"Histoire";49.048396;2.099887;"";"";"Musée";"";"PONTOISE"
"musée du Colombier";"30100";"www.museeducolombier.fr";"Archeologie";44.129352;4.080982;"";"";"Musée";"";"ALES"
"musée de la maison Romane";"30800";"saint-gilles.fr/musee-de-la-maison-romane";"Archeologie";43.676985;4.431238;"";"";"Musée";"";"SAINT-GILLES"
"musée de la Cloche et de la Sonnaille";"34600";"www.mairieherepian.fr/d%C3%A9couvrir-h%C3%A9r%C3%A9pian/mus%C3%A9e-de-la-cloche-et-de-la-sonnaille/";"Art";43.59470758;3.11329958;"";"";"Musée";"";"HEREPIAN"
"musée du Pic Saint-Loup";"34270";"www.cc-grandpicsaintloup.fr/vivre-ici/culture/maison-des-consuls/";"Archeologie";43.731232;3.809872;"";"";"Musée";"";"LES_MATELLES"
"musée de préhistoire";"34220";"saintpons.fr/decouvrir-bouger/histoire-et-patrimoine/musee";"Archeologie";43.486827;2.761809;"";"";"Musée";"";"SAINT-PONS-DE-THOMIERES"
"musée du Gévaudan";"48000";"musee-du-gevaudan.fr";"Archeologie";44.518396;3.499291;"";"";"Musée";"";"MENDE"
"musée Labenche";"19100";"www.museelabenche.fr/";"Archeologie";45.158512;1.535911;"";"";"Musée";"";"BRIVE-LA-GAILLARDE"
"musée départemental d Art Contemporain";"87600";"www.musee-rochechouart.com/index.php/fr/";"Archeologie";45.822521;0.820506;"";"";"Musée";"";"ROCHECHOUART"
"Féru des sciences";"54140";"www.museehistoiredufer.fr/accueil/";"Art";48.666588;6.208769;"";"";"Musée";"";"JARVILLE-LA-MALGRANGE"
"musée des Beaux-Arts";"54000";"musee-des-beaux-arts.nancy.fr/accueil-145.html";"Arts décoratif";48.693507;6.182435;"";"";"Musée";"";"NANCY"
"musée d’art et d’histoire";"54200";"www.toul.fr/?actuellement-au-musee";"Archeologie";48.678544;5.89134;"";"";"Musée";"";"TOUL"
"musée d Argonne";"55270";"musees-meuse.fr/musee-dargonne-varennes-en-argonne/";"Archeologie";49.226057;5.033072;"";"";"Musée";"";"VARENNES-EN-ARGONNE"
"musée des mines de fer de Lorraine";"57700";"www.musee-minesdefer-lorraine.com";"Archeologie";49.325904;6.027572;"";"";"Musée";"";"NEUFCHEF"
"musée Fenaille";"12000";"musee-fenaille.rodezagglo.fr/";"Archeologie";44.349201;2.576408;"";"";"Musée";"";"RODEZ"
"musée du Pays de Luchon";"31110";"www.mairie-luchon.fr/culture_lieux.html";"Archeologie";42.789494;0.592035;"";"";"Musée";"";"BAGNERES-DE-LUCHON"
"musée municipal";"31220";"non renseigne";"Archeologie";43.199447;1.010287;"";"";"Musée";"";"MARTRES-TOLOSANE"
"musée des Amériques - Auch";"32000";"www.ameriques-auch.fr/";"Archeologie";43.647171;0.587482;"";"";"Musée";"";"AUCH"
"musée des beaux-arts et des arts décoratifs";"32300";"www.patrimoine-musees-gers.fr/le-reseau/musee-de-mirande/";"Arts décoratif";43.515315;0.403452;"";"";"Musée";"";"MIRANDE"
"musée d histoire de Figeac";"46100";"ville-figeac.fr/culture-sport-loisirs/culture/musee-histoire-figeac";"Art";44.613443;2.016469;"";"";"Musée";"";"FIGEAC"
"musée Champollion - Les Écritures du monde";"46100";"ville-figeac.fr/culture-sport-loisirs/musee-champollion/informations-pratiques";"Histoire";44.609472;2.034599;"";"";"Musée";"";"FIGEAC"
"musée Murat";"46240";"musees.lot.fr/node/136";"Histoire";44.645658;1.568198;"";"";"Musée";"";"LABASTIDE-MURAT"
"musée archéologique";"46140";"www.ville-luzech.fr/decouvrir-luzech-2/musees-luzech/musee-archeologique-armand-vire-luzech.html";"Archeologie";44.479159;1.286317;"";"";"Musée";"";"LUZECH"
"musée Saliès";"65200";"www.ville-bagneresdebigorre.fr/musees";"Arts décoratif";43.063744;0.146227;"";"";"Musée";"";"BAGNERES-DE-BIGORRE"
"musée Goya";"81100";"www.ville-castres.fr/fr/musee-goya-presentation";"Arts décoratif";43.604813;2.239888;"";"";"Musée";"";"CASTRES"
"musée de l’abbaye Saint-Michel";"81600";"www.ville-gaillac.fr/culture/musee-de-labbaye";"Archeologie";43.897983;1.895761;"";"";"Musée";"";"GAILLAC"
"musée Ingres Bourdelle";"82000";"https://museeingresbourdelle.com/";"Archeologie";44.017091;1.35188;"";"";"Musée";"";"MONTAUBAN"
"musée d histoire et d archéologie";"59440";"non renseigne";"Archeologie";50.12356;3.924751;"";"";"Musée";"";"AVESNES-SUR-HELPE"
"Forum antique de Bavay";"59570";"forumantique.fr/";"Archeologie";50.284781;3.774369;"";"";"Musée";"";"BAVAY"
"musée de Flandre";"59670";"museedeflandre.fr/";"Arts décoratif";50.799755;2.48621;"";"";"Musée";"";"CASSEL"
"musée municipal";"59124";"escaudain.fr/index.php/culture-et-loisirs/associations-culturelles/85-musee";"Art";50.327784;3.343632;"";"";"Musée";"";"ESCAUDAIN"
"musée du dessin et de l estampe originale";"59820";"www.ville-gravelines.fr/expotemp/02-%20PAGE%20WEB/01Musee/Musee.html";"Art";50.992478;2.159542;"";"";"Musée";"";"GRAVELINES"
"musée de l hospice Comtesse";"59000";"mhc.lille.fr";"Arts décoratif";50.641053;3.06294;"";"";"Musée";"";"LILLE"
"MUba Eugène Leroy Tourcoing";"59200";"www.muba-tourcoing.fr/";"Art";50.724594;3.162878;"";"";"Musée";"";"TOURCOING"
"musée d ethnologie régionale";"62400";"www.bethune.fr/bethune-brille/lieux-culturels/musee-d-ethnologie-regionale-931.html";"Art";50.53621;2.648177;"";"";"Musée";"";"BETHUNE"
"musée de Boulogne-sur-Mer";"62200";"musee.ville-boulogne-sur-mer.fr/";"Archeologie";50.725617;1.616349;"";"";"Musée";"";"BOULOGNE-SUR-MER"
"musée Quentovic";"62810";"etaples-sur-mer.fr/culture/les-musees/musee-quentovic/";"Archeologie";50.513895;1.637621;"";"";"Musée";"";"ETAPLES-SUR-MER"
"musée du débarquement";"14390";"www.musee-arromanches.fr";"Histoire";49.339971;-0.62156;"";"";"Musée";"";"ARROMANCHES"
"Tapisserie de Bayeux - MAHB musée d art et d histoire baron Gérard";"14400";"www.bayeuxmuseum.com/";"Archeologie";49.27615187;-0.70306303;"";"";"Musée";"";"BAYEUX"
"musée Langlois";"14950";"non renseigne";"Histoire";49.263268;0.107383;"";"";"Musée";"";"BEAUMONT-EN-AUGE"
"musée des beaux-arts";"14000";"mba.caen.fr/";"Arts décoratif";49.18615123;-0.36122382;"";"";"Musée";"";"CAEN"
"musée de Normandie";"14000";"musee-de-normandie.caen.fr/";"Archeologie";49.18578;-0.36257;"";"";"Musée";"";"CAEN"
"musée de La Mine";"14330";"www.ville-molay-littry.fr/tourisme/musees/";"Sciences de la nature";49.243172;-0.877058;"";"";"Musée";"";"LE_MOLAY-LITTRY"
"musée du château";"14110";"chateaupontecoulant.wixsite.com/pontecoulant";"Arts décoratif";48.896128;-0.587689;"";"";"Musée";"";"PONTECOULANT"
"musée du Poiré";"50720";"www.parc-naturel-normandie-maine.fr/musee-du-poire-barenton.html";"Histoire";48.587979;-0.806137;"";"";"Musée";"";"BARENTON"
"musée de l Abbaye";"50680";"www.abbaye-cerisy.fr/";"Archeologie";49.19308;-0.936738;"";"";"Musée";"";"CERISY-LA-FORET"
"maison des templiers";"76490";"www.rives-en-seine.fr/pcu/maison-des-templiers/";"Archeologie";49.525351;0.725967;"";"";"Musée";"";"CAUDEBEC-EN-CAUX"
"Les Pêcheries. musée de Fécamp";"76400";"www.musee-fecamp.fr/";"Histoire";49.76175443;0.36807881;"";"";"Musée";"";"FECAMP"
"musée Mathon Durand";"76290";"www.neufchatelenbray.fr/vivre-a-neufchatel-en-bray/animations-culturelles/musee/";"Archeologie";49.730766;1.436734;"";"";"Musée";"";"NEUCHATEL-EN-BRAY"
"musée Dobrée";"44000";"grand-patrimoine.loire-atlantique.fr/jcms/navigation/les-sites-a-visiter/musee-dobree-a-nantes/musee-dobree-a-nantes-fr-p2_190870";"Archeologie";47.211788;-1.566123;"";"";"Musée";"";"NANTES"
"musée des beaux-arts et galerie David-d Angers";"49000";"musees.angers.fr/accueil/index.html";"Arts décoratif";47.469659;-0.555485;"";"";"Musée";"";"ANGERS"
"musée d Art et d Histoire";"49300";"www.cholet.fr/chaines/dossier_55_le+musee+art+histoire.html";"Histoire";47.058385;-0.882284;"";"";"Musée";"";"CHOLET"
"musée archéologique départemental";"53160";"museedejublains.fr/";"Histoire";48.255526;-0.496863;"";"";"Musée";"";"JUBLAINS"
"musée municipal";"85000";"www.larochesuryon.fr/musee/";"Archeologie";46.669265;-1.428828;"";"";"Musée";"";"LA_ROCHE-SUR-YON"
"musée Monseigneur Pigneau de Behaine";"02550";"non renseigne";"Histoire";49.896025;4.022381;"";"";"Musée";"";"ORIGNY-EN-THIERACHE"
"musée de la Thiérache";"02140";"www.tourisme-thierache.fr/fiche/detail/304/Mus%C3%A9e-de-la-Thi%C3%A9rache";"Archeologie";49.834696;3.907684;"";"";"Musée";"";"VERVINS"
"MUDO - musée de l Oise";"60000";"mudo.oise.fr/";"Archeologie";49.432788;2.080444;"";"";"Musée";"";"BEAUVAIS"
"musée d art et d archéologie";"60300";"musees.ville-senlis.fr/";"Archeologie";49.20653;2.585615;"";"";"Musée";"";"SENLIS"
"musée Danicourt";"71260";"ville-peronne.fr/fr/rb/810669/musee-alfred-danicourt";"Archeologie";49.93018667;2.93573074;"";"";"Musée";"";"PERONNE"
"musée ethnographique et archéologique du Donjon";"79000";"www.niortagglo.fr/sortir-visiter/patrimoine-et-musees/musee-du-donjon/index.html";"Arts décoratif";46.329091;-0.509253;"";"";"Musée";"";"NIORT"
"musée d art et d histoire Henri Barré";"79100";"thouarsetmoi.fr/ville-dhistoire/patrimoine-et-musee/";"Archeologie";46.973531;-0.217936;"";"";"Musée";"";"THOUARS"
"musée municipal de l’hôtel de Sully";"86100";"www.grand-chatellerault.fr/culture/le-grand-atelier-chatellerault";"Arts décoratif";46.81393;0.536238;"";"";"Musée";"";"CHATELLERAULT"
"musée Sainte-Croix";"86000";"www.poitiers.fr/c__231_977__Accueil_musee_Sainte_Croix.html";"Archeologie";46.581142;0.344434;"";"";"Musée";"";"POITIERS"
"musée de La Faïence";"04360";"www.moustiers.fr/fr/musee-faience";"Arts décoratif";43.846892;6.220175;"";"";"Musée";"";"MOUSTIERS-SAINTE-MARIE"
"musée d histoire locale";"06410";"www.biot.fr/culture/musees-et-art/les-musees/musee-dhistoire-de-ceramique-biotoises/";"Archeologie";43.627369;7.098469;"";"";"Musée";"";"BIOT"
"Le musée du Masque de fer et du Fort Royal";"06400";"www.cannes.com/fr/culture/musees-et-expositions/musee-du-masque-de-fer-et-du-fort-royal/a-voir-au-musee.html";"Archeologie";43.520419;7.044228;"";"";"Musée";"";"CANNES"
"musée des beaux-arts Jules Chéret";"06000";"www.nice.fr/fr/culture/musees-et-galeries/musee-des-beaux-arts";"Arts décoratif";43.69467563;7.2494705;"";"";"Musée";"";"NICE"
"musée archéologique de Cimiez";"06000";"www.nice.fr/fr/culture/musees-et-galeries/presentation-du-musee-archeologique-de-cimiez";"Archeologie";43.719221;7.275115;"";"";"Musée";"";"NICE"
"musée du palais Lascaris";"06000";"www.nice.fr/fr/culture/musees-et-galeries/palais-lascaris-le-palais";"Arts décoratif";43.697686;7.27733;"";"";"Musée";"";"NICE"
"musée du vieil Aix";"13080";"www.aixenprovence.fr/Musee-du-Vieil-Aix-1052";"Arts décoratif";43.530857;5.447432;"";"";"Musée";"";"AIX-EN-PROVENCE"
"musée Alphonse Daudet";"13990";"www.fontvieille.fr/patrimoine/";"Histoire";43.380746;5.679968;"";"";"Musée";"";"FONTVIEILLE"
"musée d archéologie méditerranéenne";"13190";"musees.marseille.fr/musee-darcheologie-mediterraneenne-mam";"Archeologie";43.300172;5.367602;"";"";"Musée";"";"MARSEILLE"
"musée d archéologie";"83600";"www.ville-frejus.fr/fr/decouvrir-et-sortir/histoire-et-patrimoine/musees-et-monuments/musee-archeologique/";"Archeologie";43.433569;6.736721;"";"";"Musée";"";"FREJUS"
"musée de l Annonciade";"83990";"www.saint-tropez.fr/?s=mus%C3%A9e+de+l%27annonciade";"Art";43.270865;6.637291;"";"";"Musée";"";"SAINT-TROPEZ"
"musée d’art de Toulon – M.A.T.";"83000";"toulon.fr/node/2416";"Archeologie";43.125971;5.927245;"";"";"Musée";"";"TOULON"
"musée de l hôtel-Dieu";"84300";"www.cavaillon.fr/le-musee-archeologique.html";"Archeologie";43.836985;5.037862;"";"";"Musée";"";"CAVAILLON"
"musée du vieux Pérouges";"01800";"non renseigne";"Archeologie";45.903299;5.179502;"";"";"Musée";"";"PEROUGES"
"musée du Bois";"01420";"non renseigne";"Arts décoratif";45.959038;5.831489;"";"";"Musée";"";"SEYSSEL"
"musée régional";"07140";"www.les-vans.fr/vivre-ici/structures-culturelles/musee/";"Archeologie";44.404332;4.131418;"";"";"Musée";"";"LES_VANS"
"musée du Rhône";"07300";"www.chateaumusee-tournon.com/";"Archeologie";45.067938;4.831838;"";"";"Musée";"";"TOURNON-SUR-RHONE"
"musée Dauphinois";"38000";"musees.isere.fr/musee/musee-dauphinois";"Archeologie";45.19518754;5.72694454;"";"";"Musée";"";"GRENOBLE"
"musée Hector Berlioz";"38260";"musees.isere.fr/musee/musee-hector-berlioz";"Histoire";45.393386;5.261189;"";"";"Musée";"";"LA_COTE-SAINT-ANDRE"
"musée Hébert";"38700";"musees.isere.fr/musee/musee-hebert";"Arts décoratif";45.205613;5.751334;"";"";"Musée";"";"LA_TRONCHE"
"musée du cloître Saint-André-le-Bas";"38200";"vienne.fr/nos-services/culture/les-musees/";"Archeologie";45.526967;4.873538;"";"";"Musée";"";"VIENNE"
"musée de Feurs";"42110";"www.feurs.org/culture";"Archeologie";45.744191;4.219803;"";"";"Musée";"";"FEURS"
"musée Joseph Déchelette";"42300";"www.museederoanne.fr/musee-des-beaux-arts-et-d-archeologie-joseph-dechelette-site-officiel-2017.html";"Archeologie";46.034953;4.069842;"";"";"Musée";"";"ROANNE"
"musée d Art Contemporain";"69550";"www.mac-lyon.com/fr";"Art";45.784864;4.852921;"";"";"Musée";"";"LYON"
"Lugdunum-musée et théâtres romains";"69480";"lugdunum.grandlyon.com/fr/";"Archeologie";45.760529;4.82004;"";"";"Musée";"";"LYON"
"musée des hospices civils de Lyon";"69790";"www.chu-lyon.fr/fr/musee-des-hcl";"Arts décoratif";45.760912;4.831492;"";"";"Musée";"";"LYON"
"musée du docteur Faure";"73100";"www.aixlesbains.fr/fre/culture/museefaure";"Arts décoratif";45.692157;5.915578;"";"";"Musée";"";"AIX-LES-BAINS"
"musée des beaux-arts";"73000";"www.chambery.fr/88-les-musees.htm";"Arts décoratif";45.567896;5.919306;"";"";"Musée";"";"CHAMBERY"
"musée de l académie de la Val d Isère";"73600";"academie.sup.fr/";"Archeologie";45.483424;6.532778;"";"";"Musée";"";"MOÛTIERS"
"musée des Vallées de Thônes";"74230";"www.mairie-thones.fr/fr/information/102186/espace-museal";"Histoire";45.881618;6.324161;"";"";"Musée";"";"THONES"
"musée Saint-John-Perse";"97110";"non renseigne";"Histoire";16.236416;-61.535945;"";"";"Musée";"";"POINTE-A-PITRE"
"musée d histoire et d ethnographie";"97200";"www.martinique.org/node/24376/PCUMAR972V5000OO/detail/fort-de-france/musee-regional-d-histoire-et-d-ethnographie?page=2";"Arts décoratif";14.606106;-61.065619;"";"";"Musée";"";"FORT-DE-FRANCE"
"muséum Agricole et industriel - Stella matutina";"97413";"museesreunion.fr/musee-stella-matutina/";"Histoire";-21.201257;55.296082;"";"";"Musée";"";"PITON-SAINT-LEU"
"maison de la magie";"41000";"www.maisondelamagie.fr/";"Sciences de la nature";47.586566;1.332917;"";"";"Musée";"";"BLOIS"
"musée départemental Georges de La Tour";"57630";"www.mosellepassion.fr/index.php/les-sites-moselle-passion/musee-georges-de-la-tour";"Archeologie";48.781787;6.531429;"";"";"Musée";"";"VIC-SUR-SEILLE"
"musée de la mine - carreau Wendel";"57540";"parc-explor.com/";"Arts décoratif";49.20684;6.848979;"";"";"Musée";"";"PETITE-ROSSELLE"
"musée Cernuschi. musée des arts de l’Asie de la ville de Paris";"75008";"www.cernuschi.paris.fr/";"Arts décoratif";48.879693;2.312194;"";"";"Musée";"";"PARIS"
"musée du maréchal Leclerc de Hautecloque et de la Libération de Paris - musée Jean Moulin";"75015";"www.museeliberation-leclerc-moulin.paris.fr/";"Histoire";48.840614;2.319773;"";"";"Musée";"";"PARIS"
"Historial de la Vendée";"85170";"www.sitesculturels.vendee.fr/Historial-de-Vendee";"Archeologie";46.859966;-1.492724;"";"";"Musée";"";"LES_LUCS-SUR-BOULOGNE"
"musée des Marais salants";"44740";"www.museedesmaraissalants.fr/accueil";"Histoire";47.278542;-2.478054;"";"";"Musée";"";"BATZ-SUR-MER"
"Écomusée de la région";"59132";"www.ecomusee-avesnois.fr/page/25";"Arts décoratif";50.059654;4.10348;"";"";"Musée";"";"TRELON"
"musée du liège et du bouchon";"47170";"ville-mezin.fr/sortir-decouvrir/culture/le-musee-du-liege.html";"Histoire";44.056939;0.256362;"";"";"Musée";"";"MEZIN"
"musée espace faïence de Malicorne";"72270";"musee-faience.fr/";"Arts décoratif";47.813698;-0.083896;"";"";"Musée";"";"MALICORNE-SUR-SARTHE"
"musée national du château de Compiègne";"60200";"chateaudecompiegne.fr/";"Arts décoratif";49.41943864;2.83149093;"";"";"Musée";"";"COMPIEGNE"
"musée national Magnin";"21000";"/musee-magnin.fr/";"Arts décoratif";47.320958;5.042189;"";"";"Musée";"";"DIJON"
"musée Jean-Jacques Henner";"75017";"www.musee-henner.fr/";"Art";48.883045;2.307689;"";"";"Musée";"";"PARIS"
"musée national de la maison Bonaparte";"20000";"musees-nationaux-malmaison.fr/musee-maisonbonaparte/";"Arts décoratif";41.917701;8.73795;"";"";"Musée";"";"AJACCIO"
"musée national de la Légion d honneur et des ordres de chevalerie";"75007";"www.legiondhonneur.fr/fr";"Histoire";48.860294;2.324768;"";"";"Musée";"";"PARIS"
"musée national de l éducation";"76000";"hwww.reseau-canope.fr/musee/";"Arts décoratif";49.441397;1.101667;"";"";"Musée";"";"ROUEN"
"musée des plans-reliefs";"75007";"www.museedesplansreliefs.culture.fr/";"Histoire";48.858219;2.312885;"";"";"Musée";"";"PARIS"
"musée d histoire naturelle";"80000";"www.amiens.fr/Vivre-a-Amiens/Culture-Patrimoine/Etablissements-culturels/Musee-de-Picardie/Museum-d-Histoire-naturelle";"Sciences de la nature";49.89079127;2.29625429;"";"";"Musée";"";"AMIENS"
"musée du château Charles VII";"18500";"www.ville-mehun-sur-yevre.fr/tourisme/cite-medievale/le-musee-charles-vii";"Arts décoratif";47.145214;2.21738;"";"";"Musée";"";"MEHUN-SUR-YEVRE"
"musée Saint-Vic";"18200";"www.ville-saint-amand-montrond.fr/le-musee-saint-vic-f-70.html";"Archeologie";46.720657;2.506654;"";"";"Musée";"";"SAINT-AMAND-MONTROND"
"musée Marcel Proust";"28120";"www.amisdeproust.fr/fr/musee";"Histoire";48.299696;1.243114;"";"";"Musée";"";"ILLIERS-COMBRAY"
"musée de l histoire du Perche";"28400";"www.ville-nogentlerotrou.fr/culture/le-chateau-des-comtes-du-perche/";"Histoire";48.324867;0.804249;"";"";"Musée";"";"NOGENT-LE-ROTROU"
"musée Bertrand";"36000";"www.chateauroux-metropole.fr/culture/musees-232.html";"Archeologie";46.813737;1.694262;"";"";"Musée";"";"CHATEAUROUX"
"musée de l hospice Saint-Roch";"36100";"www.museeissoudun.tv/";"Archeologie";46.945408;1.994379;"";"";"Musée";"";"ISSOUDUN"
"musée ornithologique";"36300";"www.parc-naturel-brenne.fr/visitez/les-incontournables/ecomusee-de-la-brenne";"Archeologie";46.627962;1.062835;"";"";"Musée";"";"LE_BLANC"
"musée Lansyer";"37600";"www.ville-loches.fr/maison-musee-lansyer-article-3-21-91.html";"Art";47.126829;0.997457;"";"";"Musée";"";"LOCHES"
"musée municipal";"37800";"www.sainte-maure-de-touraine.fr/editorial.php?id=130";"Histoire";47.111569;0.619769;"";"";"Musée";"";"SAINTE-MAURE-DE-TOURAINE"
"musée Gaston Couté";"45130";"www.meung-sur-loire.com/culture/402-musee.html?search_query=musee&results=5";"Archeologie";47.825556;1.694889;"";"";"Musée";"";"MEUNG-SUR-LOIRE"
"musée Girodet";"45200";"www.musee-girodet.fr/";"Arts décoratif";47.997528;2.737205;"";"";"Musée";"";"MONTARGIS"
"musée de l Ardenne";"08000";"www.charleville-mezieres.fr/le-musee-de-lardenne-1";"Arts décoratif";49.773836;4.721238;"";"";"Musée";"";"CHARLEVILLE-MEZIERES"
