"CP";"AMPLITUDE_HORAIRE";"NOM";"COMMUNE";"POPULATION";"SOUS_TYPE";"Type";"Url";"GCD";"NB_BENEVOLE";"NB_SALARIE";"SURFACE";"LATTI";"LONGI"
"30210";;"Bibliothèque de St Bonnet du Gard";"Saint-Bonnet-du-Gard";865;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;9;43.928546;4.544781
"18190";;"Bibliothèque";"Venesmes";833;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;30;46.839411;2.313069
"30190";;"Bibliothèque de Saint-Dézéry";"Saint-Dézéry";466;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;21;44.000943;4.267714
"30200";;"Bibliothèque de Saint-Gervais";"Saint-Gervais";777;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;50;44.18474;4.572865
"30350";;"Bibliothèque de Saint-Jean de Serres";"Saint-Jean-de-Serres";535;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;50;43.99364;4.069094
"30760";;"Bibliothèque de Saint-Julien de Peyrolas";"Saint-Julien-de-Peyrolas";1469;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;58;44.280078;4.572212
"30340";;"Médiathèque de Saint-Julien les Rosiers";"Saint-Julien-les-Rosiers";3463;"Bibliothèque municipale";"Bibliotheque";"";"";1;2;110;44.174566;4.104155
"65240";;"Bibliothèque";"Aulon";96;"Bibliothèque associative";"Bibliotheque";"";"";5;1;17;42.851354;0.286217
"30450";;"Bibliothèque de Sénéchas";"Sénéchas";248;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;50;44.3365;4.0072
"30140";;"Bibliothèque de Tornac";"Tornac";960;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;71;44.022796;3.997074
"19200";;"Relais de la Médiathèque de Haute Corrèze de Lignareix";"Lignareix";174;"Bibliothèque intercommunale";"Bibliotheque";"";"";1;1;236.2;45.6029;2.3045
"30440";;"Médiathèque de Sumène";"Sumène";1422;"Bibliothèque municipale";"Bibliotheque";"";"";8;1;156;43.979458;3.714795
"17500";;"Bibliothèque - Association Lire à Reaux";"Réaux sur Trèfle";810;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;28;45.476498;-0.382607
"62156";;"Bibliothèque municipale";"Boiry-Notre-Dame";450;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;42;50.27297;2.943108
"85210";;"espace culturel Joseph Martin";"Sainte-Hermine";3002;"Bibliothèque municipale";"Bibliotheque";"";"";15;1;60;46.555411;-1.058582
"81600";;"Médiathèque de Cadalen";"Cadalen";1574;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;3;128;43.836155;1.97322
"30260";;"Bibliothèque de Carnas";"Carnas";516;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;34;43.831387;3.988125
"72140";;"BIBLIOTHÈQUE - FONDATION SERGE ET ANDRÉE LE GROU";"Rouez";798;"Bibliothèque associative";"Bibliotheque";"";"";8;1;103;48.14002;-0.114576
"51300";;"Bibliothèque de Couvrot";"Couvrot";846;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;90;48.758935;4.579362
"08390";;"POINT-LECTURE DE SAUVILLE";"Sauville";243;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;33;49.556348;4.794534
"62120";;"Bibliothèque municipale";"Mametz";2036;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;96;50.634227;2.320589
"38270";;"Médiathèque de Lentiol";"Lentiol";242;"Bibliothèque associative";"Bibliotheque";"";"";9;0;47;45.299198;5.113093
"74600";;"Bibliothèque associative La Bouquinerie";"Annecy";134101;"Bibliothèque municipale";"Bibliotheque";"";"";15;1;100;45.946651;6.122276
"14250";;"Bibliothèque intercommunale de Tilly-sur-Seulles";"Tilly-sur-Seulles";1765;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;2;82;49.174247;-0.625126
"02200";;"Bibliothèque Tournelapage";"Noyant-et-Aconin";500;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;60;49.333396;3.328109
"54550";;"Médiathèque";"Bainville-sur-Madon";1445;"Bibliothèque intercommunale";"Bibliotheque";"";"";5;0;70;48.586618;6.092944
"53410";;"LAVAL AGGLO Médiathèque de Port Brillet";"Port-Brillet";1826;"Bibliothèque municipale";"Bibliotheque";"";"";9;1;150;48.111404;-0.971038
"39110";;"Fonds ancien Salins";"Salins-les-Bains";2700;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;436;46.938499;5.878412
"83000";;"Médiathèque Chalucet";"Toulon";180641;"Bibliothèque municipale";"Bibliotheque";"";"";0;34;4836;43.136247;5.933602
"77200";;"Service Hors les Murs";"Torcy";22134;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;3;236.2;48.851279;2.636083
"54700";;"Bibliothèque";"Jezainville";1004;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;80;48.871025;6.039592
"14570";;"Bibliothèque municipale";"Clécy";1320;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;102;48.917086;-0.482258
"68390";;"Point lecture de Baldersheim";"Baldersheim";2715;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;16;47.802269;7.378266
"61430";;"Médiathèque d Athis de l Orne";"Athis-Val de Rouvre";4302;"Bibliothèque municipale";"Bibliotheque";"";"";20;1;303;48.80937;-0.498629
"85710";;"Bibliothèque municipale de La Garnache";"La Garnache";5214;"Bibliothèque municipale";"Bibliotheque";"";"";15;0;236.2;46.890507;-1.831227
"58190";;"Antenne d Asnois";"Asnois";144;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;80;47.398023;3.598331
"58300";;"Antenne de Saint Germain Chassenay";"Saint-Germain-Chassenay";320;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;20;46.777001;3.393348
"44770";;"Bibliothèque de Préfailles";"Préfailles";1264;"Bibliothèque municipale";"Bibliotheque";"";"";22;0;133;47.128927;-2.213173
"58300";;"Médiathèque municipale de Sougy sur Loire";"Sougy-sur-Loire";614;"Bibliothèque municipale";"Bibliotheque";"";"";1;1;105;46.855328;3.391188
"83390";;"Bibliothèque municipale";"Cuers";12101;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;356;43.236337;6.072784
"83420";;"Bibliothèque municipale";"La Croix-Valmer";3875;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;214;43.207335;6.568305
"42140";;"Bibliothèque municipale";"Grammond";912;"Bibliothèque municipale";"Bibliotheque";"";"";15;0;68;45.565879;4.43981
"43130";;"Bibliothèque municipale";"Solignac-sous-Roche";270;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;30;45.251593;3.997449
"58360";;"Antenne de Semelay";"Sémelay";224;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;15;46.851806;3.850673
"58260";;"Antenne de Trois-Vèsvre";"Trois-Vèvres";244;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;40;46.911435;3.417949
"80260";;"Médiathèque de Cardonnette";"Cardonnette";545;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;1;88;49.951255;2.357876
"31180";;"Médiathèque La Cedraie";"Rouffiac-Tolosan";1972;"Bibliothèque municipale";"Bibliotheque";"";"";5;2;231;43.664152;1.524991
"31320";;"Bibliothèque de Vieille-Toulouse";"Vieille-Toulouse";1205;"Bibliothèque municipale";"Bibliotheque";"";"";1;1;72;43.527625;1.436877
"78000";;"Bibliothèque Centrale";"Versailles";86846;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;31;6194;48.80211;2.120956
"52130";;"Mediatheque Val de Blaise";"Wassy";2929;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;4;450;48.498206;4.949427
"53810";;"LAVAL AGGLO Mediatheque de Changé";"Changé";6407;"Bibliothèque municipale";"Bibliotheque";"";"";12;3;420;48.098783;-0.792499
"53110";;"Médiathèque de Lassay-les-Châteaux / CC Mayenne";"Lassay-les-Châteaux";2292;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;2;240;48.43647;-0.495277
"54360";;"MEDIATHEQUE L EAU VIVE";"Blainville-sur-l Eau";4019;"Bibliothèque municipale";"Bibliotheque";"";"";6;4;300;48.556449;6.405401
"54590";;"Bibliotheque Municipale";"Hussigny-Godbrange";3758;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;202;49.493424;5.869557
"54240";;"Médiatheque";"Joeuf";6623;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;827;49.228332;6.018064
"54460";;"Mediatheque Eugene Corbin";"Liverdun";5936;"Bibliothèque municipale";"Bibliotheque";"";"";5;4;200;48.751506;6.062268
"54490";;"Bibliotheque Municipale";"Piennes";2567;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;140;49.308337;5.78257
"54200";;"Mediatheque";"Toul";15898;"Bibliothèque municipale";"Bibliotheque";"";"";0;10;1813;48.672826;5.89403
"56150";;"Médiathèque Municipale";"Baud";6426;"Bibliothèque municipale";"Bibliotheque";"";"";13;5;517;47.875277;-3.016862
"56620";;"Médiathèque Municipale";"Cléguer";3359;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;210;47.854365;-3.385157
"56590";;"Mediatheque Municipale";"Groix";2287;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;220;47.642077;-3.45168
"56160";;"Bibliotheque Municipale";"Guémené-sur-Scorff";1077;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;125;48.067973;-3.204976
"56150";;"Mediatheque Municipale";"Guénin";1859;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;300;47.90865;-2.980188
"56560";;"Médiathèque Municipale";"Guiscriff";2143;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;472;48.048593;-3.645485
"56650";;"Mediatheque Municipale";"Inzinzac-Lochrist";6683;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;596;47.822306;-3.258574
"56490";;"Bibliotheque Municipale";"Mohon";990;"Bibliothèque municipale";"Bibliotheque";"";"";13;0;100;48.052763;-2.526035
"56500";;"Bibliotheque Municipale";"Réguiny";2016;"Bibliothèque municipale";"Bibliotheque";"";"";12;1;169;47.97643;-2.745571
"56110";;"Bibliotheque Municipale";"Roudouallec";719;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;120;48.126275;-3.718986
"56130";;"Bibliotheque Municipale";"Saint-Dolay";2581;"Bibliothèque municipale";"Bibliotheque";"";"";5;2;148;47.545281;-2.153904
"56730";;"Médiathèque Intercommunale Yvon Mauffret";"Saint-Gildas-de-Rhuys";1555;"Bibliothèque municipale";"Bibliotheque";"";"";12;2;196;47.500341;-2.839873
"57440";;"Bibliothèque municipale";"Algrange";6176;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;239;49.363155;6.049987
"57865";;"Bibliothèque municipale Raymond Humbert";"Amanvillers";2121;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;75;49.167023;6.04151
"57130";;"Bibliothèque municipale";"Ars-sur-Moselle";4757;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;93;49.07794;6.076794
"57300";;"Bibliothèque municipale";"Ay-sur-Moselle";1500;"Bibliothèque municipale";"Bibliotheque";"";"";7;1;135;49.241764;6.205734
"57530";;"Bibliothèque municipale";"Courcelles-Chaussy";3331;"Bibliothèque municipale";"Bibliotheque";"";"";11;1;100;49.108108;6.405727
"57970";;"Bibliothèque municipale";"Elzange";713;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;80;49.363078;6.285044
"57380";;"Médiathèque municipale Les Halles";"Faulquemont";5238;"Bibliothèque municipale";"Bibliotheque";"";"";14;2;650;49.04047;6.598834
"57410";;"Bibliothèque municipale Marcel Pagnol";"Gros-Réderching";1390;"Bibliothèque municipale";"Bibliotheque";"";"";1;1;90;49.067737;7.216874
"57300";;"Bibliothèque municipale";"Hagondange";9392;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;300;49.252089;6.166265
"57400";;"Bibliothèque municipale";"Hilbesheim";639;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;33;48.777703;7.098013
"57535";;"Bibliothèque municipale";"Marange-Silvange";6515;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;300;49.214605;6.114658
"57530";;"Bibliothèque municipale";"Pange";892;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;60;49.083349;6.349641
"57410";;"Bibliothèque municipale";"Rahling";756;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;62;48.991368;7.215169
"57570";;"Bibliothèque municipale";"Rodemack";1297;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;20;49.468192;6.233864
"57525";;"Médiathèque municipale";"Talange";7968;"Bibliothèque municipale";"Bibliotheque";"";"";5;2;126;49.237068;6.169787
"57185";;"Bibliothèque municipale";"Vitry-sur-Orne";3056;"Bibliothèque municipale";"Bibliotheque";"";"";2;1;90;49.2688;6.106002
"58600";;"Médiathèque Municipale Alexandre Breffort de Fourchambault";"Fourchambault";4178;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;307;47.018748;3.083292
"59580";;"Médiathèque Municipale Norbert-Ségard";"Aniche";10168;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;211;50.330482;3.251254
"59112";;"MEDIATHEQUE FRANCOIS MITTERRAND d ANNOEULLIN";"Annoeullin";10583;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;7;1300;50.531338;2.938099
"59123";;"Médiathèque ludothèque Jacques Duquesne de Bray-Dunes";"Bray-Dunes";4540;"Bibliothèque municipale";"Bibliotheque";"";"";1;5;635;51.070155;2.517909
"59160";;"Bibliotheque Municipale de Capinghem";"Capinghem";2567;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;57;50.645023;2.965942
"59630";;"Mediatheque Municipale de Cappelle-Brouck";"Cappelle-Brouck";1170;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;227;50.90313;2.221275
"59112";;"MEDIATHEQUE SAINT EXUPERY de Carnin";"Carnin";1052;"Bibliothèque intercommunale";"Bibliotheque";"";"";3;1;210;50.518037;2.95991
"59610";;"Médiathèque Antoon Krings de Fourmies";"Fourmies";11754;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;1152;50.016335;4.048042
"59320";;"Bibliotheque Municipale Haubourdin";"Haubourdin";14840;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;1090;50.610289;2.989824
"59495";;"Bibliotheque Municipale Leffrinckoucke";"Leffrinckoucke";4304;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;384;51.0506;2.436886
"59279";;"Mediatheque Municipale de Loon-Plage";"Loon-Plage";6161;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;800;50.99604;2.223416
"59390";;"BIBLIOTHEQUE MUNICIPALE DE LYS-LEZ-LANNOY";"Lys-lez-Lannoy";13794;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;700;50.674433;3.210884
"59283";;"Médiathèque de Moncheaux";"Moncheaux";1651;"Bibliothèque municipale";"Bibliotheque";"";"";2;2;282;50.454037;3.081008
"59370";;"Bibliotheque municipale de Mons-en-Baroeul";"Mons-en-Baroeul";21415;"Bibliothèque municipale";"Bibliotheque";"";"";0;8;1140;50.644838;3.120092
"59246";;"Médiathèque Municipale de Mons-en-Pévèle";"Mons-en-Pévèle";2152;"Bibliothèque municipale";"Bibliotheque";"";"";1;1;150;50.478799;3.101738
"59310";;"Bibliothèque Municipale d Orchies";"Orchies";8778;"Bibliothèque municipale";"Bibliotheque";"";"";1;3;150;50.47247;3.243504
"59530";;"Bibliotheque Municipale Le Quesnoy";"Le Quesnoy";4990;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;200;50.248434;3.638313
"59113";;"Bibliothèque Municipale Jacques Estager de Seclin";"Seclin";12557;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;577;50.550554;3.031739
"59232";;"Bibliotheque Municipale de Vieux-Berquin";"Vieux-Berquin";2554;"Bibliothèque municipale";"Bibliotheque";"";"";6;1;401;50.694549;2.643917
"59144";;"Bibliotheque Municipale de Wargnies-le-Grand";"Wargnies-le-Grand";1125;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;100;50.307297;3.661917
"59290";;"Bibliothèque Van der Meersch de Wasquehal";"Wasquehal";21092;"Bibliothèque municipale";"Bibliotheque";"";"";0;7;306;50.671899;3.127323
"59119";;"Bibliotheque Municipale Louis Aragon";"Waziers";7471;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;430;50.385198;3.107666
"59470";;"Mediatheque Municipale de Wormhout";"Wormhout";5755;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;890;50.883187;2.469093
"60120";;"Médiathèque Municipale De Breteuil";"Breteuil";4336;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;150;49.632681;2.295806
"60290";;"Médiathèque Municipale";"Cauffry";2646;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;131;49.321994;2.44237
"60500";;"Mediatheque Municipale";"Chantilly";11178;"Bibliothèque municipale";"Bibliotheque";"";"";2;8;1070;49.193324;2.466788
"60610";;"Espace Culturel Marcel Hervé";"Lacroix-Saint-Ouen";5054;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;200;49.354944;2.786465
"60280";;"Médiathèque Jean Moulin";"Margny-lès-Compiègne";8853;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;1000;49.422735;2.810539
"60290";;"Bibliotheque Municipale";"Monchy-Saint-Éloi";2220;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;180;49.290839;2.462395
"60440";;"Médiathèque du Château";"Nanteuil-le-Haudouin";4262;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;400;49.141483;2.808755
"60170";;"Médiathèque Municipale ROLAND FLORIAN";"Ribécourt-Dreslincourt";3879;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;380;49.507164;2.925396
"60130";;"Mediatheque Municipale";"Saint-Just-en-Chaussée";6101;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;657;49.505727;2.436618
"60340";;"Mediatheque  Municipale";"Saint-Leu-d Esserent";4777;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;200;49.217308;2.420338
"60740";;"Bibliothèque multimédia";"Saint-Maximin";2962;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;220;49.222664;2.443009
"60170";;"Bibliotheque Municipale Tracy-Le-Mont";"Tracy-le-Mont";1774;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;320;49.477623;3.006362
"60550";;"Bibliotheque Municipale";"Verneuil-en-Halatte";4822;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;200;49.274089;2.516945
"60870";;"Bibliotheque Municipale Colette";"Villers-Saint-Paul";6498;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;450;49.288068;2.481313
"60500";;"Bibliothèque Municipale";"Vineuil-Saint-Firmin";1452;"Bibliothèque municipale";"Bibliotheque";"";"";2;2;203;49.200639;2.492949
"61200";;"Médiathèque François Mitterrand";"Argentan";13748;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;26;2690;48.744623;-0.013292
"61110";;"Bibliotheque Municipale";"Bretoncelles";1509;"Bibliothèque municipale";"Bibliotheque";"";"";6;1;175;48.430903;0.887345
"61700";;"Mediathèque de Domfront En Poiraie";"Domfront en Poiraie";4320;"Bibliothèque municipale";"Bibliotheque";"";"";6;3;456;48.59316;-0.648917
"61270";;"Municipale de Rai";"Rai";1436;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;223;48.750327;0.575899
"61260";;"Médiathèque-Ludothèque des Collines du Perche normand";"Val-au-Perche";3505;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;3;305;48.264551;0.690193
"62260";;"Bibliothèque municipale";"Auchel";10316;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;250;50.502063;2.476063
"62660";;"Médiathèque municipale";"Beuvry";9379;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;890;50.522761;2.681216
"62138";;"Bibliothèque municipale";"Billy-Berclau";4925;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;397;50.518461;2.865257
"62220";;"Médiathèque municipale";"Carvin";17660;"Bibliothèque municipale";"Bibliotheque";"";"";6;12;1500;50.491255;2.953449
"62320";;"Médiathèque municipale";"Drocourt";2938;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;180;50.397962;2.936236
"62300";;"Médiathèque municipale";"Éleu-dit-Leauwette";2871;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;500;50.421609;2.819537
"62630";;"Médiathèque municipale";"Étaples";11025;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;420;50.517195;1.633666
"62740";;"Bibliothèque municipale";"Fouquières-lès-Lens";6472;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;424;50.429247;2.912293
"62840";;"Bibliothèque municipale";"Laventie";5062;"Bibliothèque municipale";"Bibliotheque";"";"";5;2;243;50.627789;2.771473
"62800";;"Bibliothèque municipale";"Liévin";30475;"Bibliothèque municipale";"Bibliotheque";"";"";0;11;1000;50.419224;2.777658
"62120";;"Bibliothèque municipale";"Racquinghem";2265;"Bibliothèque municipale";"Bibliotheque";"";"";9;1;65;50.692984;2.355664
"62126";;"Médiathèque municipale";"Wimille";4067;"Bibliothèque municipale";"Bibliotheque";"";"";1;4;321;50.76393;1.631354
"63670";;"Bibliotheque Municipale";"Orcet";2796;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;140;45.703285;3.169118
"63670";;"BIBLIOTHEQUE MUNICIPALE";"La Roche-Blanche";3550;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;256;45.700247;3.127125
"63300";;"Mediatheque Municipale";"Thiers";12152;"Bibliothèque municipale";"Bibliotheque";"";"";0;7;236.2;45.8547;3.548822
"64260";;"Médiathèque les Arcades";"Arudy";2285;"Bibliothèque municipale";"Bibliotheque";"";"";5;1;220;43.105628;-0.428203
"64410";;"Bibliothèque d Arzacq";"Arzacq-Arraziguet";1078;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;140;43.536932;-0.412362
"64360";;"Bibliothèque de Monein";"Monein";4540;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;3;460;43.319436;-0.579926
"64121";;"Bibliothèque de Serres-Castet";"Serres-Castet";4474;"Bibliothèque municipale";"Bibliotheque";"";"";2;2;150;43.376507;-0.376226
"64500";;"Médiathèque municipale";"Saint-Jean-de-Luz";14618;"Bibliothèque municipale";"Bibliotheque";"";"";0;11;1059;43.387288;-1.663272
"66340";;"Bibliotheque Municipale";"Palau-de-Cerdagne";427;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;25;42.415198;1.969585
"67120";;"Bibliothèque de Dorlisheim";"Dorlisheim";2645;"Bibliothèque municipale";"Bibliotheque";"";"";21;0;132;48.524332;7.490195
"67201";;"Bibliothèque d Eckbolsheim";"Eckbolsheim";7113;"Bibliothèque municipale";"Bibliotheque";"";"";5;3;200;48.57903;7.687534
"67320";;"Point lecture d Eschbourg";"Eschbourg";477;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;60;48.819922;7.276988
"67240";;"Bibliothèque de Gries";"Gries";2908;"Bibliothèque municipale";"Bibliotheque";"";"";13;1;250;48.753453;7.814116
"67810";;"Médiathèque de Holtzheim";"Holtzheim";3733;"Bibliothèque municipale";"Bibliotheque";"";"";15;2;305;48.55728;7.643204
"67400";;"Médiatheque SUD - Illkirch";"Illkirch-Graffenstaden";27389;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;15;2134;48.531064;7.70908
"67840";;"Bibliothèque de Kilstett";"Kilstett";2550;"Bibliothèque municipale";"Bibliotheque";"";"";14;1;211;48.674116;7.853636
"67510";;"Bibliothèque de Lembach";"Lembach";1590;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;80;49.003739;7.789946
"67580";;"Bibliothèque de Mertzwiller";"Mertzwiller";3403;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;300;48.865382;7.685117
"67210";;"Médiathèque Municipale d Obernai";"Obernai";12221;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;1000;48.462264;7.479142
"67117";;"Bibliothèque de Quatzenheim";"Quatzenheim";800;"Bibliothèque intercommunale";"Bibliotheque";"";"";8;0;70;48.626178;7.574384
"67130";;"Médiathèque de Schirmeck";"Schirmeck";2198;"Bibliothèque municipale";"Bibliotheque";"";"";7;2;185;48.480374;7.216453
"67120";;"Bibliothèque de Soultz-les-Bains";"Soultz-les-Bains";979;"Bibliothèque municipale";"Bibliotheque";"";"";13;0;104;48.57186;7.485021
"67700";;"Point lecture de Saint-Jean-Saverne";"Saint-Jean-Saverne";546;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;55;48.770975;7.361784
"67140";;"Bibliothèque de Stotzheim";"Stotzheim";1103;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;71;48.378774;7.48823
"67440";;"Point lecture de Thal-Marmoutier";"Thal-Marmoutier";830;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;102;48.702487;7.352079
"67370";;"Bibliothèque de Willgottheim";"Willgottheim";1106;"Bibliothèque intercommunale";"Bibliotheque";"";"";13;0;75;48.673722;7.509003
"67130";;"Bibliothèque de Wisches";"Wisches";2118;"Bibliothèque municipale";"Bibliotheque";"";"";12;2;292;48.497983;7.251741
"68490";;"Médiathèque de Bantzenheim";"Bantzenheim";1627;"Bibliothèque municipale";"Bibliotheque";"";"";1;3;260;47.824612;7.514956
"68730";;"Bibliothèque-Médiathèque de Blotzheim";"Blotzheim";4777;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;354;47.600324;7.495005
"68720";;"Bibliothèque de Flaxlanden";"Flaxlanden";1486;"Bibliothèque municipale";"Bibliotheque";"";"";18;0;60;47.695351;7.3144
"68500";;"Médiathèque de Guebwiller";"Guebwiller";11325;"Bibliothèque municipale";"Bibliotheque";"";"";0;5;1141;47.906027;7.213521
"68460";;"Bibliothèque de Lutterbach";"Lutterbach";6345;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;100;47.760512;7.281904
"68370";;"Médiathèque d Orbey";"Orbey";3533;"Bibliothèque municipale";"Bibliotheque";"";"";4;2;300;48.126358;7.162091
"68120";;"Médiathèque de Pfastatt";"Pfastatt";9854;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;580;47.771568;7.305549
"68400";;"Médiathèque de Riedisheim";"Riedisheim";12846;"Bibliothèque municipale";"Bibliotheque";"";"";2;5;427;47.747327;7.366606
"68360";;"Médiathèque de Soultz-Haut-Rhin";"Soultz-Haut-Rhin";7182;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;589;47.886511;7.230553
"68920";;"Bibliotheque de Wettolsheim";"Wettolsheim";1809;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;100;48.057955;7.299819
"69530";;"Mediatheque Municipale";"Brignais";12272;"Bibliothèque municipale";"Bibliotheque";"";"";0;13;1050;45.677637;4.738058
"69126";;"Mediatheque Municipale";"Brindas";6589;"Bibliothèque municipale";"Bibliotheque";"";"";7;4;650;45.720844;4.695314
"69270";;"Médiathèque Jean FUSARO";"Cailloux-sur-Fontaines";2957;"Bibliothèque municipale";"Bibliotheque";"";"";8;2;169;45.852121;4.872838
"69970";;"Bibliotheque Municipale Marcel Pagnol";"Chaponnay";4422;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;149;45.62735;4.935841
"69380";;"Médiathèque de Chasselay";"Chasselay";2856;"Bibliothèque municipale";"Bibliotheque";"";"";27;1;500;45.873089;4.771151
"69660";;"Médiathèque Municipale";"Collonges-au-Mont-d Or";4401;"Bibliothèque municipale";"Bibliotheque";"";"";12;4;350;45.822461;4.839844
"69690";;"Bibliotheque Courz Y Lire";"Courzieu";1189;"Bibliothèque municipale";"Bibliotheque";"";"";11;1;135;45.742399;4.570267
