"CP";"AMPLITUDE_HORAIRE";"NOM";"COMMUNE";"POPULATION";"SOUS_TYPE";"Type";"Url";"GCD";"NB_BENEVOLE";"NB_SALARIE";"SURFACE";"LATTI";"LONGI"
"01240";;"Bibliothèque Municipale";"Dompierre-sur-Veyle";1201;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;150;46.071034;5.204988
"01160";;"Bibliotheque de la source";"Druillat";1173;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;35;46.060356;5.318284
"01170";;"Bibliothèque Municipale";"Échenevex";2189;"Bibliothèque municipale";"Bibliotheque";"";"";5;2;130;46.308134;6.034577
"01250";;"Bibliotheque Municipale";"Journans";364;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;26;46.144502;5.331035
"01150";;"Bibliothèque municipale de Lagnieu";"Lagnieu";7308;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;200;45.902877;5.347609
"01410";;"Culture Pour Tous";"Lélex";232;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;25;46.304865;5.944219
"01340";;"Bibliotheque Municipale";"Malafretaz";1259;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;55;46.323288;5.146274
"01340";;"Bibliothèque municipale";"Marsonnas";1040;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;30;46.340119;5.071706
"01250";;"Bibliotheque Municipale";"Bohas-Meyriat-Rignat";964;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;48;46.129209;5.395723
"01160";;"Bibliotheque Municipale";"Neuville-sur-Ain";1827;"Bibliothèque municipale";"Bibliotheque";"";"";15;0;100;46.081468;5.371869
"01450";;"Bibliotheque Anne De Chypre";"Poncin";1735;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;110;46.085179;5.410765
"01750";;"Bibliotheque Municipale";"Replonges";3882;"Bibliothèque municipale";"Bibliotheque";"";"";14;0;140;46.310207;4.885769
"01800";;"Bibliothèque municipale";"Rignieux-le-Franc";1050;"Bibliothèque municipale";"Bibliotheque";"";"";11;0;36;45.940487;5.188888
"01500";;"Bibliotheque Sandenienne";"Saint-Denis-en-Bugey";2300;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;53;45.953072;5.329902
"01600";;"Bibliothèque municipale Marc Bloch";"Saint-Didier-de-Formans";2098;"Bibliothèque municipale";"Bibliotheque";"";"";21;0;70;45.956195;4.779417
"01800";;"Bibliothèque  de Saint-Eloi";"Saint-Éloi";508;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;55;45.931379;5.146354
"01370";;"Médiathèque municipale de la Fontaine";"Saint-Étienne-du-Bois";2582;"Bibliothèque municipale";"Bibliotheque";"";"";9;3;260;46.2875;5.294011
"01130";;"Bibliothèque Municipale";"Saint-Germain-de-Joux";509;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;55;46.179188;5.737347
"01630";;"Bibliothèque Lecture Pour Tous";"Saint-Jean-de-Gonville";1943;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;236.2;46.211646;5.95118
"01430";;"Bibliothèque Municipale";"Saint-Martin-du-Frêne";1053;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;98;46.138645;5.552352
"01800";;"Bibliothèque municipale";"Saint-Maurice-de-Gourdans";2699;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;90;45.822167;5.193957
"02810";;"Bibliotheque Lire En Orxois";"Chézy-en-Orxois";405;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;50;49.123788;3.182195
"07340";;"Bibliothèque municipale";"Andance";1228;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;90;45.241305;4.799838
"07240";;"Bibliothèque municipale";"Chalencon";343;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;28;44.877966;4.574209
"07800";;"Bibliothèque municipale";"Charmes-sur-Rhône";3053;"Bibliothèque municipale";"Bibliotheque";"";"";4;2;140;44.867576;4.831717
"07340";;"Bibliothèque municipale";"Charnas";931;"Bibliothèque intercommunale";"Bibliotheque";"";"";11;0;110;45.34561;4.715152
"07430";;"Médiathèque municipale";"Davézieux";3255;"Bibliothèque intercommunale";"Bibliotheque";"";"";5;2;260;45.25411;4.70707
"07370";;"Bibliothèque municipale";"Eclassan";1065;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;70;45.155669;4.759609
"07000";;"Bibliothèque municipale";"Gourdon";85;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;12;44.739928;4.444962
"07600";;"Bibliothèque municipale";"Labastide-sur-Bésorgues";255;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;40;44.755346;4.299002
"07170";;"Bibliothèque municipale";"Lussas";1181;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;75;44.610551;4.47314
"07330";;"Bibliothèque municipale";"Mayres";271;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;64;44.671769;4.112033
"07380";;"Bibliothèque municipale";"Prades";1217;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;20;44.637178;4.312025
"07600";;"Bibliothèque municipale";"Saint-Andéol-de-Vals";530;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;40;44.691965;4.401372
"07300";;"Bibliothèque municipale";"Saint-Barthélemy-le-Plain";854;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;35;45.054626;4.746927
"07200";;"Bibliothèque municipale";"Saint-Didier-sous-Aubenas";951;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;35;44.608666;4.413674
"07200";;"Bibliothèque municipale";"Saint-Étienne-de-Boulogne";427;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;40;44.701546;4.458723
"07590";;"Bibliothèque municipale";"Saint-Étienne-de-Lugdarès";422;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;20;44.655468;3.960533
"07510";;"Bibliothèque municipale";"Sainte-Eulalie";219;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;25;44.825996;4.193426
"07580";;"Bibliothèque municipale";"Saint-Jean-le-Centenier";854;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;16;44.591255;4.535646
"07190";;"Bibliothèque municipale";"Saint-Julien-du-Gua";178;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;25;44.7708;4.449
"07200";;"Bibliothèque municipale";"Saint-Julien-du-Serre";891;"Bibliothèque municipale";"Bibliotheque";"";"";11;0;50;44.657552;4.410091
"07700";;"Bibliothèque municipale";"Saint-Just-d Ardèche";1725;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;80;44.303855;4.613497
"07160";;"Bibliothèque municipale";"Saint-Michel-d Aurance";286;"Bibliothèque intercommunale";"Bibliotheque";"";"";3;0;25;44.902072;4.460174
"07200";;"Bibliothèque municipale";"Saint-Privat";1746;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;40;44.62935;4.410089
"07210";;"Bibliothèque intercommunale";"Saint-Symphorien-sous-Chomérac";808;"Bibliothèque intercommunale";"Bibliotheque";"";"";5;0;50;44.71875;4.704696
"07130";;"Bibliothèque municipale Les Vers à soi";"Toulaud";1761;"Bibliothèque municipale";"Bibliotheque";"";"";12;1;170;44.897678;4.820397
"07150";;"Bibliothèque municipale";"Vagnas";601;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;60;44.366907;4.366737
"07600";;"Bibliothèque municipale";"Vals-les-Bains";3595;"Bibliothèque municipale";"Bibliotheque";"";"";4;1;100;44.666677;4.362835
"07400";;"Bibliothèque intercommunale";"Valvignères";460;"Bibliothèque intercommunale";"Bibliotheque";"";"";4;1;25;44.524246;4.589142
"07110";;"Bibliothèque municipale";"Vinezac";1441;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;60;44.539452;4.324609
"07200";;"Bibliothèque municipale";"Vogüé";1122;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;110;44.538877;4.418343
"22300";;"Bibliotheque de Caouennec Lanvezeac";"Caouënnec-Lanvézéac";910;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;80;48.707121;-3.376725
"22230";;"Bibliothèque de Gomené";"Gomené";554;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;35;48.173722;-2.486285
"22450";;"Bibliothèque de Langoat";"Langoat";1158;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;80;48.750838;-3.281071
"22610";;"Bibliothèque de Pleubian";"Pleubian";2340;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;90;48.838657;-3.143562
"22410";;"Bibliotheque de Plourhan";"Plourhan";2030;"Bibliothèque municipale";"Bibliotheque";"";"";4;1;120;48.629637;-2.869357
"22310";;"Béatrice André";"Plufur";543;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;43;48.607475;-3.57531
"22210";;"Bibliothèque Plumieux";"Plumieux";1054;"Bibliothèque municipale";"Bibliotheque";"";"";13;0;70;48.103922;-2.584998
"22450";;"Bibliothèque La Roche Derrien";"La Roche-Jaudy";3289;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;50;48.746085;-3.261949
"22800";;"Plaisir De Lire";"Saint-Donan";1489;"Bibliothèque municipale";"Bibliotheque";"";"";11;0;80;48.463477;-2.884353
"22320";;"Bibliotheque St-Mayeux";"Saint-Mayeux";480;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;30;48.255551;-3.005743
"22490";;"Bibliothèque de Tréméreuc";"Tréméreuc";739;"Bibliothèque municipale";"Bibliotheque";"";"";9;0;110;48.559454;-2.065941
"24560";;"Agence Postale/Bibliothèque Bouniagues";"Bouniagues";629;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;50;44.75876;0.527484
"24250";;"Bibliothèque";"Daglan";548;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;30;44.746398;1.190291
"24140";;"Bibliothèque de Jaure";"Jaure";173;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;10;45.053771;0.552229
"29770";;"Bibliothèque Lecture et Loisirs";"Audierne";3758;"Bibliothèque municipale";"Bibliotheque";"";"";18;0;140;48.024393;-4.560501
"29710";;"Bibliotheque Municipale";"Gourlizon";923;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;70;48.019481;-4.26235
"29710";;"Trésors des livres";"Landudec";1519;"Bibliothèque municipale";"Bibliotheque";"";"";16;1;103;48.001324;-4.33999
"29550";;"Bibliothèque Municipale";"Ploéven";526;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;55;48.157366;-4.233347
"29720";;"Médi@thèque De Plonéour-Lanvern";"Plonéour-Lanvern";6410;"Bibliothèque municipale";"Bibliotheque";"";"";12;2;223;47.903154;-4.28457
"29420";;"Médiathèque de Plouvorn";"Plouvorn";2934;"Bibliothèque intercommunale";"Bibliotheque";"";"";17;1;210;48.578667;-4.036718
"29770";;"Bibliotheque  Municipale";"Primelin";673;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;73;48.026962;-4.62028
"29270";;"la p tite Médiathèque";"Saint-Hernin";772;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;55;48.215559;-3.612475
"33980";;"Médiathèque";"Audenge";8801;"Bibliothèque municipale";"Bibliotheque";"";"";5;5;200;44.684152;-1.014262
"33880";;"Bibliothèque Municipale de Baurech";"Baurech";926;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;34;44.725343;-0.438533
"33820";;"Médiathèque Municipale";"Braud-et-Saint-Louis";1564;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;106;45.245433;-0.626599
"33390";;"Bibliotheque Municipale De Cartelegue";"Cartelègue";1254;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;31;45.189817;-0.579129
"33126";;"Bibliothèque De Fronsac";"Fronsac";1176;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;40;44.924241;-0.27189
"33540";;"Bibliothèque Municipale  Gornac";"Gornac";440;"Bibliothèque municipale";"Bibliotheque";"";"";2;1;70;44.662419;-0.181675
"33138";;"Mediatheque Municipale";"Lanton";7424;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;350;44.703883;-1.038911
"33550";;"Bibliotheque Municipale de Lestiac-sur-Garonne";"Lestiac-sur-Garonne";579;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;40;44.694084;-0.374625
"33790";;"Médiathèque Intercommunale Du Pays Foyen";"Pellegrue";981;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;72;44.743598;0.075609
"33240";;"Bibliotheque Municipale";"Périssac";1210;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;45;45.020453;-0.321777
"33650";;"Bibliotheque Francois Mauriac";"Saint-Médard-d Eyrans";3138;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;60;44.718736;-0.509708
"33240";;"Bibliothèque Municipale Saint Romain La Virvée";"Saint-Romain-la-Virvée";895;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;20;44.965647;-0.399482
"33920";;"Bibliotheque Emile BODIN";"Saint-Savin";3287;"Bibliothèque municipale";"Bibliotheque";"";"";3;1;105;45.138511;-0.446791
"33390";;"Bibliotheque";"Saint-Seurin-de-Cursac";780;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;60;45.161371;-0.628443
"33450";;"Bibliotheque Municipale";"Saint-Sulpice-et-Cameyrac";4829;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;80;44.911453;-0.393215
"33770";;"Médiathèque Municipale de Salles";"Salles";7550;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;130;44.550888;-0.864749
"33124";;"Médiathèque intercommunale à Savignac";"Savignac";639;"Bibliothèque intercommunale";"Bibliotheque";"";"";1;0;45;44.513803;-0.105037
"33550";;"Bibliotheque Municipale De Tabanac";"Tabanac";1107;"Bibliothèque municipale";"Bibliotheque";"";"";4;1;40;44.723693;-0.403888
"33180";;"Bibliothèque Municipale de Vertheuil";"Vertheuil";1336;"Bibliothèque municipale";"Bibliotheque";"";"";2;1;100;45.252944;-0.846937
"33370";;"Médiathèque Municipale d Yvrac";"Yvrac";2861;"Bibliothèque municipale";"Bibliotheque";"";"";11;3;370;44.880781;-0.462004
"33380";;"Bibliothèque Municipale de Marcheprime";"Marcheprime";5073;"Bibliothèque municipale";"Bibliotheque";"";"";5;3;120;44.691912;-0.854438
"34230";;"Bibliothèque Municipale";"Bélarga";691;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;30;43.552702;3.486658
"34230";;"Bibliothèque municipale";"Campagnan";709;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;45;43.537797;3.498238
"34460";;"Médiathèque Jean FERRAT";"Cessenon-sur-Orb";2385;"Bibliothèque municipale";"Bibliotheque";"";"";2;2;128;43.449585;3.049852
"34600";;"BIBLIOTHEQUE MUNICIPALE";"Faugères";555;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;40;43.562026;3.189116
"34210";;"Bibliothèque Municipale";"Félines-Minervois";479;"Bibliothèque municipale";"Bibliotheque";"";"";6;1;40;43.329096;2.600288
"34510";;"Médiathèque du Ramonétage";"Florensac";5136;"Bibliothèque municipale";"Bibliotheque";"";"";1;2;495;43.38452;3.465603
"34160";;"Bibliothèque Municipale";"Garrigues";211;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;96;43.795119;4.014138
"34190";;"Bibliothèque De Gorniès";"Gorniès";119;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;15;43.889022;3.62385
"34600";;"Bibliothèque Yvette Toral";"Hérépian";1541;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;5;43.593736;3.116276
"34725";;"Chantal MACIAS";"Jonquières";535;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;50;43.675143;3.476251
"34160";;"Bibliothèque Municipale De Montaud";"Montaud";1039;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;40;43.752145;3.954807
"34800";;"Bibliothèque Municipale";"Nébian";1460;"Bibliothèque municipale";"Bibliotheque";"";"";1;1;90;43.606258;3.431117
"34800";;"Bibilothèque Municipale";"Octon";534;"Bibliothèque municipale";"Bibliotheque";"";"";4;1;110;43.654504;3.303033
"34230";;"Médiathèque Joseph Tellier";"Le Pouget";2128;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;200;43.591897;3.52481
"34230";;"Bibliothèque Municipale";"Vendémian";1149;"Bibliothèque municipale";"Bibliotheque";"";"";7;1;40;43.580951;3.561852
"34560";;"Bibliothèque";"Villeveyrac";3927;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;65;43.504105;3.601882
"35120";;"Bibliothèque Municipale";"Baguer-Pican";1754;"Bibliothèque municipale";"Bibliotheque";"";"";10;1;60;48.55237;-1.699191
"35360";;"Bibliothèque Municipale de Boisgervilly";"Boisgervilly";1740;"Bibliothèque municipale";"Bibliotheque";"";"";3;1;150;48.166502;-2.067705
"35120";;"Bibliothèque La Boussac";"La Boussac";1224;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;80;48.512524;-1.660985
"35190";;"Bibliothèque Jean Zay";"La Chapelle-aux-Filtzméens";834;"Bibliothèque municipale";"Bibliotheque";"";"";11;1;120;48.383779;-1.824752
"35630";;"Médiathèque De La Chapelle Chaussée";"La Chapelle-Chaussée";1310;"Bibliothèque municipale";"Bibliotheque";"";"";14;2;230;48.270995;-1.853392
"35500";;"Bibliotheque Municipale";"La Chapelle-Erbrée";728;"Bibliothèque municipale";"Bibliotheque";"";"";9;1;63;48.140975;-1.100342
"35250";;"Médiathèque de l Accolade";"Chevaigné";2382;"Bibliothèque municipale";"Bibliotheque";"";"";15;1;240;48.212017;-1.630248
"35290";;"Bibliotheque Municipale";"Le Crouais";603;"Bibliothèque municipale";"Bibliotheque";"";"";12;1;50;48.206602;-2.152431
"35440";;"Bibliothèque Municipale";"Dingé";1662;"Bibliothèque municipale";"Bibliotheque";"";"";15;1;70;48.357309;-1.716535
"35390";;"Médiathèque de la DOM ";"La Dominelais";1423;"Bibliothèque municipale";"Bibliotheque";"";"";15;1;170;47.761672;-1.687672
"35120";;"La Forge A Lire";"Epiniac";1443;"Bibliothèque municipale";"Bibliotheque";"";"";5;1;90;48.510168;-1.70025
"35111";;"Bibliothèque Municipale Le Bief des Livres";"La Fresnais";2629;"Bibliothèque municipale";"Bibliotheque";"";"";10;1;123;48.594183;-1.84324
"35850";;"Médiathèque La Parenthese";"Gévezé";5630;"Bibliothèque municipale";"Bibliotheque";"";"";37;2;350;48.218706;-1.791725
"35120";;"Biblio-Poste De Hirel";"Hirel";1423;"Bibliothèque municipale";"Bibliotheque";"";"";7;1;100;48.605531;-1.802297
"35750";;"Médiathèque La Mosaïque des mots";"Iffendic";4646;"Bibliothèque municipale";"Bibliotheque";"";"";14;3;320;48.127839;-2.035392
"35320";;"Bibliothèque de Lalleu";"Lalleu";571;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;35;47.856026;-1.511055
"35660";;"Médiathèque de Langon";"Langon";1410;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;50;47.721578;-1.847115
"35480";;"Médiathèque Municipale";"Guipry-Messac";7249;"Bibliothèque municipale";"Bibliotheque";"";"";14;2;240;47.824584;-1.807969
"35520";;"Médiathèque Municipale";"La Mézière";5092;"Bibliothèque municipale";"Bibliotheque";"";"";12;3;435;48.220136;-1.756672
"35290";;"Bibliothèque Municipale De Muël";"Muel";892;"Bibliothèque municipale";"Bibliotheque";"";"";8;1;100;48.123625;-2.159442
"35470";;"Bibliothèque De La Noé Blanche";"La Noë-Blanche";1031;"Bibliothèque municipale";"Bibliotheque";"";"";11;0;80;47.802336;-1.741553
"35410";;"Médiathèque L Odyssée";"Châteaugiron";10546;"Bibliothèque municipale";"Bibliotheque";"";"";13;2;280;48.055359;-1.450329
"35150";;"Médiathèque Le Trait d Union";"Piré-Chancé";3085;"Bibliothèque municipale";"Bibliotheque";"";"";15;2;325;48.008801;-1.429575
"35780";;"Médiathèque l Estuaire - l étier";"La Richardais";2488;"Bibliothèque municipale";"Bibliotheque";"";"";3;2;235;48.607066;-2.034109
"35550";;"Bibliotheque Apar";"Saint-Ganton";437;"Bibliothèque municipale";"Bibliotheque";"";"";8;1;62;47.770011;-1.883908
"35420";;"Médiathèque communautaire de Saint Georges de Reintembault";"Saint-Georges-de-Reintembault";1513;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;150;48.507989;-1.241272
"35140";;"Médiathèque communautaire de Saint Jean sur Couesnon";"Rives-du-Couesnon";2938;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;60;48.290332;-1.365542
"35480";;"Espace Culturel";"Saint-Malo-de-Phily";1094;"Bibliothèque municipale";"Bibliotheque";"";"";7;1;100;47.877171;-1.78891
"35600";;"Médiathèque Municipale";"Sainte-Marie";2330;"Bibliothèque municipale";"Bibliotheque";"";"";6;2;206;47.693915;-2.000419
"35320";;"Bibliothèque municipale de Saulnières";"Saulnières";804;"Bibliothèque municipale";"Bibliotheque";"";"";8;2;100;47.91437;-1.583729
"35190";;"Médiathèque les Forges";"Tinténiac";3930;"Bibliothèque municipale";"Bibliotheque";"";"";10;3;317;48.326862;-1.836114
"35320";;"Bibliothèque Municipale";"Tresboeuf";1264;"Bibliothèque municipale";"Bibliotheque";"";"";10;1;60;47.883245;-1.54828
"35540";;"Bibliothèque Municipale du Tronchet";"Le Tronchet";1186;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;32;48.492915;-1.84011
"38280";;"Bibliothèque Municipale d Anthon";"Anthon";1090;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;162;45.788582;5.169818
"38390";;"Bibliothèque Municipale de Bouvesse-Quirieu";"Bouvesse-Quirieu";1563;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;110;45.794312;5.411453
"38320";;"Bibliothèque Municipale de Bresson";"Bresson";683;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;65;45.136419;5.74885
"38460";;"Bibliothèque Municipale de Chamagnieu";"Chamagnieu";1735;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;150;45.679642;5.168437
"38850";;"Médiathèque communautaire de Charavines";"Charavines";1964;"Bibliothèque intercommunale";"Bibliotheque";"";"";11;0;118;45.428526;5.51555
"38230";;"Bibliothèque Municipale De Charvieu-Chavagneux";"Charvieu-Chavagneux";10186;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;150;45.738678;5.156773
