"Type";"NOM";"GCD";"CP";"ORGANISME";"Public";"LATTI";"LONGI";"SOUS_TYPE";"COMMUNE"
"Archives";"Centre de gestion de la fonction publique territoriale - Mission Archives";"2 - Centres urbains intermédiaires";"08000";"";"";49.73970323;4.72345047;"Archives";"Charleville-Mézières"
"Archives";"Archives départementales des Ardennes";"2 - Centres urbains intermédiaires";"08000";"";"";49.75955319;4.72312136;"Archives";"Charleville-Mézières"
"Archives";"Commune de Charleville-Mézières - Service des Archives";"2 - Centres urbains intermédiaires";"08000";"";"";49.76759173;4.71343042;"Archives";"Charleville-Mézières"
"Archives";"Archives municipales de Troyes";"1 - Grands centres urbains";"10000";"";"";48.29680287;4.07403525;"Archives";"Troyes"
"Archives";"Commune de Millau - Archives communales";"2 - Centres urbains intermédiaires";"12100";"";"";44.095117;3.080505;"Archives";"Millau"
"Archives";"Commune D aubagne - Archives municipales";"1 - Grands centres urbains";"13400";"";"";43.29212811;5.56924606;"Archives";"Aubagne"
"Archives";"Commune de Marignane - Archives municipales";"2 - Centres urbains intermédiaires";"13700";"";"";43.420134;5.207622;"Archives";"Marignane"
"Archives";"Archives Anciennes Et Modernes";"3 - Petites villes";"13210";"";"";43.78956525;4.83488157;"Archives";"Saint-Rémy-de-Provence"
"Archives";"Commune de Salon-de-Provence - Archives municipales";"2 - Centres urbains intermédiaires";"13300";"";"";43.640542;5.099265;"Archives";"Salon-de-Provence"
"Archives";"Conseil de Territoire Marseille Provence - Service des Archives";"1 - Grands centres urbains";"13200";"";"";48.016643;0.180554;"Archives";"Marseille"
"Archives";"Commune de Deauville - Archives municipales";"3 - Petites villes";"14800";"";"";49.35913613;0.07468802;"Archives";"Deauville"
"Archives";"Commune D hérouville-Saint-Clair - Service Archives Et Documentation";"1 - Grands centres urbains";"14200";"";"";49.20259863;-0.33425878;"Archives";"Hérouville-Saint-Clair"
"Archives";"Communauté D agglomération du Grand Cognac - Service D accompagnement de L archivage";"2 - Centres urbains intermédiaires";"16100";"";"";45.68022148;-0.3378619;"Archives";"Cognac"
"Archives";"Site de Jonzac";"5 - Bourgs ruraux";"17500";"";"";45.44642494;-0.43255451;"Archives";"Jonzac"
"Archives";"Commune de La Rochelle - Archives municipales";"1 - Grands centres urbains";"17000";"";"";46.1598986;-1.14763869;"Archives";"La_Rochelle"
"Archives";"Commune de Beaune - Archives municipales";"2 - Centres urbains intermédiaires";"21200";"";"";47.026225;4.839519;"Archives";"Beaune"
"Archives";"Bâtiment Annexe";"1 - Grands centres urbains";"21000";"";"";47.30883335;5.03028206;"Archives";"Dijon"
"Archives";"Centre de gestion de la fonction publique territoriale de La Côte D or - S.O.S. Archives";"1 - Grands centres urbains";"21000";"";"";47.32110416;5.02494148;"Archives";"Dijon"
"Archives";"Commune de Périgueux - Archives municipales";"2 - Centres urbains intermédiaires";"24000";"";"";45.18287854;0.71029599;"Archives";"Périgueux"
"Archives";"Communauté de Communes du Pays de Dieulefit Bourdeaux - Service des Archives";"5 - Bourgs ruraux";"26220";"";"";44.52631208;5.06407623;"Archives";"Dieulefit"
"Archives";"Commune de Saint-Paul-Trois-Châteaux - Archives municipales";"3 - Petites villes";"26130";"";"";44.34867621;4.76830864;"Archives";"Saint-Paul-Trois-Châteaux"
"Archives";"Centre de gestion de la fonction publique territoriale de La Drôme - Service des Archives";"1 - Grands centres urbains";"26000";"";"";44.933555;4.894799;"Archives";"Valence"
"Archives";"Archives départementales de La Drôme";"1 - Grands centres urbains";"26000";"";"";44.93568985;4.89124837;"Archives";"Valence"
"Archives";"Commune de Châteaudun - Archives municipales";"3 - Petites villes";"28200";"";"";48.06931952;1.32497385;"Archives";"Châteaudun"
"Archives";"Agglomération du Pays de Dreux - Service des Archives";"2 - Centres urbains intermédiaires";"28100";"";"";48.73450335;1.36337397;"Archives";"Dreux"
"Archives";"Commune de Chartres - Archives de La Ville Et de L agglomération Chartres Métropole";"1 - Grands centres urbains";"28110";"";"";48.43966507;1.46817763;"Archives";"Lucé"
"Archives";"Direction des Archives";"2 - Centres urbains intermédiaires";"20600";"";"";42.70527556;9.44811646;"Archives";"Bastia"
"Archives";"Commune D alès - Archives municipales";"2 - Centres urbains intermédiaires";"30100";"";"";44.12183655;4.08497716;"Archives";"Alès"
"Archives";"Commune de Cornebarrieu - Service Archives";"4 - Ceintures urbaines";"31700";"";"";43.64907299;1.32612804;"Archives";"Cornebarrieu"
"Archives";"Commune de Fontenilles - Service des Archives";"4 - Ceintures urbaines";"31470";"";"";43.55315703;1.19183927;"Archives";"Fontenilles"
"Archives";"Commune de Muret - Service des Archives Et du Musée";"2 - Centres urbains intermédiaires";"31600";"";"";43.46097779;1.32617586;"Archives";"Muret"
"Archives";"Commune de Toulouse - Archives municipales";"1 - Grands centres urbains";"31000";"";"";43.62407987;1.46139982;"Archives";"Toulouse"
"Archives";"Commune de Condom - Archives communales";"5 - Bourgs ruraux";"32100";"";"";43.95881324;0.37160879;"Archives";"Condom"
"Archives";"Commune D arcachon - Service des Archives";"4 - Ceintures urbaines";"33120";"";"";44.660679;-1.173982;"Archives";"Arcachon"
"Archives";"Commune de Mérignac - Archives communales";"1 - Grands centres urbains";"33700";"";"";44.84534812;-0.65732249;"Archives";"Mérignac"
"Archives";"Commune de Mios - Service Archives-Documentation";"5 - Bourgs ruraux";"33380";"";"";44.60513099;-0.93775104;"Archives";"Mios"
"Archives";"Commune D agde - Service des Archives";"2 - Centres urbains intermédiaires";"34300";"";"";43.314563;3.479394;"Archives";"Agde"
"Archives";"Commune de Fougères - Archives municipales";"2 - Centres urbains intermédiaires";"35300";"";"";48.3477949;-1.19026618;"Archives";"Fougères"
"Archives";"Commune D issoudun - Archives municipales";"2 - Centres urbains intermédiaires";"36100";"";"";46.94089354;1.99760202;"Archives";"Issoudun"
"Archives";"Commune D amboise - Archives municipales";"3 - Petites villes";"37400";"";"";47.41320387;0.98444881;"Archives";"Amboise"
"Archives";"Commune de Joué-Les-Tours - Service Archives-Documentation";"1 - Grands centres urbains";"37300";"";"";47.35114198;0.66124599;"Archives";"Joué-lès-Tours"
"Archives";"Commune de Saint-Cyr-Sur-Loire - Service Archives";"1 - Grands centres urbains";"37540";"";"";47.42336749;0.66311877;"Archives";"Saint-Cyr-sur-Loire"
"Archives";"Commune Pont-de-Claix - Service Archives-Documentation";"1 - Grands centres urbains";"38800";"";"";45.11625565;5.70021396;"Archives";"Le_Pont-de-Claix"
"Archives";"Commune de Dole - Archives municipales de Dole";"2 - Centres urbains intermédiaires";"39100";"";"";47.0901778;5.49280892;"Archives";"Dole"
"Archives";"Commune de Aire-Sur-L adour - Archives municipales";"5 - Bourgs ruraux";"40800";"";"";43.69989728;-0.2623583;"Archives";"Aire-sur-l_Adour"
"Archives";"Commune de Dax - Archives municipales";"2 - Centres urbains intermédiaires";"40100";"";"";43.70879435;-1.05122138;"Archives";"Dax"
"Archives";"Commune de Soustons - Centre des Archives Et de L histoire Locale";"3 - Petites villes";"40140";"";"";43.7558538;-1.32682043;"Archives";"Soustons"
"Archives";"Commune de Blois - Service Archives-Documentation";"2 - Centres urbains intermédiaires";"41000";"";"";47.58876931;1.33605385;"Archives";"Blois"
"Archives";"Commune de Saint-Etienne - Archives municipales";"1 - Grands centres urbains";"42100";"";"";45.4216883;4.40935159;"Archives";"Saint-Etienne"
"Archives";"Communauté D agglomération du Puy-En-Velay - Service des Archives";"2 - Centres urbains intermédiaires";"43000";"";"";45.04786406;3.87690283;"Archives";"Le_Puy-en-Velay"
"Archives";"Ville Et Métropole de Nantes - Nantes Métropole";"1 - Grands centres urbains";"44300";"";"";47.21907153;-1.55444327;"Archives";"Nantes"
"Archives";"Archives départementales de Loire-Atlantique";"1 - Grands centres urbains";"44300";"";"";47.22492162;-1.55729762;"Archives";"Nantes"
"Archives";"Commune du Pouliguen - Archives municipales";"4 - Ceintures urbaines";"44510";"";"";47.2696238;-2.42421607;"Archives";"Le_Pouliguen"
"Archives";"Commune de Saint-Nazaire -  Archives municipales";"2 - Centres urbains intermédiaires";"44600";"";"";47.27338001;-2.21388748;"Archives";"Saint-Nazaire"
"Archives";"Commune de Montargis - Archives municipales";"2 - Centres urbains intermédiaires";"45200";"";"";48.00149746;2.73361788;"Archives";"Montargis"
"Archives";"Commune D olivet - Archives municipales";"1 - Grands centres urbains";"45160";"";"";47.8652759;1.89727151;"Archives";"Olivet"
"Archives";"Conseil régional du Centre-Val de Loire - Centre de Ressources Documentaires Et D information";"1 - Grands centres urbains";"45100";"";"";47.90080861;1.90961979;"Archives";"Orléans"
"Archives";"Commune D orléans - Service des Archives";"1 - Grands centres urbains";"45100";"";"";47.90297091;1.90974845;"Archives";"Orléans"
"Archives";"Communauté D agglomération du Grand Cahors - Service des Archives";"2 - Centres urbains intermédiaires";"46000";"";"";44.44674131;1.44088527;"Archives";"Cahors"
"Archives";"Centre de gestion de la fonction publique territoriale du Lot - Service des Archives";"4 - Ceintures urbaines";"46090";"";"";44.4658653;1.41481052;"Archives";"Pradines"
"Archives";"Commune D angers - Service Archives Patrimoniales";"1 - Grands centres urbains";"49000";"";"";47.451414;-0.562318;"Archives";"Angers"
"Archives";"Commune de Coutances - Archives municipales";"3 - Petites villes";"50200";"";"";49.04779624;-1.44598913;"Archives";"Coutances"
"Archives";"Archives départementales de La Manche";"2 - Centres urbains intermédiaires";"50000";"";"";49.11580735;-1.08136346;"Archives";"Saint-Lô"
"Archives";"Commune de Reims - Archives municipales Et Communautaires";"1 - Grands centres urbains";"51100";"";"";49.22997047;4.07733603;"Archives";"Reims"
"Archives";"Communauté de Communes du Bassin de Joinville Champagne - Service Archives-Documentation";"5 - Bourgs ruraux";"52300";"";"";48.43997448;5.13818441;"Archives";"Joinville"
"Archives";"Commune de Longwy - Gestion des Archives";"2 - Centres urbains intermédiaires";"54400";"";"";49.514038;5.768563;"Archives";"Longwy"
"Archives";"Commune de Toul - Archives municipales";"2 - Centres urbains intermédiaires";"54200";"";"";48.67607989;5.89430237;"Archives";"Toul"
"Archives";"Commune de Commercy - Archives communales";"3 - Petites villes";"55200";"";"";48.76382442;5.5914671;"Archives";"Commercy"
"Archives";"Commune de Stenay - Archives municipales";"5 - Bourgs ruraux";"55700";"";"";49.492759;5.18907294;"Archives";"Stenay"
"Archives";"Communauté D agglomération du Grand Verdun - Service des Archives";"2 - Centres urbains intermédiaires";"55100";"";"";49.15854551;5.38629357;"Archives";"Verdun"
"Archives";"Archives départementales du Morbihan";"1 - Grands centres urbains";"56000";"";"";47.64816201;-2.78108328;"Archives";"Vannes"
"Archives";"Commune de Forbach - Archives municipales";"2 - Centres urbains intermédiaires";"57600";"";"";49.18500933;6.89438051;"Archives";"Forbach"
"Archives";"Conseil régional Grand-Est - Site de Metz - Service des Archives";"1 - Grands centres urbains";"57070";"";"";49.12500341;6.17569929;"Archives";"Metz"
"Archives";"Archives départementales de La Moselle";"1 - Grands centres urbains";"57070";"";"";49.14150761;6.21732807;"Archives";"Saint-Julien-lès-Metz"
"Archives";"Commune D armentières - Archives communales";"2 - Centres urbains intermédiaires";"59280";"";"";50.68667127;2.88251353;"Archives";"Armentières"
"Archives";"Commune de Gravelines - Archives municipales";"3 - Petites villes";"59820";"";"";50.985401;2.12575679;"Archives";"Gravelines"
"Archives";"Commune de Halluin - Archives municipales";"1 - Grands centres urbains";"59250";"";"";50.78252595;3.13487351;"Archives";"Halluin"
"Archives";"Commune de Hazebrouck - Archives communales";"2 - Centres urbains intermédiaires";"59190";"";"";50.72272683;2.53660061;"Archives";"Hazebrouck"
"Archives";"Commune de Lomme - Archives municipales";"1 - Grands centres urbains";"59000";"";"";50.639271;3.011801;"Archives";"Lille"
"Archives";"Commune de Marcq-En-Baroeul - Archives municipales";"1 - Grands centres urbains";"59700";"";"";50.67808346;3.09355077;"Archives";"Marcq-en-Baroeul"
"Archives";"Commune de Roubaix - Archives municipales";"1 - Grands centres urbains";"59100";"";"";50.690472;3.174177;"Archives";"Roubaix"
"Archives";"Commune de Valenciennes - Archives municipales";"1 - Grands centres urbains";"59300";"";"";50.35977416;3.51931401;"Archives";"Valenciennes"
"Archives";"Centre de gestion de la fonction publique territoriale de L oise - Service Archives";"2 - Centres urbains intermédiaires";"60000";"";"";49.44460717;2.10284908;"Archives";"Beauvais"
"Archives";"Commune de Crépy-En-Valois - Archives municipales";"2 - Centres urbains intermédiaires";"60800";"";"";49.23598711;2.88994468;"Archives";"Crépy-en-Valois"
"Archives";"Commune D alençon - Archives municipales";"2 - Centres urbains intermédiaires";"61000";"";"";48.43250363;0.08294152;"Archives";"Alençon"
"Archives";"Flers Agglo - Service des Archives";"2 - Centres urbains intermédiaires";"61100";"";"";48.74957181;-0.55893468;"Archives";"Flers"
"Archives";"Commune de L aigle - Archives communales";"3 - Petites villes";"61300";"";"";48.76491687;0.62878984;"Archives";"L_Aigle"
"Archives";"Commune de Hénin-Beaumont - Archives municipales";"1 - Grands centres urbains";"62110";"";"";50.4210871;2.94871347;"Archives";"Hénin-Beaumont"
"Archives";"Pôle D archives de Bayonne Et du Pays Basque";"1 - Grands centres urbains";"64100";"";"";43.48644069;-1.46644227;"Archives";"Bayonne"
"Archives";"Communauté D agglomération Pau-Béarn-Pyrénées - Service des Archives";"1 - Grands centres urbains";"64000";"";"";43.292916;-0.362343;"Archives";"Pau"
"Archives";"Archives départementales des Hautes-Pyrénées";"2 - Centres urbains intermédiaires";"65000";"";"";43.23427164;0.06947485;"Archives";"Tarbes"
"Archives";"Commune D illkirch-Graffenstaden - Service Archives-Documentation";"1 - Grands centres urbains";"67400";"";"";48.52851823;7.71081873;"Archives";"Illkirch-Graffenstaden"
"Archives";"Commune de Schiltigheim - Archives communales";"1 - Grands centres urbains";"67300";"";"";48.60561268;7.74914431;"Archives";"Schiltigheim"
"Archives";"Commune de Sélestat - Archives municipales";"2 - Centres urbains intermédiaires";"67600";"";"";48.25925456;7.44790257;"Archives";"Sélestat"
"Archives";"Commune de Wissembourg - Archives municipales";"3 - Petites villes";"67160";"";"";49.03515732;7.94643044;"Archives";"Wissembourg"
"Archives";"Commune de Colmar - Archives municipales";"1 - Grands centres urbains";"68000";"";"";48.07946515;7.35796767;"Archives";"Colmar"
"Archives";"Commune de Rixheim - Archives municipales";"1 - Grands centres urbains";"68170";"";"";47.74450324;7.39753204;"Archives";"Rixheim"
"Archives";"Communauté de Communes du Val D argent - Service Intercommunal des Archives";"5 - Bourgs ruraux";"68160";"";"";48.26289945;7.22938982;"Archives";"Sainte-Croix-aux-Mines"
"Archives";"Commune de Givors - Archives municipales";"2 - Centres urbains intermédiaires";"69700";"";"";45.5887515;4.76938838;"Archives";"Givors"
"Archives";"Commune de Grigny - Archives municipales";"2 - Centres urbains intermédiaires";"69520";"";"";45.60837167;4.7896362;"Archives";"Grigny"
"Archives";"Commune de Saint-Fons - Archives communales";"1 - Grands centres urbains";"69190";"";"";45.709131;4.85262602;"Archives";"Saint-Fons"
"Archives";"Commune de Chassieu - Service des Archives Et de La Documentation";"1 - Grands centres urbains";"69680";"";"";45.73912533;4.9711415;"Archives";"Chassieu"
"Archives";"Commune de Rillieux-La-Pape - Archives municipales";"1 - Grands centres urbains";"69140";"";"";45.82105174;4.89712022;"Archives";"Rillieux-la-Pape"
"Archives";"Commune de Héricourt - Service Archives Documentation";"2 - Centres urbains intermédiaires";"70400";"";"";47.57568961;6.75956616;"Archives";"Héricourt"
"Archives";"Archives départementales de La Haute-Saône";"2 - Centres urbains intermédiaires";"70000";"";"";47.62806555;6.16039219;"Archives";"Vesoul"
"Archives";"Centre de gestion de la fonction publique territoriale de Saône-Et-Loire - Service des Archives";"2 - Centres urbains intermédiaires";"71000";"";"";46.31068519;4.83444195;"Archives";"Mâcon"
"Archives";"Archives départementales de La Savoie";"1 - Grands centres urbains";"73000";"";"";45.56739976;5.93052874;"Archives";"Chambéry"
"Archives";"Centre de gestion de la fonction publique territoriale de Savoie";"5 - Bourgs ruraux";"73800";"";"";45.479065;6.031065;"Archives";"Porte-de-Savoie"
"Archives";"Archives municipales de Tignes";"6 - Rural à habitat dispersé";"73320";"";"";45.46949436;6.90839338;"Archives";"Tignes"
"Archives";"Commune D annemasse - Archives municipales";"1 - Grands centres urbains";"74100";"";"";46.19332607;6.23413254;"Archives";"Annemasse"
"Archives";"Communauté D agglomération D annemasse-Les-Voirons - Service des Archives";"1 - Grands centres urbains";"74100";"";"";46.19665156;6.23240879;"Archives";"Annemasse"
"Archives";"Commune de Bolbec - Service Archives-Documentation-Patrimoine";"2 - Centres urbains intermédiaires";"76210";"";"";49.57388554;0.47411804;"Archives";"Bolbec"
"Archives";"Commune de Fécamp - Archives municipales";"2 - Centres urbains intermédiaires";"76400";"";"";49.754968;0.380987;"Archives";"Fécamp"
"Archives";"Commune de Grand-Couronne - Service Archives Et Patrimoine";"4 - Ceintures urbaines";"76530";"";"";49.36035583;1.01121635;"Archives";"Grand-Couronne"
"Archives";"Pôle Archives Contemporaines";"1 - Grands centres urbains";"76000";"";"";49.43505384;1.09308881;"Archives";"Rouen"
"Archives";"Commune D yvetot - Service des Archives";"2 - Centres urbains intermédiaires";"76190";"";"";49.61717517;0.7556475;"Archives";"Yvetot"
"Archives";"Commune de Chelles - Service Archives Et Documentation";"1 - Grands centres urbains";"77500";"";"";48.87762091;2.59029195;"Archives";"Chelles"
"Archives";"Commune de Meaux - Archives municipales";"1 - Grands centres urbains";"77100";"";"";48.95873535;2.8776524;"Archives";"Meaux"
"Archives";"Commune de Melun - Archives municipales";"1 - Grands centres urbains";"77000";"";"";48.53689591;2.65510241;"Archives";"Melun"
"Archives";"Commune de Noisiel - Service Documentation-Archives";"1 - Grands centres urbains";"77186";"";"";48.85469251;2.6285292;"Archives";"Noisiel"
"Archives";"Commune de Savigny-Le-Temple - Service Archives-Documentation";"2 - Centres urbains intermédiaires";"77176";"";"";48.59629962;2.58022853;"Archives";"Savigny-le-Temple"
"Archives";"Commune de Vaires-Sur-Marne - Service Archives-Documentation";"1 - Grands centres urbains";"77360";"";"";48.87317562;2.63908251;"Archives";"Vaires-sur-Marne"
"Archives";"Commune de Chatou - Service Archives-Documentation";"1 - Grands centres urbains";"78400";"";"";48.896377;2.150726;"Archives";"Chatou"
"Archives";"Commune du Chesnay Rocquencourt - Service des Archives";"1 - Grands centres urbains";"78150";"";"";48.82651584;2.12535102;"Archives";"Le_Chesnay-Rocquencourt"
"Archives";"Commune de Clayes-Sous-Bois - Archives communales";"1 - Grands centres urbains";"78340";"";"";48.825349;1.995109;"Archives";"Les_Clayes-sous-Bois"
"Archives";"Communauté D agglomération Saint-Germain Boucles de Seine - Service des Archives";"1 - Grands centres urbains";"78230";"";"";48.9037;2.115071;"Archives";"Le_Pecq"
"Archives";"Centre de Gestion de La Grande Couronne de La Région Ile-de-France - Service des Archives";"1 - Grands centres urbains";"78000";"";"";48.79535094;2.14714436;"Archives";"Versailles"
"Archives";"Communauté D agglomération du Bocage Bressuirais - Service des Archives";"5 - Bourgs ruraux";"79300";"";"";46.84219247;-0.48833133;"Archives";"Bressuire"
"Archives";"Archives départementales du Tarn";"2 - Centres urbains intermédiaires";"81000";"";"";43.94220212;2.13951031;"Archives";"Albi"
"Archives";"Centre de gestion de la fonction publique territoriale du Var";"2 - Centres urbains intermédiaires";"83260";"";"";43.13144183;6.07630509;"Archives";"La_Crau"
"Archives";"Commune D apt - Archives municipales";"2 - Centres urbains intermédiaires";"84400";"";"";43.87666493;5.39587143;"Archives";"Apt"
"Archives";"Commune de Pertuis - Archives communales";"2 - Centres urbains intermédiaires";"84120";"";"";43.69393645;5.50088205;"Archives";"Pertuis"
"Archives";"Archives Antérieures A 1870";"1 - Grands centres urbains";"86000";"";"";46.5844147;0.34293557;"Archives";"Poitiers"
"Archives";"Archives départementales de La Haute-Vienne";"1 - Grands centres urbains";"87000";"";"";45.81747994;1.23505025;"Archives";"Limoges"
"Archives";"Commune de Saint-Dié-des-Vosges - Archives municipales";"2 - Centres urbains intermédiaires";"88100";"";"";48.28706144;6.94699321;"Archives";"Saint-Dié-des-Vosges"
"Archives";"Commune de Savigny-Sur-Orge - Service Archives Documentation";"1 - Grands centres urbains";"91600";"";"";48.67963479;2.34531232;"Archives";"Savigny-sur-Orge"
"Archives";"Commune de Villebon-Sur-Yvette - Service des Archives";"1 - Grands centres urbains";"91140";"";"";48.70038298;2.22614433;"Archives";"Villebon-sur-Yvette"
"Archives";"Annexe de Villemoisson";"1 - Grands centres urbains";"91360";"";"";48.66635624;2.33670235;"Archives";"Villemoisson-sur-Orge"
"Archives";"Communauté D agglomération du Territoire de La Côte Ouest (Tco) - Service des Archives";"2 - Centres urbains intermédiaires";"97420";"";"";-20.9374517;55.29986096;"Archives";"Le_Port"
"Archives";"Conseil régional de La Réunion - Service des Archives";"1 - Grands centres urbains";"97400";"";"";48.636491;2.346805;"Archives";"Saint-Denis"
"Archives";"Communauté Intercommunale du Nord de La Réunion (Cinor) - Service des Archives";"1 - Grands centres urbains";"97400";"";"";-20.90203192;55.50201563;"Archives";"Saint-Denis"
"Archives";"Commune de Salazie - Service des Archives";"5 - Bourgs ruraux";"97433";"";"";-21.027933;55.538998;"Archives";"Salazie"
"Archives";"Commune de Soissons - Archives municipales";"2 - Centres urbains intermédiaires";"02200";"";"";49.38400966;3.32837378;"Archives";"Soissons"
"Archives";"Commune de Montluçon - Archives Et Documentation";"2 - Centres urbains intermédiaires";"03100";"";"";46.330503;2.604954;"Archives";"Montluçon"
"Archives";"Archives départementales de L allier";"2 - Centres urbains intermédiaires";"03400";"";"";46.56102488;3.34599605;"Archives";"Yzeure"
"Archives";"Commune de Beausoleil - Service Archives-Documentation";"2 - Centres urbains intermédiaires";"06240";"";"";43.74376098;7.42504848;"Archives";"Beausoleil"
"Archives";"Commune de Cagnes-Sur-Mer - Service des Archives";"1 - Grands centres urbains";"06800";"";"";43.66367593;7.1485626;"Archives";"Cagnes-sur-Mer"
"Archives";"Commune du Cannet - Archives municipales";"1 - Grands centres urbains";"06110";"";"";43.57631508;7.01884755;"Archives";"Le_Cannet"
"Archives";"Commune de Carros - Service Patrimoine Archives Documentation";"2 - Centres urbains intermédiaires";"06510";"";"";43.77282369;7.19254751;"Archives";"Carros"
"Archives";"Commune de Grasse - Archives communales";"2 - Centres urbains intermédiaires";"06130";"";"";43.66701425;6.93875656;"Archives";"Grasse"
"Archives";"Ville de Nice Et Métropole Nice Côte D azur - Service des Archives";"1 - Grands centres urbains";"06100";"";"";43.68740487;7.23514002;"Archives";"Nice"
"Archives";"Commune de Vallauris - Service Archives-Documentation";"1 - Grands centres urbains";"06220";"";"";43.5797859;7.05574136;"Archives";"Vallauris"
"Archives";"Commune D annonay - Archives municipales";"3 - Petites villes";"07100";"";"";45.24985143;4.66810888;"Archives";"Annonay"
"Archives";"Commune de Romilly-Sur-Seine - Service des Archives";"2 - Centres urbains intermédiaires";"10100";"";"";48.51898199;3.72669067;"Archives";"Romilly-sur-Seine"
"Archives";"Centre de Gestion de La Fonction Publique Territoriale de L aube - Service des Archives";"1 - Grands centres urbains";"10300";"";"";48.29594126;4.00035298;"Archives";"Sainte-Savine"
"Archives";"Commune de Castelnaudary - Archives municipales";"2 - Centres urbains intermédiaires";"11400";"";"";43.31661697;1.95091075;"Archives";"Castelnaudary"
"Archives";"Archives départementales de L aveyron";"2 - Centres urbains intermédiaires";"12000";"";"";44.35114887;2.56854402;"Archives";"Rodez"
"Archives";"Commune de Villefranche-de-Rouergue - Archives municipales";"3 - Petites villes";"12200";"";"";44.34966969;2.03716149;"Archives";"Villefranche-de-Rouergue"
"Archives";"Centre de gestion de la fonction publique territoriale des Bouches-du-Rhône - Service Archives";"1 - Grands centres urbains";"13080";"";"";43.52538168;5.41062872;"Archives";"Aix-en-Provence"
"Archives";"Commune de Saint-Martin-de-Crau - Archives municipales";"2 - Centres urbains intermédiaires";"13310";"";"";43.638384;4.811027;"Archives";"Saint-Martin-de-Crau"
"Archives";"Conseil régional de Provence-Alpes-Côte D azur - Service des Archives";"1 - Grands centres urbains";"13200";"";"";43.340366;5.366706;"Archives";"Marseille"
"Archives";"Conseil régional de Normandie - Site de Caen - Service des Archives";"1 - Grands centres urbains";"14000";"";"";49.186606;-0.353634;"Archives";"Caen"
"Archives";"Archives départementales du Cantal";"2 - Centres urbains intermédiaires";"15000";"";"";44.92447498;2.44411374;"Archives";"Aurillac"
"Archives";"Commune de Saint-Flour - Archives municipales";"3 - Petites villes";"15100";"";"";45.03492783;3.09240608;"Archives";"Saint-Flour"
"Archives";"Commune Et Communauté D agglomération du Bassin de Brive - Service des Archives";"2 - Centres urbains intermédiaires";"19100";"";"";45.15942098;1.53518093;"Archives";"Brive-la-Gaillarde"
"Archives";"Commune de Montbard - Service des Archives";"5 - Bourgs ruraux";"21500";"";"";47.62447569;4.33747147;"Archives";"Montbard"
"Archives";"Commune de Saint-Brieuc - Archives municipales";"1 - Grands centres urbains";"22000";"";"";48.51063316;-2.76802472;"Archives";"Saint-Brieuc"
"Archives";"Archives municipales de Bergerac";"2 - Centres urbains intermédiaires";"24100";"";"";44.84956675;0.48371748;"Archives";"Bergerac"
"Archives";"Commune de Montbéliard - Archives municipales";"1 - Grands centres urbains";"25200";"";"";47.50870792;6.79884771;"Archives";"Montbéliard"
"Archives";"Commune de Gisors - Archives municipales";"2 - Centres urbains intermédiaires";"27140";"";"";49.27878467;1.77673855;"Archives";"Gisors"
"Archives";"Commune de Lucé - Archives municipales";"1 - Grands centres urbains";"28110";"";"";48.43804008;1.46231756;"Archives";"Lucé"
"Archives";"Commune de Landerneau - Service Art Patrimoine Et Archives";"2 - Centres urbains intermédiaires";"29800";"";"";48.448615;-4.259647;"Archives";"Landerneau"
"Archives";"Archives départementales du Finistère";"1 - Grands centres urbains";"29000";"";"";48.01461785;-4.08825283;"Archives";"Quimper"
"Archives";"Archives départementales du Gard";"1 - Grands centres urbains";"30900";"";"";43.82493051;4.3680087;"Archives";"Nîmes"
"Archives";"Commune D uzès - Archives municipales";"3 - Petites villes";"30700";"";"";44.0125067;4.42234901;"Archives";"Uzès"
"Archives";"Antenne de Saint-Gaudens";"2 - Centres urbains intermédiaires";"31800";"";"";43.10886102;0.72803423;"Archives";"Saint-Gaudens"
"Archives";"Archives départementales de La Haute-Garonne";"1 - Grands centres urbains";"31000";"";"";43.58954185;1.46082249;"Archives";"Toulouse"
"Archives";"Commune de Lectoure - Archives municipales";"5 - Bourgs ruraux";"32700";"";"";43.93343067;0.62398725;"Archives";"Lectoure"
"Archives";"Commune de Bazas - Archives communales";"5 - Bourgs ruraux";"33430";"";"";44.43152304;-0.21215935;"Archives";"Bazas"
"Archives";"Métropole de Bordeaux - Archives Bordeaux Métropole";"1 - Grands centres urbains";"33300";"";"";44.87836;-0.547449;"Archives";"Bordeaux"
"Archives";"Commune de Floirac - Archives communales";"1 - Grands centres urbains";"33270";"";"";44.8305617;-0.52741796;"Archives";"Floirac"
"Archives";"Commune de Gujan-Mestras - Archives municipales";"4 - Ceintures urbaines";"33470";"";"";44.63812035;-1.06301937;"Archives";"Gujan-Mestras"
"Archives";"Commune de Libourne - Service Histoire-Archives";"2 - Centres urbains intermédiaires";"33500";"";"";44.91779741;-0.22684275;"Archives";"Libourne"
"Archives";"Centre de gestion de la fonction publique territoriale de L hérault - Mission Archives Cdg 34";"1 - Grands centres urbains";"34090";"";"";43.62503974;3.83897658;"Archives";"Montpellier"
"Archives";"Archives départementales de L hérault";"1 - Grands centres urbains";"34090";"";"";43.62469842;3.82357618;"Archives";"Montpellier"
"Archives";"Commune de Sète - Archives municipales";"2 - Centres urbains intermédiaires";"34200";"";"";43.40584402;3.69408991;"Archives";"Sète"
