NOM,CP,DOMAINE_SOUS_TYPE,COMMUNE,numdep,nomdept,nomReg,codeReg,ENTRE_GRATUIT,ENTRE_PAYANT,ENTRE_TOTAL
musée d Art et d Histoire Louis Senlecq,95290,Arts décoratif,L_ISLE-ADAM,95,VAL-D OISE,Île-de-France,11,2194.0,629.0,2823.0
Institut du monde arabe,75006,Art,PARIS,75,PARIS,Île-de-France,11,,,
Université Paris sciences et lettres,75006,Histoire,PARIS,75,PARIS,Île-de-France,11,,,
Ecole des Loisirs,75006,Sciences de la nature,PARIS,75,PARIS,Île-de-France,11,,,
Université Paris 1 Panthéon-Sorbonne - Ecole Doctorale d Archéologie,75006,Archéologie,PARIS,75,PARIS,Île-de-France,11,,,
Institut catholique de Paris,75006,Sciences de la nature,PARIS,75,PARIS,Île-de-France,11,,,
Institut de France,75006,Archéologie,PARIS,75,PARIS,Île-de-France,11,,,
Bibliothèque nationale de France (BNF),75006,Art,PARIS,75,PARIS,Île-de-France,11,,,
Aware Women Artists,75006,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,,,
Art Kids Company,75006,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,,,
La Monnaie de Paris,75006,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,,,
UNICEF,75006,Art,PARIS,75,PARIS,Île-de-France,11,,,
Visites imaginaires,75006,Musées,PARIS,75,PARIS,Île-de-France,11,,,
Sorbonne Université,75006,Histoire,PARIS,75,PARIS,Île-de-France,11,,,
Quelle Histoire Editions,75006,Histoire,PARIS,75,PARIS,Île-de-France,11,,,
Musée national Eugène-Delacroix,75006,Art,PARIS,75,PARIS,Île-de-France,11,,,
Musée de minéralogie MINES ParisTech,75006,Sciences de la nature,PARIS,75,PARIS,Île-de-France,11,,,
Éditions Zulma,75006,Sciences de la nature,PARIS,75,PARIS,Île-de-France,11,,,
musée Zadkine,75006,Art,PARIS,75,PARIS,Île-de-France,11,8723.0,8336.0,17059.0
musée de l Ecole nationale supérieure des beaux-arts,75006,,PARIS,75,PARIS,Île-de-France,11,5674.0,17036.0,22710.0
musée des monnaies et médailles – La Monnaie de Paris,75006,Archéologie,PARIS,75,PARIS,Île-de-France,11,19200.0,10800.0,30000.0
musée Eugène Delacroix,75006,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,14700.0,11173.0,25873.0
musée Hébert,75006,Art,PARIS,75,PARIS,Île-de-France,11,1226.0,1304.0,2530.0
Labanque,62940,Art,BÉTHUNE,62,PAS-DE-CALAIS,Hauts-de-France,32,,,
musée du papier peint,68170,Art,RIXHEIM,68,HAUT-RHIN,Grand Est,44,1014.0,2405.0,3419.0
Créative Handicap,92600,Art,ASNIÈRES SUR SEINE,92,HAUTS-DE-SEINE,Île-de-France,11,,,
Site archéologique Lattara-musée Henri Prades,34970,Archéologie,LATTES,34,HERAULT,Occitanie,76,,,
musée archéologique,34970,Archéologie,LATTES,34,HERAULT,Occitanie,76,5322.0,6359.0,11681.0
Villa Noailles,83400,Arts décoratif,HYÈRES,83,VAR,Provence-Alpes-Côte d Azur,93,,,
musée municipal,83400,Archéologie,HYERES,83,VAR,Provence-Alpes-Côte d Azur,93,3153.0,2955.0,6108.0
Féru des sciences,54140,Art,JARVILLE-LA-MALGRANGE,54,MEURTHE-ET-MOSELLE,Grand Est,44,2638.0,1480.0,4118.0
Audible France,75009,Sciences de la nature,PARIS,75,PARIS,Île-de-France,11,,,
Les Talens Lyriques,75009,Art,PARIS,75,PARIS,Île-de-France,11,,,
musée de la vie romantique,75009,Histoire,PARIS,75,PARIS,Île-de-France,11,75650.0,27644.0,103294.0
musée de la Franc-Maçonnerie,75009,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,2387.0,4028.0,6415.0
musée Gustave Moreau,75009,Art,PARIS,75,PARIS,Île-de-France,11,14044.0,13340.0,27384.0
musée de La Poterie,67660,Arts décoratif,BETSCHDORF,67,BAS-RHIN,Grand Est,44,417.0,1886.0,2303.0
Recording,83000,Histoire,TOULON,83,VAR,Provence-Alpes-Côte d Azur,93,,,
musée National de la Marine,83000,Archéologie,TOULON,83,VAR,Provence-Alpes-Côte d Azur,93,,,
musée d’art de Toulon – M.A.T.,83000,Archéologie,TOULON,83,VAR,Provence-Alpes-Côte d Azur,93,27619.0,0.0,27619.0
muséum d histoire naturelle de Toulon et du Var,83000,Sciences de la nature,TOULON,83,VAR,Provence-Alpes-Côte d Azur,93,20471.0,0.0,20471.0
musée du Père Pinchon,97200,,FORT-DE-FRANCE,972,MARTINIQUE,Martinique,2,1861.0,0.0,1861.0
TROPIQUES ATRIUM Scène Nationale,97200,Sciences de la nature,FORT-DE-FRANCE,972,MARTINIQUE,Martinique,2,,,
musée d histoire et d ethnographie,97200,Arts décoratif,FORT-DE-FRANCE,972,MARTINIQUE,Martinique,2,239.0,669.0,908.0
musée d archéologie précolombienne et de préhistoire de Martinique,97200,Archéologie,FORT-DE-FRANCE,972,MARTINIQUE,Martinique,2,792.0,411.0,1203.0
muséum d’histoire naturelle,97200,Sciences de la nature,FORT-DE-FRANCE,972,MARTINIQUE,Martinique,2,85.0,97.0,182.0
musée d Art et d Histoire,78300,Archéologie,POISSY,78,YVELINES,Île-de-France,11,248.0,0.0,248.0
Musée du Jouet,78300,Art,POISSY,78,YVELINES,Île-de-France,11,,,
musée du jouet Pierre Pinel,78300,Arts décoratif,POISSY,78,YVELINES,Île-de-France,11,3032.0,4933.0,7965.0
Ville de Vannes,56000,Arts décoratif,VANNES,56,MORBIHAN,Bretagne,53,,,
musée d histoire et d archéologie,56000,Archéologie,VANNES,56,MORBIHAN,Bretagne,53,4596.0,4076.0,8672.0
musée des beaux-arts,56000,Art,VANNES,56,MORBIHAN,Bretagne,53,161573.0,8790.0,170363.0
musée Magnelli - musée de la céramique,06220,Archéologie,VALLAURIS,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,4162.0,8579.0,12741.0
Musée d Art et d Histoire de l Hôpital Sainte-Anne,75014,Art,PARIS,75,PARIS,Île-de-France,11,,,
Institut national de recherches archéologiques préventives (Inrap),75014,Archéologie,PARIS,75,PARIS,Île-de-France,11,,,
Fondation Cartier,75014,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,,,
Fondation Giacometti,75014,Sculpture,PARIS,75,PARIS,Île-de-France,11,,,
Théâtre 14,75014,Sciences de la nature,PARIS,75,PARIS,Île-de-France,11,,,
musée d’art et d’histoire de l’hôpital Sainte-Anne,75014,Histoire,PARIS,75,PARIS,Île-de-France,11,826.0,1169.0,1995.0
musée des pénitents blancs,63940,Arts décoratif,MARSAC-EN-LIVRADOIS,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,2.0,74.0,76.0
musées du parc naturel régional de Brière,44720,Ethnologie,SAINT-JOACHIM,44,LOIRE-ATLANTIQUE,Pays de la Loire,52,519.0,0.0,519.0
musée municipal,79300,Archéologie,BRESSUIRE,79,DEUX-SEVRES,Nouvelle-Aquitaine,75,1033.0,0.0,1033.0
Pour l instant - CACP Villa Pérochon,79000,Photographie,NIORT,79,DEUX-SEVRES,Nouvelle-Aquitaine,75,,,
musée Bernard d Agesci,79000,,NIORT,79,DEUX-SEVRES,Nouvelle-Aquitaine,75,5057.0,2422.0,7479.0
musée ethnographique et archéologique du Donjon,79000,Arts décoratif,NIORT,79,DEUX-SEVRES,Nouvelle-Aquitaine,75,6772.0,7099.0,13871.0
musée d histoire naturelle,79000,Archéologie,NIORT,79,DEUX-SEVRES,Nouvelle-Aquitaine,75,,,
musée d art et d histoire Georges Turpin,79200,Archéologie,PARTHENAY,79,DEUX-SEVRES,Nouvelle-Aquitaine,75,3963.0,0.0,3963.0
musée de préhistoire,82140,Archéologie,SAINT-ANTONIN-NOBLE-VAL,82,TARN-ET-GARONNE,Occitanie,76,43.0,0.0,43.0
musée d histoire naturelle Victor-Brun,82000,Archéologie,MONTAUBAN,82,TARN-ET-GARONNE,Occitanie,76,6920.0,2301.0,9221.0
musée Ingres Bourdelle,82000,Archéologie,MONTAUBAN,82,TARN-ET-GARONNE,Occitanie,76,21824.0,17761.0,39585.0
musée des arts et traditions populaires,82200,Art,MOISSAC,82,TARN-ET-GARONNE,Occitanie,76,6921.0,35378.0,42299.0
centre de découverte du marais breton,85550,Arts décoratif,LA_BARRE-DE-MONTS,85,VENDEE,Pays de la Loire,52,3358.0,14292.0,17650.0
Historial de la Vendée,85170,Archéologie,LES_LUCS-SUR-BOULOGNE,85,VENDEE,Pays de la Loire,52,15966.0,14159.0,30125.0
centre minier,85240,Histoire,FAYMOREAU,85,VENDEE,Pays de la Loire,52,3660.0,9004.0,12664.0
musée Clemenceau et de Lattre de Tassigny,85390,Histoire,MOUILLERON-EN-PAREDS_/_MOUILLERON-_SAINT_GERMAIN,85,VENDEE,Pays de la Loire,52,1689.0,1745.0,3434.0
musée de La bourrine du bois Juquaud,85270,Histoire,SAINT-HILAIRE-DE-RIEZ,85,VENDEE,Pays de la Loire,52,2105.0,5148.0,7253.0
musée du Château,85330,Arts décoratif,NOIRMOUTIER-EN-L_ILE,85,VENDEE,Pays de la Loire,52,6032.0,25907.0,31939.0
musée de la construction navale artisanale,85330,Sciences de la nature,NOIRMOUTIER-EN-L_ILE,85,VENDEE,Pays de la Loire,52,444.0,9793.0,10237.0
musée Milcendeau-Jean Yole,85300,Histoire,SOULLANS,85,VENDEE,Pays de la Loire,52,377.0,1850.0,2227.0
OPCI-EthnoDoc,85300,Histoire,LE PERRIER,85,VENDEE,Pays de la Loire,52,,,
OPCI-Ethnodoc (office pour le patrimoine culturel immatériel),85300,Art,LE PERRIER,85,VENDEE,Pays de la Loire,52,,,
collection d histoire naturelle,86000,Sciences de la nature,POITIERS,86,VIENNE,Nouvelle-Aquitaine,75,17000.0,14000.0,31000.0
musée Rupert de Chièvres,86000,Arts décoratif,POITIERS,86,VIENNE,Nouvelle-Aquitaine,75,2921.0,983.0,3904.0
Alienor.org - Conseil des musées,86000,Archéologie,GRAND POITIERS,86,VIENNE,Nouvelle-Aquitaine,75,,,
musée Sainte-Croix,86000,Archéologie,POITIERS,86,VIENNE,Nouvelle-Aquitaine,75,17511.0,1444.0,18955.0
musée du baptistère Saint-Jean,86000,Archéologie,POITIERS,86,VIENNE,Nouvelle-Aquitaine,75,1493.0,5835.0,7328.0
musée de l hypogée des Dunes,86000,Histoire,POITIERS,86,VIENNE,Nouvelle-Aquitaine,75,265.0,0.0,265.0
musée archéologique et d ethnographie locale,86300,Archéologie,CHAUVIGNY,86,VIENNE,Nouvelle-Aquitaine,75,2285.0,4382.0,6667.0
musée de la préhistoire - Raymond Touchard,86320,Archéologie,LUSSAC-LES-CHATEAUX,86,VIENNE,Nouvelle-Aquitaine,75,3093.0,1945.0,5038.0
musée Charles Friry,88200,Archéologie,REMIREMONT,88,VOSGES,Grand Est,44,350.0,417.0,767.0
musée Charles de Bruyères,88200,Archéologie,REMIREMONT,88,VOSGES,Grand Est,44,610.0,270.0,880.0
MuMA-Musée de Mayotte,97610,Histoire,DZAOUDZI MAYOTTE,976,MAYOTTE,Mayotte,6,,,
DAC Mayotte,97600,Archéologie,MAMOUDZOU,976,MAYOTTE,Mayotte,6,,,
musée de la Thiérache,02140,Archéologie,VERVINS,02,AISNE,Hauts-de-France,32,3463.0,0.0,3463.0
Familistère de Guise,02120,Histoire,GUISE,02,AISNE,Hauts-de-France,32,1748.0,24233.0,25981.0
musée archéologique municipal,02000,Archéologie,LAON,02,AISNE,Hauts-de-France,32,1527.0,1050.0,2577.0
musée de la résistance et de la déportation,02700,Histoire,TERGNIER,02,AISNE,Hauts-de-France,32,700.0,3378.0,4078.0
musée des beaux-arts Antoine Lécuyer,02100,Arts décoratif,SAINT-QUENTIN,02,AISNE,Hauts-de-France,32,861.0,5087.0,5948.0
musée entomologique,02100,Sciences de la nature,SAINT-QUENTIN,02,AISNE,Hauts-de-France,32,2088.0,5876.0,7964.0
musée Jeanne d Aboville,02800,Archéologie,LA_FERE,02,AISNE,Hauts-de-France,32,738.0,249.0,987.0
musée Monseigneur Pigneau de Behaine,02550,Histoire,ORIGNY-EN-THIERACHE,02,AISNE,Hauts-de-France,32,240.0,0.0,240.0
musée français de la Photographie,02860,Histoire,BIEVRES,02,AISNE,Hauts-de-France,32,1626.0,1123.0,2749.0
musée de la vie rurale et forestière,02630,Ethnologie,SAINT-MICHEL-EN-THIERACHE,02,AISNE,Hauts-de-France,32,0.0,2106.0,2106.0
musée d Art et d Histoire Romain Rolland,02880,Archéologie,CLAMECY,02,AISNE,Hauts-de-France,32,1242.0,1876.0,3118.0
Festival Correspondances Manosque La Poste,04100,Sciences de la nature,MANOSQUE,04,ALPES-DE-HAUTE-PROVENCE,Provence-Alpes-Côte d Azur,93,,,
musée gallo-romain - Sisteron,04200,Archéologie,SISTERON,04,ALPES-DE-HAUTE-PROVENCE,Provence-Alpes-Côte d Azur,93,13302.0,0.0,13302.0
Archives départementales - Alpes-de-Haute-Provence,04000,Histoire,DIGNE-LES-BAINS,04,ALPES-DE-HAUTE-PROVENCE,Provence-Alpes-Côte d Azur,93,,,
musée Gassendi,04000,Archéologie,DIGNE-LES-BAINS,04,ALPES-DE-HAUTE-PROVENCE,Provence-Alpes-Côte d Azur,93,2013.0,1487.0,3500.0
écomusée de la Roudoule,06260,Histoire,PUGET-ROSTANG,04,ALPES-DE-HAUTE-PROVENCE,Provence-Alpes-Côte d Azur,93,3392.0,0.0,3392.0
musée de La Faïence,04360,Arts décoratif,MOUSTIERS-SAINTE-MARIE,04,ALPES-DE-HAUTE-PROVENCE,Provence-Alpes-Côte d Azur,93,1154.0,5430.0,6584.0
musée municipal,04300,Archéologie,FORCALQUIER,04,ALPES-DE-HAUTE-PROVENCE,Provence-Alpes-Côte d Azur,93,2247.0,0.0,2247.0
musée d archéologie,09300,Histoire,MONTSEGUR,09,ARIEGE,Occitanie,76,0.0,5980.0,5980.0
musée du textile et du peigne en corne,09300,Art,LAVELANET,09,ARIEGE,Occitanie,76,153.0,1720.0,1873.0
musée de la préhistoire,09800,Archéologie,LE_MAS_D_AZIL,09,ARIEGE,Occitanie,76,1182.0,27617.0,28799.0
musée de la Princerie,09310,Archéologie,VERDUN,09,ARIEGE,Occitanie,76,1728.0,818.0,2546.0
musée départemental de l Ariège,09000,Archéologie,FOIX,09,ARIEGE,Occitanie,76,4535.0,67454.0,71989.0
musée municipal,10200,Archéologie,BAR-SUR-AUBE,10,AUBE,Grand Est,44,,,
musée Napoléon Ier,10500,Arts décoratif,BRIENNE-LE-CHATEAU,10,AUBE,Grand Est,44,987.0,5282.0,6269.0
musée Camille Claudel,10400,Archéologie,NOGENT-SUR-SEINE,10,AUBE,Grand Est,44,3792.0,7090.0,10882.0
musée de la Résistance,10250,Histoire,MUSSY-SUR-SEINE,10,AUBE,Grand Est,44,0.0,140.0,140.0
Espace archéologique départemental,12630,Archéologie,MONTROZIER,12,AVEYRON,Occitanie,76,,,
Musée des arts et métiers traditionnels,12330,Arts décoratif,SALLES-LA-SOURCE,12,AVEYRON,Occitanie,76,,,
musée des arts et métiers,12330,Art,SALLES-LA-SOURCE,12,AVEYRON,Occitanie,76,2292.0,2918.0,5210.0
musée municipal,12250,Archéologie,ROQUEFORT-SUR-SOULZON,12,AVEYRON,Occitanie,76,2900.0,0.0,2900.0
musée de géologie Pierre Vetter,12300,Sciences de la nature,DECAZEVILLE,12,AVEYRON,Occitanie,76,286.0,0.0,286.0
musée Urbain Cabrol,12200,Archéologie,VILLEFRANCHE-DE-ROUERGUE,12,AVEYRON,Occitanie,76,8963.0,0.0,8963.0
"musée des mœurs et coutumes, musée du Rouergue",12500,Archéologie,ESPALION,12,AVEYRON,Occitanie,76,485.0,1390.0,1875.0
musée Joseph Vaylet,12500,Archéologie,ESPALION,12,AVEYRON,Occitanie,76,5794.0,136.0,5930.0
Fonds Régional d Art Contemporain - Poitou-Charentes,16000,Art,ANGOULÊME,16,CHARENTE,Nouvelle-Aquitaine,75,,,
musée archéologique et historique,16000,Archéologie,ANGOULEME,16,CHARENTE,Nouvelle-Aquitaine,75,73.0,73.0,146.0
Cité internationale de la bande dessinée et de l’image,16000,Bande dessinée,ANGOULÊME,16,CHARENTE,Nouvelle-Aquitaine,75,,,
atelier - musée du papier,16000,Histoire,ANGOULEME,16,CHARENTE,Nouvelle-Aquitaine,75,6342.0,761.0,7103.0
musée des Beaux-Arts,16000,Archéologie,ANGOULEME,16,CHARENTE,Nouvelle-Aquitaine,75,9337.0,6965.0,16302.0
musée de la bande dessinée – centre national de la bande dessinée et de l’image,16000,Art,ANGOULEME,16,CHARENTE,Nouvelle-Aquitaine,75,12100.0,19107.0,31207.0
musée municipal du Cognac,16100,Archéologie,COGNAC,16,CHARENTE,Nouvelle-Aquitaine,75,1774.0,4712.0,6486.0
musée des Amériques - Auch,32000,Archéologie,AUCH,32,GERS,Occitanie,76,6201.0,5219.0,11420.0
musée campanaire,32600,Art,L_ISLE-JOURDAIN,32,GERS,Occitanie,76,698.0,1635.0,2333.0
musée du dessin et de l estampe originale,59820,Art,GRAVELINES,59,NORD,Hauts-de-France,32,2989.0,829.0,3818.0
Musée du Touquet-Paris-Plage,62520,Art,LE TOUQUET-PARIS-PLAGE,62,PAS-DE-CALAIS,Hauts-de-France,32,,,
musée du Touquet Paris-Plage,62520,Art,LE_TOUQUET-PARIS-PLAGE,62,PAS-DE-CALAIS,Hauts-de-France,32,9402.0,8665.0,18067.0
Cité de la dentelle et de la mode,62100,Mode,CALAIS,62,PAS-DE-CALAIS,Hauts-de-France,32,,,
cité internationale de la dentelle et de la mode,62100,Arts décoratif,CALAIS,62,PAS-DE-CALAIS,Hauts-de-France,32,8016.0,17344.0,25360.0
musée des beaux-arts,62100,Arts décoratif,CALAIS,62,PAS-DE-CALAIS,Hauts-de-France,32,2179.0,4472.0,6651.0
muséum d histoire naturelle et d’ethnographie,68000,Histoire,COLMAR,68,HAUT-RHIN,Grand Est,44,1171.0,3426.0,4597.0
musée d Unterlinden,68000,Archéologie,COLMAR,68,HAUT-RHIN,Grand Est,44,16903.0,64778.0,81681.0
musée Bartholdi,68000,Histoire,COLMAR,68,HAUT-RHIN,Grand Est,44,8507.0,9194.0,17701.0
Musée Electropolis,68100,Arts décoratif,MULHOUSE,68,HAUT-RHIN,Grand Est,44,,,
musée national de l automobile - collection Schlumpf,68100,Sciences de la nature,MULHOUSE,68,HAUT-RHIN,Grand Est,44,8252.0,88443.0,96695.0
musée Electropolis,68100,Arts décoratif,MULHOUSE,68,HAUT-RHIN,Grand Est,44,3144.0,14969.0,18113.0
musée Français du Chemin de Fer,68100,Art,MULHOUSE,68,HAUT-RHIN,Grand Est,44,10985.0,49737.0,60722.0
musée des Beaux-Arts,68100,Art,MULHOUSE,68,HAUT-RHIN,Grand Est,44,9002.0,0.0,9002.0
musée de l Impression sur Etoffes,68100,Arts décoratif,MULHOUSE,68,HAUT-RHIN,Grand Est,44,9943.0,20138.0,30081.0
musée Historique,68100,Archéologie,MULHOUSE,68,HAUT-RHIN,Grand Est,44,16340.0,0.0,16340.0
musée minéralogique de la Société industrielle de Mulhouse,68100,Sciences de la nature,MULHOUSE,68,HAUT-RHIN,Grand Est,44,60.0,0.0,60.0
musée Historique et Militaire,68330,Archéologie,HUNINGUE,68,HAUT-RHIN,Grand Est,44,227.0,430.0,657.0
musée Sobirats,84200,,CARPENTRAS,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,,,
musée lapidaire et archéologie,84200,,CARPENTRAS,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,,,
bibliothèque-musée Inguimbertine,84200,Histoire,CARPENTRAS,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,1452.0,0.0,1452.0
La Collection Lambert en Avignon,84000,Arts décoratif,AVIGNON,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,,,
Ardenome - ancien grenier à sel,84000,Art,AVIGNON,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,,,
musée du Petit Palais,84000,Art,AVIGNON,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,23129.0,0.0,23129.0
musée Calvet (et musée Lapidaire),84000,Archéologie,AVIGNON,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,45065.0,0.0,45065.0
muséum d histoire naturelle Esprit Requien,84000,Histoire,AVIGNON,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,9254.0,0.0,9254.0
musée Jouve,84300,Arts décoratif,CAVAILLON,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,4501.0,0.0,4501.0
musée de l hôtel-Dieu,84300,Archéologie,CAVAILLON,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,517.0,379.0,896.0
synagogue musée juif comtadin,84300,Histoire,CAVAILLON,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,914.0,1942.0,2856.0
musée de la Haute-Auvergne,15100,Archéologie,SAINT-FLOUR,15,CANTAL,Auvergne-Rhône-Alpes,84,1409.0,2044.0,3453.0
musée Alfred Douët,15100,Archéologie,SAINT-FLOUR,15,CANTAL,Auvergne-Rhône-Alpes,84,948.0,1614.0,2562.0
Association ÉCLAT - Centre National des Arts de la Rue et de l Espace Public,15000,Art,AURILLAC,15,CANTAL,Auvergne-Rhône-Alpes,84,,,
musée d art et d archéologie,15000,Archéologie,AURILLAC,15,CANTAL,Auvergne-Rhône-Alpes,84,7242.0,986.0,8228.0
muséum des volcans,15000,Sciences de la nature,AURILLAC,15,CANTAL,Auvergne-Rhône-Alpes,84,3997.0,3194.0,7191.0
écomusée de la Grande Lande,40630,Arts décoratif,SABRES,40,LANDES,Nouvelle-Aquitaine,75,6997.0,45599.0,52596.0
musée historique de l hydravion,40600,Histoire,BISCARROSSE,40,LANDES,Nouvelle-Aquitaine,75,3004.0,18743.0,21747.0
musée de Borda,40100,Archéologie,DAX,40,LANDES,Nouvelle-Aquitaine,75,4532.0,2363.0,6895.0
musée départemental d’histoire et d’archéologie,40300,Archéologie,HASTINGUES,40,LANDES,Nouvelle-Aquitaine,75,2248.0,4377.0,6625.0
Musée du Lac en partenariat avec Cap Archéo by Cap Sciences entre Leyre et Ciron  - Netre,40460,Archéologie,SANGUINET,40,LANDES,Nouvelle-Aquitaine,75,,,
Musées municipaux de Charleville-Mézières,40460,Musées,CHARLEVILLE-MÉZIÈRES,40,LANDES,Nouvelle-Aquitaine,75,,,
musée archéologique,40460,Archéologie,SANGUINET,40,LANDES,Nouvelle-Aquitaine,75,518.0,1295.0,1813.0
musée de paléontologie,43380,Sciences de la nature,CHILHAC,43,HAUTE-LOIRE,Auvergne-Rhône-Alpes,84,0.0,1171.0,1171.0
musée du château,47600,Archéologie,NERAC,47,LOT-ET-GARONNE,Nouvelle-Aquitaine,75,3068.0,6642.0,9710.0
musée Municipal Albert Marzelles,47200,Arts décoratif,MARMANDE,47,LOT-ET-GARONNE,Nouvelle-Aquitaine,75,3500.0,0.0,3500.0
musée municipal,47500,Archéologie,SAUVETERRE-LA-LEMANCE,47,LOT-ET-GARONNE,Nouvelle-Aquitaine,75,333.0,2300.0,2633.0
musée municipal,51200,Archéologie,EPERNAY,51,MARNE,Grand Est,44,9506.0,14500.0,24006.0
musée Garinet,51000,Arts décoratif,CHALONS-EN-CHAMPAGNE,51,MARNE,Grand Est,44,606.0,102.0,708.0
Centre national des arts du cirque,51000,Art,CHÂLONS-EN-CHAMPAGNE,51,MARNE,Grand Est,44,,,
musée municipal,51000,Archéologie,CHALONS-EN-CHAMPAGNE,51,MARNE,Grand Est,44,13389.0,847.0,14236.0
musée de l Argonne Viard-Morel,51800,Arts décoratif,SAINTE-MENEHOULD,51,MARNE,Grand Est,44,312.0,421.0,733.0
musée de la mine - carreau Wendel,57540,Arts décoratif,PETITE-ROSSELLE,57,MOSELLE,Grand Est,44,1954.0,19917.0,21871.0
Maison du Verre et du Cristal,57960,Arts décoratif,MEISENTHAL,57,MOSELLE,Grand Est,44,2202.0,15457.0,17659.0
musée des mines de fer de Lorraine,57700,Archéologie,NEUFCHEF,57,MOSELLE,Grand Est,44,588.0,4603.0,5191.0
musée Gallé-Juillet,60100,Archéologie,CREIL,60,OISE,Hauts-de-France,32,133.0,3420.0,3553.0
musée municipal,02200,Archéologie,SOISSONS,02,AISNE,Hauts-de-France,32,2743.0,2099.0,4842.0
Bibliothèque municipale,02200,Sciences de la nature,SOISSONS,02,AISNE,Hauts-de-France,32,,,
musées de Soissons,02200,Art,SOISSONS,02,AISNE,Hauts-de-France,32,,,
musée de la tour du moulin,71110,Archéologie,MARCIGNY,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,470.0,600.0,1070.0
Salon du livre et de la presse jeunesse,28500,Art,MONTREUIL,28,EURE-ET-LOIR,Centre-Val de Loire,24,,,
musée de l histoire vivante,28500,Histoire,MONTREUIL,28,EURE-ET-LOIR,Centre-Val de Loire,24,3478.0,454.0,3932.0
musée municipal,37800,Histoire,SAINTE-MAURE-DE-TOURAINE,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,759.0,0.0,759.0
musée départemental de la Faïence et des Arts de la table,40320,Arts décoratif,SAMADET,40,LANDES,Nouvelle-Aquitaine,75,620.0,1909.0,2529.0
musée Jeanne d Arc,55140,Histoire,VAUCOULEURS,55,MEUSE,Grand Est,44,103.0,514.0,617.0
musée bourguignon Perrin de Puycousin,71700,Histoire,TOURNUS,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,1438.0,1159.0,2597.0
musée Pillon,60240,Archéologie,CHAUMONT-EN-VEXIN,60,OISE,Hauts-de-France,32,821.0,0.0,821.0
musée d Opale Sud,62550,Archéologie,BERCK-SUR-MER,62,PAS-DE-CALAIS,Hauts-de-France,32,1641.0,1838.0,3479.0
"Palais Galliera, musée de la mode de la ville de Paris",75016,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,62103.0,115579.0,177682.0
maison de Balzac,75016,Histoire,PARIS,75,PARIS,Île-de-France,11,16580.0,3258.0,19838.0
Musée Yves Saint Laurent,75016,Mode,PARIS,75,PARIS,Île-de-France,11,,,
Fondation Louis Vuitton,75016,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,,,
Musée national de la Marine,75016,Histoire,PARIS,75,PARIS,Île-de-France,11,,,
Radio France,75016,Histoire,PARIS,75,PARIS,Île-de-France,11,,,
Musée national des arts asiatiques - Guimet,75016,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,,,
musée de l homme (muséum national d histoire naturelle),75016,,PARIS_(16EME),75,PARIS,Île-de-France,11,,,
Musée d art moderne de la Ville de Paris,75016,Art,PARIS,75,PARIS,Île-de-France,11,,,
musée des monuments français,75016,Art,PARIS,75,PARIS,Île-de-France,11,68433.0,32432.0,100865.0
musée d Ennery (annexe musée Guimet),75016,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,260.0,0.0,260.0
musée d Art Moderne de la Ville de Paris,75016,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,178576.0,114797.0,293373.0
musée des Arts Asiatiques Guimet,75016,Histoire,PARIS,75,PARIS,Île-de-France,11,18735.0,10075.0,28810.0
musée Petiet,11300,Arts décoratif,LIMOUX,11,AUDE,Occitanie,76,722.0,319.0,1041.0
Bibliothèque d agglomération du Pays de Saint - omer,62500,Sciences de la nature,SAINT-OMER,62,PAS-DE-CALAIS,Hauts-de-France,32,,,
musée de l hôtel Sandelin,62500,Archéologie,SAINT-OMER,62,PAS-DE-CALAIS,Hauts-de-France,32,6220.0,4000.0,10220.0
musée Henri Dupuis,62500,Arts décoratif,SAINT-OMER,62,PAS-DE-CALAIS,Hauts-de-France,32,1593.0,1063.0,2656.0
musée franco-américain du château de Blérancourt,02300,Histoire,BLERANCOURT,02,AISNE,Hauts-de-France,32,2366.0,1602.0,3968.0
