NOM,CP,DOMAINE_SOUS_TYPE,COMMUNE,numdep,nomdept,nomReg,codeReg,ENTRE_GRATUIT,ENTRE_PAYANT,ENTRE_TOTAL
musée Hector Berlioz,38260,Histoire,LA_COTE-SAINT-ANDRE,38,ISERE,Auvergne-Rhône-Alpes,84,8022.0,0.0,8022.0
musée des beaux-arts,21500,Art,MONTBARD,21,COTE-D OR,Bourgogne-Franche-Comté,27,66.0,0.0,66.0
musée Buffon,21500,Histoire,MONTBARD,21,COTE-D OR,Bourgogne-Franche-Comté,27,5614.0,454.0,6068.0
musée de la sidérurgie en Bourgogne du Nord,21500,Histoire,BUFFON,21,COTE-D OR,Bourgogne-Franche-Comté,27,,,
musée du Vieil Auvillar,82340,Archéologie,AUVILLAR,82,TARN-ET-GARONNE,Occitanie,76,314.0,1233.0,1547.0
musée municipal d histoire locale,59870,Histoire,MARCHIENNES,59,NORD,Hauts-de-France,32,584.0,58.0,642.0
musée de la Coutellerie,52800,Arts décoratif,NOGENT,52,HAUTE-MARNE,Grand Est,44,1037.0,2543.0,3580.0
musée du Costume,58140,Arts décoratif,CHATEAU-CHINON,58,NIEVRE,Bourgogne-Franche-Comté,27,1229.0,5241.0,6470.0
musée Mathurin-Méheut,22400,Arts décoratif,LAMBALLE,22,COTES-D ARMOR,Bretagne,53,1201.0,3507.0,4708.0
Musée de Lodève,34700,Art,LODÈVE,34,HERAULT,Occitanie,76,,,
Musée de Lodève,34700,Archéologie,LODÈVE,34,HERAULT,Occitanie,76,,,
Musée de Lodève – hôtel du cardinal de Fleury,34700,Histoire,LODEVE,34,HERAULT,Occitanie,76,4742.0,15447.0,20189.0
musée de la nacre et de la tabletterie,60110,Arts décoratif,MERU,60,OISE,Hauts-de-France,32,2705.0,7060.0,9765.0
Maison des Lumières Denis Diderot,52200,Arts décoratif,LANGRES,52,HAUTE-MARNE,Grand Est,44,2306.0,2963.0,5269.0
musée d art et d histoire,52200,Archéologie,LANGRES,52,HAUTE-MARNE,Grand Est,44,3299.0,2091.0,5390.0
musée de la voiture à cheval - Au temps des calèches,52200,Art,BOURG,52,HAUTE-MARNE,Grand Est,44,180.0,669.0,849.0
musée du Granit,50670,Histoire,SAINT-MICHEL-DE-MONTJOIE,50,MANCHE,Normandie,28,1789.0,0.0,1789.0
musée d histoire et d archéologie des Baux-de-Provence,13520,,LES-BAUX-DE-PROVENCE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,0.0,116060.0,116060.0
musée-fondation Louis Jou,13520,Arts décoratif,LES_BAUX-DE-PROVENCE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,1100.0,0.0,1100.0
musée départemental d’art sacré,30130,Archéologie,PONT-SAINT-ESPRIT,30,GARD,Occitanie,76,4635.0,20.0,4655.0
musée Théodore Deck et des pays du Florival,68500,Archéologie,GUEBWILLER,68,HAUT-RHIN,Grand Est,44,1594.0,1391.0,2985.0
musée du Châtillonnais,21400,Archéologie,CHATILLON-SUR-SEINE,21,COTE-D OR,Bourgogne-Franche-Comté,27,1347.0,6635.0,7982.0
musée d art et d archéologie,60300,Archéologie,SENLIS,60,OISE,Hauts-de-France,32,4467.0,2332.0,6799.0
musée de la vénerie,60300,Arts décoratif,SENLIS,60,OISE,Hauts-de-France,32,1998.0,795.0,2793.0
CLEM Patrimoine,33420,Histoire,CAMIAC-ET-SAINT-DENIS,33,GIRONDE,Nouvelle-Aquitaine,75,,,
Musée du Feutre,16310,Art,MOUZON,16,CHARENTE,Nouvelle-Aquitaine,75,515.0,1970.0,2485.0
musée de l hôtel-Dieu,78200,Archéologie,MANTES-LA-JOLIE,78,YVELINES,Île-de-France,11,1344.0,7218.0,8562.0
musée de l Ardoise,53800,Industrie,RENAZE,53,MAYENNE,Pays de la Loire,52,75.0,267.0,342.0
musée Louis Philippe,76260,Archéologie,EU,76,SEINE-MARITIME,Normandie,28,2429.0,10765.0,13194.0
lille—design,59200,Arts décoratif,TOURCOING,59,NORD,Hauts-de-France,32,,,
MUba Eugène Leroy Tourcoing,59200,Art,TOURCOING,59,NORD,Hauts-de-France,32,10071.0,2044.0,12115.0
musée Marcel-Sahut,63530,Arts décoratif,VOLVIC,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,372.0,246.0,618.0
musée du vieux château,50520,Histoire,BRICQUEBEC-EN-COTENTIN,50,MANCHE,Normandie,28,246.0,630.0,876.0
musée municipal,40500,Archéologie,SAINT-SEVER,40,LANDES,Nouvelle-Aquitaine,75,3000.0,0.0,3000.0
musée François Pompon,21210,Archéologie,SAULIEU,21,COTE-D OR,Bourgogne-Franche-Comté,27,2106.0,3549.0,5655.0
Ecomusée de la Margeride,15320,Histoire,RUYNES-EN-MARGERIDE,15,CANTAL,Auvergne-Rhône-Alpes,84,1066.0,1790.0,2856.0
musée municipal Georges Borias,30700,Archéologie,UZES,30,GARD,Occitanie,76,736.0,786.0,1522.0
musée municipal,89100,Archéologie,SENS,89,YONNE,Bourgogne-Franche-Comté,27,10320.0,5008.0,15328.0
Centre national de la recherche scientifique (CNRS),75015,Sciences de la nature,PARIS,75,PARIS,Île-de-France,11,,,
musée du maréchal Leclerc de Hautecloque et de la Libération de Paris - musée Jean Moulin,75015,Histoire,PARIS,75,PARIS,Île-de-France,11,18945.0,4110.0,23055.0
Fondation Orange,75015,Histoire,PARIS,75,PARIS,Île-de-France,11,,,
Musée de La Poste,75015,Histoire,PARIS,75,PARIS,Île-de-France,11,,,
France Télévisions,75015,Art,PARIS,75,PARIS,Île-de-France,11,,,
Les livreurs,75015,Sciences de la nature,PARIS,75,PARIS,Île-de-France,11,,,
Commissariat à l’énergie atomique et aux énergies alternatives (CEA),75015,Sciences de la nature,PARIS,75,PARIS,Île-de-France,11,,,
Institut français,75015,Histoire,PARIS,75,PARIS,Île-de-France,11,,,
musée Bourdelle,75015,Art,PARIS,75,PARIS,Île-de-France,11,19646.0,0.0,19646.0
Sèvres - Manufacture et Musée nationaux,92310,Musées,SÈVRES,92,HAUTS-DE-SEINE,Île-de-France,11,,,
musée national de la céramique,92310,Arts décoratif,SEVRES,92,HAUTS-DE-SEINE,Île-de-France,11,12060.0,15121.0,27181.0
musée départemental de La Montagne,70130,Ethnologie,LE_HAUT-DU-THEM_CHATEAU-LAMBERT,70,HAUTE-SAONE,Bourgogne-Franche-Comté,27,0.0,5096.0,5096.0
musée du vignoble et des vins d Alsace,68240,Histoire,KIENTZHEIM,68,HAUT-RHIN,Grand Est,44,0.0,1575.0,1575.0
musée historique,68240,Archéologie,KAYSERSBERG,68,HAUT-RHIN,Grand Est,44,1169.0,0.0,1169.0
musée ornithologique Charles-Payraudeau,85310,Sciences de la nature,LA_CHAIZE-LE-VICOMTE,85,VENDEE,Pays de la Loire,52,26.0,44.0,70.0
musée et sites archéologiques de Vieux-la-Romaine,81140,Archéologie,VIEUX,81,TARN,Occitanie,76,3183.0,9506.0,12689.0
musée Eugénie et Maurice de Guérin,81140,Histoire,ANDILLAC,81,TARN,Occitanie,76,4894.0,106.0,5000.0
musée archéologique,34210,Archéologie,MINERVE,34,HERAULT,Occitanie,76,279.0,2036.0,2315.0
musée Cantini,13930,Art,MARSEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,0.0,18602.0,18602.0
musée du vieux Pérouges,01800,Archéologie,PEROUGES,01,AIN,Auvergne-Rhône-Alpes,84,87.0,7201.0,7288.0
musée folklorique du vieux Lambesc,13410,,LAMBESC,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,,,
musée du Grès,58310,Archéologie,SAINT-AMAND-EN-PUISAYE,58,NIEVRE,Bourgogne-Franche-Comté,27,0.0,2079.0,2079.0
musée d Art Moderne,66400,Art,CERET,66,PYRENEES-ORIENTALES,Occitanie,76,9392.0,47553.0,56945.0
musée d Art Sacré,26540,Arts décoratif,MOURS-SAINT-EUSEBE,26,DROME,Auvergne-Rhône-Alpes,84,200.0,0.0,200.0
Théâtre National de Bretagne,35000,Sciences de la nature,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,,,
Rennes Ville et Métropole,35000,Sciences de la nature,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,,,
Les Champs Libres,35000,Arts décoratif,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,,,
Archives de Rennes,35000,Histoire,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,,,
Musée de Bretagne,35000,Musées,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,,,
Musée des Beaux-Arts de Rennes,35000,Art,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,,,
Festival Etonnants Voyageurs,35000,Sciences de la nature,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,,,
ADEC-Maison du Théâtre Amateur,35000,Sciences de la nature,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,,,
La Criée centre d art contemporain,35000,Art,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,,,
Fonds régional d Art contemporain Bretagne,35000,Art,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,,,
Direction de la culture et des archives d Ille-et-Vilaine,35000,Histoire,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,,,
Ecomusée du Pays de Rennes,35000,Histoire,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,37154.0,4828.0,41982.0
musée de Bretagne,35000,Archéologie,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,44387.0,1763.0,46150.0
musée des beaux-arts,35000,Archéologie,RENNES,35,ILLE-ET-VILAINE,Bretagne,53,96351.0,7983.0,104334.0
musée Marcel Proust,28120,Histoire,ILLIERS-COMBRAY,28,EURE-ET-LOIR,Centre-Val de Loire,24,786.0,3780.0,4566.0
musée de la Porte de Thann,28120,Histoire,CERNAY,28,EURE-ET-LOIR,Centre-Val de Loire,24,,,
musée des beaux-arts,11000,Archéologie,CARCASSONNE,11,AUDE,Occitanie,76,14755.0,0.0,14755.0
musée de La Mine,14330,Sciences de la nature,LE_MOLAY-LITTRY,14,CALVADOS,Normandie,28,1839.0,765.0,2604.0
musée de La Meunerie-Moulin de Marcy,14330,Sciences de la nature,LE_MOLAY-LITTRY,14,CALVADOS,Normandie,28,558.0,1518.0,2076.0
musée Louis Médard,34400,Arts décoratif,LUNEL,34,HERAULT,Occitanie,76,4362.0,0.0,4362.0
musée de la Corbillière,41500,Archéologie,MER,41,LOIR-ET-CHER,Centre-Val de Loire,24,1121.0,0.0,1121.0
musée Saint-Vic,18200,Archéologie,SAINT-AMAND-MONTROND,18,CHER,Centre-Val de Loire,24,1655.0,0.0,1655.0
musée béarnais,64400,Arts décoratif,OLORON-SAINTE-MARIE,64,PYRENEES-ATLANTIQUES,Nouvelle-Aquitaine,75,,,
musée des cultures guyanaises,97300,Archéologie,CAYENNE,973,GUYANE,Guyane,3,1464.0,0.0,1464.0
musée départemental Alexandre Franconie,97300,Art,CAYENNE,973,GUYANE,Guyane,3,447.0,970.0,1417.0
musée Gustave Courbet,25290,Histoire,ORNANS,25,DOUBS,Bourgogne-Franche-Comté,27,18316.0,26179.0,44495.0
musée de la mine,58260,Histoire,LA_MACHINE,58,NIEVRE,Bourgogne-Franche-Comté,27,1199.0,4910.0,6109.0
musée municipal,52400,Archéologie,BOURBONNE-LES-BAINS,52,HAUTE-MARNE,Grand Est,44,1300.0,0.0,1300.0
musée Philippe de Girard,84160,Industrie,LOURMARIN,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,,,
musée Marc Deydier,84160,Archéologie,CUCURON,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,360.0,0.0,360.0
écomusée d’Alsace,68190,Art,UNGERSHEIM,68,HAUT-RHIN,Grand Est,44,17864.0,97457.0,115321.0
musée d Apt,84400,Archéologie,APT,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,1878.0,1843.0,3721.0
musée Charbonneau-Lassay,86200,Histoire,LOUDUN,86,VIENNE,Nouvelle-Aquitaine,75,271.0,0.0,271.0
musée Bonaparte,21130,Archéologie,AUXONNE,21,COTE-D OR,Bourgogne-Franche-Comté,27,415.0,0.0,415.0
musée Henri Matisse,59360,Art,LE_CATEAU-CAMBRESIS,59,NORD,Hauts-de-France,32,6123.0,14897.0,21020.0
musée historique,67500,Archéologie,HAGUENAU,67,BAS-RHIN,Grand Est,44,1430.0,2041.0,3471.0
musée alsacien,67500,Ethnologie,HAGUENAU,67,BAS-RHIN,Grand Est,44,449.0,537.0,986.0
SNCF,11310,Histoire,SAINT-DENIS,11,AUDE,Occitanie,76,,,
musée d art et d histoire Paul Eluard,11310,Archéologie,SAINT-DENIS,11,AUDE,Occitanie,76,8489.0,1650.0,10139.0
musée eucharistique du Hiéron,71600,Art,PARAY-LE-MONIAL,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,393.0,6550.0,6943.0
musée municipal,71600,,PARAY-LE-MONIAL,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,,,
musée du vieux Saint-Chamas,13250,Archéologie,SAINT-CHAMAS,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,532.0,0.0,532.0
musée Municipal des Ivoires,76190,Arts décoratif,YVETOT,76,SEINE-MARITIME,Normandie,28,181.0,454.0,635.0
musée archéologique,01580,Archéologie,IZERNORE,01,AIN,Auvergne-Rhône-Alpes,84,915.0,714.0,1629.0
Ecomusée du haut Beaujolais,69240,Histoire,THIZY-LES-BOURGS,69,RHONE,Auvergne-Rhône-Alpes,84,260.0,0.0,260.0
musée d ethnographie et d arts populaires et musée de la marine,14600,Arts décoratif,HONFLEUR,14,CALVADOS,Normandie,28,2584.0,10480.0,13064.0
musée Eugène Boudin,14600,Arts décoratif,HONFLEUR,14,CALVADOS,Normandie,28,5405.0,17686.0,23091.0
musée - Hôtel Morin,37400,Arts décoratif,AMBOISE,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,8225.0,0.0,8225.0
musée de la poste,37400,Ethnologie,AMBOISE,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,,,
musée du Président Jacques Chirac,19800,Archéologie,SARRAN,19,CORREZE,Nouvelle-Aquitaine,75,833.0,19464.0,20297.0
Domaine de Kerguéhennec – Département du Morbihan,56500,Histoire,BIGNAN,56,MORBIHAN,Bretagne,53,,,
musée municipal,12100,Archéologie,MILLAU,12,AVEYRON,Occitanie,76,9205.0,0.0,9205.0
musée du Rhône,07300,Archéologie,TOURNON-SUR-RHONE,07,ARDECHE,Auvergne-Rhône-Alpes,84,4131.0,10802.0,14933.0
musée du Pays Vaurais,24550,Archéologie,LAVAUR,24,DORDOGNE,Nouvelle-Aquitaine,75,3438.0,1438.0,4876.0
musée de l’abbaye de Landévennec,29560,Archéologie,LANDEVENNEC,29,FINISTERE,Bretagne,53,3282.0,18115.0,21397.0
musée de l Ecole Rurale en Bretagne,29560,Histoire,TREGARVAN,29,FINISTERE,Bretagne,53,1262.0,4611.0,5873.0
musée du liège et du bouchon,47170,Histoire,MEZIN,47,LOT-ET-GARONNE,Nouvelle-Aquitaine,75,518.0,2174.0,2692.0
musée de la société d’histoire “ les amis de Thann ”,68800,Archéologie,THANN,68,HAUT-RHIN,Grand Est,44,898.0,256.0,1154.0
musée du Pic Saint-Loup,34270,Archéologie,LES_MATELLES,34,HERAULT,Occitanie,76,1260.0,1469.0,2729.0
Ecomusée de la Montagne de Reims,51480,Art,POURCY,51,MARNE,Grand Est,44,44.0,341.0,385.0
musée de la résistance et de la déportation,25210,Histoire,BESANÇON,25,DOUBS,Bourgogne-Franche-Comté,27,0.0,445.0,445.0
musée d Art et d Archéologie,71250,Archéologie,CLUNY,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,0.0,10740.0,10740.0
musée Zola-Dreyfus,78670,,MEDAN,78,YVELINES,Île-de-France,11,507.0,6574.0,7081.0
musée Saint-Marc,03210,Archéologie,SOUVIGNY,03,ALLIER,Auvergne-Rhône-Alpes,84,881.0,4546.0,5427.0
UNISPHERES,33150,Art,CENON,33,GIRONDE,Nouvelle-Aquitaine,75,,,
musée du Colombier,30100,Archéologie,ALES,30,GARD,Occitanie,76,3819.0,163.0,3982.0
musée-Bibliothèque Pierre-André Benoît,30100,Art,ALES,30,GARD,Occitanie,76,5278.0,0.0,5278.0
Château de la Bastie d Urfé,42130,Arts décoratif,SAINT-ETIENNE-LE-MOLARD,42,LOIRE,Auvergne-Rhône-Alpes,84,6734.0,4352.0,11086.0
musée des traditions,85680,,LA_GUERINIERE,85,VENDEE,Pays de la Loire,52,832.0,2739.0,3571.0
musée de l Etang de Thau,34140,Sciences de la nature,BOUZIGUES,34,HERAULT,Occitanie,76,2804.0,4825.0,7629.0
château musées,41000,Archéologie,BLOIS,41,LOIR-ET-CHER,Centre-Val de Loire,24,40884.0,183059.0,223943.0
muséum d histoire naturelle,41000,Sciences de la nature,BLOIS,41,LOIR-ET-CHER,Centre-Val de Loire,24,3541.0,2464.0,6005.0
maison de la magie,41000,Sciences de la nature,BLOIS,41,LOIR-ET-CHER,Centre-Val de Loire,24,15185.0,63117.0,78302.0
musée de Sologne,41000,Arts décoratif,ROMORANTIN-LANTENAY,41,LOIR-ET-CHER,Centre-Val de Loire,24,1303.0,3513.0,4816.0
musée du Mont-de-Piété,59380,Histoire,BERGUES,59,NORD,Hauts-de-France,32,3172.0,0.0,3172.0
Archives municipales,06400,Histoire,CANNES,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,,,
Le musée du Masque de fer et du Fort Royal,06400,Archéologie,CANNES,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,22030.0,30399.0,52429.0
musée des explorations du monde (MEM),06400,Archéologie,CANNES,06,ALPES-MARITIMES,Provence-Alpes-Côte d Azur,93,6238.0,7161.0,13399.0
musée municipal,77580,Art,CRECY-LA-CHAPELLE,77,SEINE-ET-MARNE,Île-de-France,11,,,
musée de la Résistance Nationale,94500,Histoire,CHAMPIGNY-SUR-MARNE,94,VAL-DE-MARNE,Île-de-France,11,128.0,0.0,128.0
musée des arts et traditions populaires,44130,Archéologie,BLAIN,44,LOIRE-ATLANTIQUE,Pays de la Loire,52,1101.0,0.0,1101.0
musée Municipal Le Vieux-Manoir,14290,Archéologie,ORBEC,14,CALVADOS,Normandie,28,1112.0,29.0,1141.0
musée Municipal,33730,Archéologie,VILLANDRAUT,33,GIRONDE,Nouvelle-Aquitaine,75,456.0,117.0,573.0
musée régional,17450,Archéologie,FOURAS,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,1111.0,5131.0,6242.0
musée archéologique de Mariana – Prince Rainier III de Monaco,20290,Archéologie,LUCCIANA,2B,HAUTE-CORSE,Corse,94,1290.0,2580.0,3870.0
musée de l aventure du son,89170,,SAINT-FARGEAU,89,YONNE,Bourgogne-Franche-Comté,27,54.0,1108.0,1162.0
musée du Peigne et de la Plasturgie,01100,Arts décoratif,OYONNAX,01,AIN,Auvergne-Rhône-Alpes,84,863.0,905.0,1768.0
musée diocésain d art sacré,59400,Archéologie,CAMBRAI,59,NORD,Hauts-de-France,32,250.0,0.0,250.0
musée de Cambrai,59400,Archéologie,CAMBRAI,59,NORD,Hauts-de-France,32,5272.0,430.0,5702.0
musée d’art et d’archéologie,45230,Archéologie,CHATILLON-COLIGNY,45,LOIRET,Centre-Val de Loire,24,,,
musée des ursulines,71000,Archéologie,MACON,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,6945.0,7778.0,14723.0
musée Pierre Noël - musée de la vie dans les Hautes-Vosges,88100,,SAINT-DIE-DES-VOSGES,88,VOSGES,Grand Est,44,,,
musée Pierre Noël - musée de la vie dans les Hautes-Vosges,88100,Archéologie,SAINT-DIE-DES-VOSGES,88,VOSGES,Grand Est,44,5894.0,2129.0,8023.0
musée Municipal,34570,Archéologie,MURVIEL-LES-MONTPELLIER,34,HERAULT,Occitanie,76,356.0,265.0,621.0
musée d art naïf,89260,Archéologie,NOYER-SUR-SEREIN,89,YONNE,Bourgogne-Franche-Comté,27,276.0,1511.0,1787.0
musée Descartes,37160,Art,DESCARTES,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,470.0,784.0,1254.0
musée de préhistoire,34220,Archéologie,SAINT-PONS-DE-THOMIERES,34,HERAULT,Occitanie,76,0.0,1577.0,1577.0
musée municipal,84390,Histoire,SAULT,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,623.0,0.0,623.0
Musée d Art Contemporain [mac],13121,Arts décoratif,MARSEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,,,
"musée des arts décoratifs, de la faïence et de la mode",13121,Art,MARSEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,0.0,14452.0,14452.0
musée d art contemporain - galeries contemporaines,13121,Art,MARSEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,2701.0,0.0,2701.0
"Conseil d Architecture, d Urbanisme et de l Environnement - Val d OIse",95000,Art,PONTOISE,95,VAL-D OISE,Île-de-France,11,,,
musée Tavet-Delacour,95000,Arts décoratif,PONTOISE,95,VAL-D OISE,Île-de-France,11,3403.0,1025.0,4428.0
musée Pissarro,95000,Histoire,PONTOISE,95,VAL-D OISE,Île-de-France,11,2402.0,1732.0,4134.0
musée de la Corse,20250,Histoire,CORTE,2B,HAUTE-CORSE,Corse,94,12190.0,46842.0,59032.0
musée de l Alta Rocca,20170,Archéologie,LEVIE,2A,CORSE-DU-SUD,Corse,94,1930.0,2899.0,4829.0
Département de l Ain,69490,Histoire,BOURG EN BRESSE,69,RHONE,Auvergne-Rhône-Alpes,84,,,
CIRDOC - Institut occitan de cultura,34500,Histoire,BÉZIERS,34,HERAULT,Occitanie,76,,,
musée des beaux-arts,34500,Art,BEZIERS,34,HERAULT,Occitanie,76,919.0,1574.0,2493.0
musée du Biterrois,34500,Archéologie,BEZIERS,34,HERAULT,Occitanie,76,0.0,20.0,20.0
musée Francisque Mandet,63200,Archéologie,RIOM,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,3349.0,2946.0,6295.0
musée régional d Auvergne,63200,Ethnologie,RIOM,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,718.0,1336.0,2054.0
musée Lapidaire,63200,Histoire,MOZAC,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,126.0,188.0,314.0
musée de la carte postale,56150,Ethnologie,BAUD,56,MORBIHAN,Bretagne,53,692.0,1407.0,2099.0
Maison Natale de Louis Braille,77700,Histoire,COUPVRAY,77,SEINE-ET-MARNE,Île-de-France,11,492.0,1469.0,1961.0
musée d’art et d’histoire de Montmorillon,86500,Histoire,MONTMORILLON,86,VIENNE,Nouvelle-Aquitaine,75,3605.0,7.0,3612.0
musée Jules-Desbois,49390,Art,NOYANT-VILLAGES,49,MAINE-ET-LOIRE,Pays de la Loire,52,899.0,2434.0,3333.0
musée départemental de la Révolution française,38220,Arts décoratif,VIZILLE,38,ISERE,Auvergne-Rhône-Alpes,84,32035.0,0.0,32035.0
musée municipal,84380,,MAZAN,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,1425.0,0.0,1425.0
"ARCHÉA, Archéologie en Pays de France",95380,Archéologie,LOUVRES,95,VAL-D OISE,Île-de-France,11,3263.0,2767.0,6030.0
Archives municipales,69790,Histoire,LYON,69,RHONE,Auvergne-Rhône-Alpes,84,,,
Musée de l Imprimerie et de la Communication graphique,69790,Art,LYON,69,RHONE,Auvergne-Rhône-Alpes,84,,,
musée des Confluences ; musée Guimet ; muséum d histoire naturelle,69790,Archéologie,LYON,69,RHONE,Auvergne-Rhône-Alpes,84,93070.0,0.0,93070.0
musée de l’imprimerie et de la communication graphique,69790,Histoire,LYON,69,RHONE,Auvergne-Rhône-Alpes,84,6413.0,6800.0,13213.0
musée des hospices civils de Lyon,69790,Arts décoratif,LYON,69,RHONE,Auvergne-Rhône-Alpes,84,6254.0,4775.0,11029.0
musée historique des tissus,69790,Arts décoratif,LYON,69,RHONE,Auvergne-Rhône-Alpes,84,26177.0,42334.0,68511.0
musée de l Ostrevant,59111,Histoire,BOUCHAIN,59,NORD,Hauts-de-France,32,228.0,59.0,287.0
musée municipal,77167,Archéologie,POLIGNY,77,SEINE-ET-MARNE,Île-de-France,11,,,
musée de l Automate,46200,Arts décoratif,SOUILLAC,46,LOT,Occitanie,76,1075.0,8839.0,9914.0
musée des civilisations de l Europe et de la Méditerranée,13013,Archéologie,MARSEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,128977.0,182810.0,311787.0
musée Zervos,89450,Art,VEZELAY,89,YONNE,Bourgogne-Franche-Comté,27,3276.0,7933.0,11209.0
Louvre-Lens,62300,Musées,LENS,62,PAS-DE-CALAIS,Hauts-de-France,32,,,
Musées de Marseille,62300,Archéologie,MARSEILLE,62,PAS-DE-CALAIS,Hauts-de-France,32,,,
musée archéologique,11590,Archéologie,SALLELES-D_AUDE,11,AUDE,Occitanie,76,0.0,6319.0,6319.0
Musée de la Grande Guerre,77100,Archéologie,MEAUX,77,SEINE-ET-MARNE,Île-de-France,11,,,
musée de la Grande Guerre,77100,Histoire,MEAUX,77,SEINE-ET-MARNE,Île-de-France,11,26107.0,22559.0,48666.0
musée Bossuet,77100,Archéologie,MEAUX,77,SEINE-ET-MARNE,Île-de-France,11,3348.0,969.0,4317.0
musée municipal de la coutellerie,63300,Arts décoratif,THIERS,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,2162.0,10165.0,12327.0
musée Henri Malartre,69270,Sciences de la nature,ROCHETAILLEE-SUR-SAONE,69,RHONE,Auvergne-Rhône-Alpes,84,7866.0,9285.0,17151.0
Centre Pompidou - Metz,57000,Art,METZ,57,MOSELLE,Grand Est,44,,,
musée de la Cour d or,57000,Archéologie,METZ,57,MOSELLE,Grand Est,44,28731.0,0.0,28731.0
musée-bibliothèque Pétrarque,84800,Histoire,FONTAINE-DE-VAUCLUSE,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,1503.0,602.0,2105.0
musée Jean Garcin 39-45 : l appel de la liberté,84800,Histoire,FONTAINE-DE-VAUCLUSE,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,3184.0,1482.0,4666.0
musée du Pays de Sarrebourg,57400,Archéologie,SARREBOURG,57,MOSELLE,Grand Est,44,4443.0,5529.0,9972.0
musée Alésia - centre d interprétation,21150,Archéologie,ALISE-SAINTE-REINE,21,COTE-D OR,Bourgogne-Franche-Comté,27,7897.0,38846.0,46743.0
musée municipal d archéologie,61110,Archéologie,L_AIGLE,61,ORNE,Normandie,28,607.0,370.0,977.0
musée Crozatier,43000,Archéologie,LE_PUY-EN-VELAY,43,HAUTE-LOIRE,Auvergne-Rhône-Alpes,84,14171.0,9631.0,23802.0
Musée du Jouet,39260,Musées,MOIRANS-EN-MONTAGNE,39,JURA,Bourgogne-Franche-Comté,27,,,
musée du jouet,39260,Histoire,MOIRANS-EN-MONTAGNE,39,JURA,Bourgogne-Franche-Comté,27,6705.0,30473.0,37178.0
musée de la ferblanterie,43300,Histoire,SAINT-ARCONS-D_ALLIER,43,HAUTE-LOIRE,Auvergne-Rhône-Alpes,84,,,
musée municipal,63790,Histoire,MUROL,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,627.0,3585.0,4212.0
musée du Faouët,22290,Art,LE_FAOUET,22,COTES-D ARMOR,Bretagne,53,2863.0,12227.0,15090.0
musée Cazin,62830,Art,SAMER,62,PAS-DE-CALAIS,Hauts-de-France,32,54.0,0.0,54.0
musée Raymond Lafage,81310,,L_ISLE-SUR-TARN,81,TARN,Occitanie,76,,,
musée Raymond Lafage,81310,Archéologie,LISLE-SUR-TARN,81,TARN,Occitanie,76,1467.0,1199.0,2666.0
